State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),"Under $25,000","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 and over",Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Alabama,Tallapoosa,48.51,51.49,6.32,17.9,7.77,9.45,12.73,14.86,14.38,9.87,7.42,69.89,26.63,0.29,0.47,0.02,1.71,0.98,2.5,69.3,13.54,10.7,6.68,3.91,4.29,42.55,4.47,33.11,67.67,14.13,1994
Alabama,Tuscaloosa,48.5,51.5,6.46,17.72,19.02,11.91,11.71,12.19,10.72,5.83,4.98,66.27,29.6,0.27,1.18,0.06,1.54,1.08,3.06,65.04,11.41,8.82,6.14,3.92,5.25,44.12,3.04,30.91,69.48,14.74,1477
Alaska,Fairbanks North Star,52.81,47.19,8.76,18.77,13.93,14.65,12.78,13.88,11.15,4.27,2.26,77.04,4.53,7.05,2.66,0.41,1.48,6.84,5.79,74.05,5.31,7.74,6.83,5.72,9.86,45.29,3.44,19.67,72.14,18.36,8
Alabama,Washington,49.23,50.77,6.81,21.3,7.6,9.83,12.67,14.94,13.2,8.72,6.01,65.46,24.91,8.03,0.11,0.07,0.24,1.18,0.86,65.16,15.41,6.3,7.69,4.17,4.37,36.78,4.22,35.77,68.63,16.15,1268
Alabama,Wilcox,47.28,52.72,6.79,22.84,7.31,9.84,11.57,14.26,13.45,8.32,6.69,26.79,72.54,0.12,0.03,0.01,0.08,0.44,0.62,26.65,17.41,6.54,4.19,1.87,1.97,21.7,6.0,50.91,69.44,14.8,1269
Alabama,Winston,49.1,50.9,6.16,17.61,7.2,9.29,13.22,15.36,14.29,10.73,6.96,95.61,0.47,0.67,0.25,0.11,1.45,1.44,2.61,94.91,15.04,10.41,7.85,2.26,3.14,39.18,3.27,39.03,65.75,15.77,1479
Alaska,Aleutians East,66.63,33.37,4.04,8.56,10.54,14.65,19.01,24.55,13.85,3.44,1.5,21.01,6.97,27.89,35.98,0.6,2.67,4.87,12.26,13.53,1.88,2.04,2.01,0.92,1.66,99.2,3.53,6.53,56.61,39.7,1
Alaska,Aleutians West,66.95,33.05,4.12,11.71,8.52,15.86,20.45,22.15,14.13,2.82,0.65,36.04,5.97,15.41,28.88,1.85,6.26,5.59,13.06,31.38,1.49,1.69,1.64,1.69,2.86,95.23,1.89,4.48,64.07,29.2,2
Alaska,Denali,54.87,45.13,6.35,17.52,4.11,11.99,14.73,20.81,17.31,6.02,1.48,89.65,0.55,3.56,1.04,0.05,0.77,4.38,2.3,88.39,3.29,4.55,4.49,5.53,5.59,34.67,0.66,11.01,74.21,17.96,6
Alaska,Dillingham,52.42,47.58,9.96,25.58,10.98,10.63,9.92,15.29,10.56,4.87,2.7,18.11,0.23,71.59,0.66,0.12,0.25,9.04,2.08,17.64,5.01,6.19,6.87,3.4,7.57,39.36,6.81,24.16,66.31,28.33,7
Alaska,Bristol Bay,54.16,45.84,5.72,19.56,7.42,9.73,12.54,22.57,15.95,5.82,2.51,48.24,0.0,33.5,0.8,0.3,0.4,16.75,2.41,47.74,5.52,6.02,7.42,5.62,16.55,43.83,5.62,22.97,70.71,20.06,5
Colorado,Costilla,51.7,48.3,5.53,17.08,5.99,7.21,9.42,15.38,17.08,14.42,8.48,68.02,0.68,2.95,0.96,0.26,22.79,4.34,66.03,30.82,20.97,9.68,5.85,2.04,2.72,35.58,4.57,41.8,54.97,22.7,450
Colorado,Crowley,72.11,27.89,3.55,11.15,10.92,18.17,17.17,17.45,11.39,6.03,4.52,77.43,9.6,2.39,1.01,0.0,7.83,1.73,28.95,57.86,6.51,6.99,2.8,1.87,1.8,25.38,1.94,61.03,35.77,9.05,451
Colorado,Custer,51.59,48.41,3.9,15.14,3.08,6.3,9.54,16.62,24.09,14.95,7.47,95.3,1.03,0.71,0.38,0.0,0.92,1.67,4.7,91.99,14.08,12.13,7.59,5.66,4.02,37.51,4.39,34.45,57.49,17.04,452
Colorado,Delta,50.37,49.63,6.27,17.84,6.26,9.03,10.63,14.84,15.7,11.23,8.93,89.69,0.52,0.95,0.52,0.05,6.02,2.26,14.04,82.98,11.7,13.6,7.86,3.86,4.02,42.54,3.18,34.0,59.95,17.81,161
Colorado,Denver,50.0,50.0,7.84,14.9,11.45,18.31,14.96,12.08,10.29,5.36,5.0,68.93,10.24,1.37,3.4,0.1,11.86,4.09,31.82,52.15,11.99,10.84,7.11,4.37,8.06,50.2,4.25,22.85,70.11,18.26,453
Colorado,Douglas,49.48,50.52,8.78,23.81,5.05,10.78,18.09,16.6,10.7,4.67,2.46,90.24,1.22,0.41,3.75,0.07,1.71,2.59,7.49,85.23,2.05,4.28,5.31,5.82,17.12,50.25,2.5,16.28,86.19,6.78,454
Colorado,Dolores,51.5,48.5,7.7,16.28,5.14,9.45,12.69,15.12,15.65,11.19,7.61,93.02,0.19,2.91,0.1,0.1,1.26,2.42,3.97,90.94,9.69,13.47,8.72,3.92,2.91,42.44,4.31,29.26,58.24,22.87,162
Colorado,Grand,53.42,46.58,6.2,15.66,7.4,12.35,14.17,18.5,16.03,6.9,3.33,93.49,0.38,0.49,0.84,0.05,3.11,1.62,7.52,89.69,6.37,7.25,11.16,4.37,6.77,57.79,2.37,19.5,70.16,18.62,460
Colorado,Elbert,50.04,49.96,5.76,22.46,4.77,6.62,14.06,22.01,16.2,6.5,3.0,94.69,0.71,0.66,0.75,0.11,1.18,1.9,5.35,90.99,3.32,5.29,8.04,6.07,12.51,51.86,3.93,20.7,78.25,11.82,456
Colorado,El Paso,49.84,50.16,7.98,20.37,10.95,12.53,13.12,14.92,10.86,5.68,4.29,79.75,6.19,0.96,2.74,0.35,4.91,5.11,15.05,71.99,7.28,8.84,7.37,4.85,8.16,44.24,3.6,21.97,73.51,14.29,457
Colorado,Fremont,57.73,42.27,5.04,14.1,7.39,12.28,13.78,15.99,14.41,9.79,7.81,90.18,3.94,1.73,0.6,0.05,1.63,1.88,12.32,80.4,10.84,11.72,6.21,3.14,4.0,30.41,1.55,53.08,54.3,10.6,458
Colorado,Garfield,51.62,48.38,8.63,19.99,8.75,13.77,14.53,14.84,11.54,4.86,3.51,82.23,0.68,1.13,0.66,0.08,12.63,2.59,28.34,68.78,4.76,8.56,7.65,6.31,8.13,53.02,3.12,17.68,67.64,22.07,163
Colorado,Gilpin,52.99,47.01,5.53,13.01,4.28,9.78,16.3,21.85,19.89,7.11,2.33,94.78,0.51,0.75,1.42,0.18,0.57,1.78,4.91,90.92,7.83,12.77,9.02,7.08,9.8,57.88,2.46,18.89,79.62,10.66,459
Colorado,Larimer,49.61,50.39,6.47,17.17,13.85,12.49,12.2,14.21,12.34,6.61,5.25,90.53,0.83,0.74,1.94,0.07,3.25,2.64,10.56,84.45,8.38,9.27,7.17,5.19,9.18,50.89,3.83,23.77,72.57,13.44,467
Colorado,Gunnison,54.2,45.8,5.55,14.66,17.46,13.75,13.94,13.44,12.8,5.85,2.96,92.35,0.31,1.36,0.65,0.03,3.33,1.97,8.19,89.13,8.41,12.09,7.65,5.19,7.22,59.74,3.0,21.01,65.37,20.7,164
Colorado,Hinsdale,52.55,47.45,7.0,12.69,7.71,8.42,10.32,16.49,19.34,11.63,5.81,95.14,0.36,1.07,0.36,0.0,1.3,1.78,2.85,93.24,3.8,6.29,5.22,4.27,10.68,28.83,1.3,22.42,65.72,17.44,165
Colorado,Huerfano,49.65,50.35,4.54,14.87,5.11,6.53,8.84,16.02,19.46,14.25,10.92,82.85,0.52,3.19,0.37,0.19,9.0,3.87,35.29,61.85,20.77,10.0,6.77,4.44,5.02,38.27,4.77,44.55,58.8,15.36,461
Colorado,Jackson,52.8,47.2,5.02,16.21,6.1,8.75,11.62,18.94,15.85,10.98,7.46,92.54,0.0,1.22,0.07,0.0,5.02,1.15,10.76,87.45,14.92,14.63,11.41,4.52,4.02,56.89,1.29,26.26,61.33,20.44,462
Colorado,Jefferson,49.63,50.37,6.34,17.96,8.34,11.05,13.46,17.06,13.88,7.03,5.58,88.43,1.06,0.88,2.63,0.09,4.2,2.72,14.3,79.91,6.34,8.75,7.92,5.79,11.8,52.44,3.74,23.03,73.75,12.49,463
Colorado,Kiowa,49.14,50.86,5.72,19.6,4.58,8.87,9.37,16.6,15.24,11.02,10.44,96.28,0.29,0.5,0.0,0.0,1.43,1.5,5.58,93.28,16.24,12.45,9.59,7.94,4.29,59.87,2.0,33.55,63.3,15.31,464
Colorado,Kit Carson,56.08,43.92,7.05,17.05,7.88,12.47,12.94,15.74,11.52,8.51,7.47,88.46,2.72,0.71,0.44,0.08,6.22,1.37,19.03,76.42,10.28,10.24,7.69,4.64,3.54,49.58,2.43,28.8,52.56,18.92,465
Colorado,Lake,53.53,46.47,8.26,18.37,9.78,13.71,14.49,13.86,12.86,5.69,3.16,80.68,0.37,1.33,0.45,0.05,13.52,3.6,39.1,58.17,10.89,10.94,8.4,3.61,3.43,51.98,3.0,18.97,65.62,23.56,466
Colorado,Las Animas,51.25,48.75,6.13,16.82,8.61,9.31,10.96,15.29,15.75,9.8,7.93,83.62,1.41,2.42,0.71,0.05,8.38,3.42,41.57,54.16,13.95,11.94,6.16,4.2,5.13,43.02,3.74,35.39,62.02,15.23,468
Colorado,La Plata,50.92,49.08,6.22,16.45,11.61,12.05,12.5,15.5,14.61,7.08,4.57,86.78,0.4,5.82,0.56,0.06,3.27,3.12,11.8,80.35,7.4,10.11,8.49,5.43,8.53,53.74,3.01,23.5,68.62,16.66,166
Colorado,Morgan,49.36,50.64,8.47,21.58,8.64,10.97,12.2,14.14,10.66,7.16,6.92,79.41,2.87,0.84,0.5,0.11,13.92,2.36,33.76,61.69,9.67,11.69,8.53,3.42,3.65,46.33,3.71,25.02,64.34,19.96,471
Colorado,Lincoln,57.86,42.14,5.93,16.01,8.32,13.12,12.58,16.41,11.14,8.19,8.6,89.04,5.3,0.93,0.79,0.04,1.99,1.9,12.49,79.48,10.08,11.34,5.09,4.92,3.68,40.06,4.06,38.06,51.62,13.7,469
Colorado,Logan,56.91,43.09,5.73,16.65,10.79,13.01,12.75,15.14,11.87,7.13,7.49,89.01,3.96,1.16,0.56,0.07,3.72,1.52,15.64,78.18,9.87,10.91,6.2,4.62,4.28,47.31,3.21,29.29,55.54,13.39,470
Colorado,Mesa,49.66,50.34,7.39,18.13,9.87,11.66,11.36,14.31,12.9,7.81,7.1,89.41,0.64,1.06,0.76,0.11,5.37,2.65,13.33,83.11,8.74,9.91,8.03,5.33,6.92,47.11,2.76,26.83,66.42,16.6,167
Colorado,Mineral,50.84,49.16,3.37,12.22,3.79,8.15,7.44,17.84,24.3,15.03,8.01,97.33,0.28,0.56,0.14,0.0,0.28,1.4,2.95,95.22,12.92,14.47,14.89,10.67,8.85,75.28,0.84,60.53,60.53,17.98,168
Colorado,Moffat,51.08,48.92,8.58,20.22,8.39,12.14,12.13,15.72,12.69,6.19,4.35,90.05,0.3,0.88,0.56,0.05,5.94,2.22,14.39,82.73,8.58,9.34,8.22,6.32,6.39,51.24,2.36,20.88,72.86,16.06,169
Colorado,Montezuma,49.36,50.64,6.93,18.28,6.84,9.43,11.55,15.0,15.84,9.25,7.46,81.08,0.23,12.25,0.47,0.05,3.27,2.64,11.04,75.07,12.5,11.71,7.61,5.64,5.73,46.5,4.46,27.77,65.02,18.2,170
Colorado,Montrose,49.21,50.79,7.02,19.55,6.28,9.85,11.6,14.6,14.03,9.79,8.01,86.74,0.39,1.08,0.62,0.06,8.68,2.42,19.69,77.5,9.64,11.86,8.33,4.9,4.84,45.03,3.59,27.82,63.05,18.23,171
Colorado,Prowers,49.42,50.58,8.33,21.02,8.78,10.64,10.87,13.7,12.68,7.55,7.08,80.99,0.51,0.89,0.3,0.02,14.72,2.57,35.19,62.73,14.93,10.02,7.33,3.85,2.95,48.02,2.69,25.42,63.02,20.2,475
Colorado,Otero,48.97,51.03,7.31,19.68,8.29,9.3,10.49,13.94,13.38,9.42,8.94,78.53,0.76,1.79,0.76,0.06,14.28,3.81,40.34,56.5,14.79,11.93,7.3,2.85,3.59,40.17,3.63,34.46,64.44,15.75,472
Colorado,Ouray,50.14,49.86,4.49,15.26,2.8,7.08,12.74,18.39,22.32,12.56,4.96,96.42,0.16,0.38,0.56,0.11,1.01,1.35,4.42,93.39,7.03,8.57,12.2,3.27,7.3,47.05,3.85,26.74,64.4,18.26,172
Colorado,Park,52.47,47.53,5.43,15.31,4.2,8.07,13.94,22.1,19.9,8.66,2.95,94.73,0.43,0.94,0.64,0.01,0.89,2.36,4.83,91.58,5.78,9.51,10.71,7.13,10.49,54.67,3.04,26.35,71.21,16.61,473
Colorado,Phillips,48.9,51.1,7.32,20.44,5.74,9.07,11.12,14.45,12.13,8.96,11.73,89.17,0.41,0.45,0.59,0.11,7.92,1.35,18.69,79.38,10.78,13.55,9.07,5.18,3.44,47.64,1.24,26.56,59.93,19.61,474
Colorado,Pitkin,53.04,46.96,4.83,13.98,6.72,13.61,16.15,17.28,16.43,8.06,3.39,93.47,0.54,0.26,1.21,0.07,3.04,1.41,9.1,87.86,6.33,9.48,7.68,4.59,15.17,61.09,1.46,18.42,70.29,17.73,173
Colorado,San Juan,56.08,43.92,5.15,13.16,5.87,12.88,13.88,17.31,19.17,9.3,3.0,92.56,0.0,0.29,1.14,0.0,3.72,2.29,12.02,85.12,10.16,24.75,14.16,6.44,3.29,75.82,8.15,18.31,67.81,20.74,176
Colorado,Routt,53.16,46.84,6.18,16.4,8.5,13.76,15.12,17.3,15.22,5.59,2.54,94.77,0.42,0.46,0.64,0.07,2.08,1.56,6.81,90.65,5.59,10.73,10.32,7.04,9.47,60.1,2.54,17.05,74.9,15.43,175
Colorado,Saguache,51.1,48.9,7.66,17.65,7.51,9.27,10.64,15.18,18.04,9.76,4.86,82.25,0.23,1.87,0.77,0.02,12.05,2.82,40.14,56.42,17.78,14.41,5.58,3.06,3.11,46.23,5.4,29.01,56.19,28.9,478
Colorado,Pueblo,49.16,50.84,7.26,19.35,9.06,10.73,11.88,14.05,13.0,7.9,7.41,79.36,2.03,1.92,0.79,0.1,12.12,3.68,41.37,54.1,12.12,10.82,7.07,4.3,4.3,41.14,4.38,30.96,68.46,14.44,476
Colorado,Rio Blanco,51.49,48.51,7.62,18.87,9.56,11.22,11.63,16.77,12.47,7.05,5.36,91.85,0.75,0.89,0.33,0.17,3.74,2.28,9.98,86.35,6.74,10.19,8.76,5.75,7.89,48.81,2.0,25.22,68.12,15.63,174
Colorado,Rio Grande,49.72,50.28,7.24,19.72,7.36,9.36,11.29,14.91,14.33,8.89,7.34,78.28,0.36,1.84,0.35,0.02,15.92,3.24,42.45,55.08,9.95,8.89,6.11,2.85,2.5,36.3,4.92,35.09,66.78,16.51,477
Connecticut,Fairfield,48.6,51.4,6.96,19.91,7.73,10.44,14.32,16.28,11.67,6.8,6.73,74.81,10.83,0.26,4.61,0.05,6.81,2.62,16.91,66.18,5.55,5.87,5.41,4.52,14.84,47.92,3.95,24.88,74.98,10.19,2981
Colorado,San Miguel,54.3,45.7,6.73,14.19,7.31,15.19,17.71,17.5,14.96,5.42,1.6,92.91,0.39,0.77,0.72,0.05,3.38,1.77,8.56,88.52,7.41,8.33,9.23,7.8,11.1,66.39,2.89,11.78,67.92,24.39,177
Colorado,Sedgwick,49.35,50.65,5.8,15.34,5.8,8.53,9.84,15.22,15.97,11.14,12.78,92.22,0.34,0.42,0.71,0.0,4.67,1.64,12.15,85.58,14.12,12.02,7.73,4.71,3.74,44.3,2.98,37.12,56.91,19.08,479
Colorado,Summit,54.93,45.07,6.09,12.43,11.52,17.74,16.67,15.3,12.83,6.05,1.66,89.67,0.82,0.31,0.99,0.07,6.58,1.55,14.25,82.72,3.84,8.26,8.09,6.81,10.69,64.61,3.21,13.46,72.35,19.61,480
Colorado,Teller,50.9,49.1,5.3,17.22,5.34,7.2,12.23,20.6,20.07,9.22,3.72,94.25,0.47,0.91,0.71,0.09,1.1,2.48,5.54,90.57,5.53,9.76,8.78,5.75,8.75,48.63,4.15,26.45,73.95,12.73,481
Colorado,Washington,51.06,48.94,6.07,19.3,5.9,9.29,11.11,16.33,13.54,9.74,9.53,95.31,0.62,0.15,0.23,0.06,2.12,1.52,8.45,89.45,13.11,15.1,8.62,4.11,4.47,51.45,1.5,26.69,56.88,20.17,482
Colorado,Weld,50.03,49.97,8.85,21.25,10.62,12.46,13.73,13.47,10.59,5.58,4.0,82.9,0.98,1.11,1.2,0.09,10.79,2.94,28.35,67.57,7.47,8.06,6.82,4.99,6.98,46.82,3.21,21.83,71.74,16.81,483
Colorado,Yuma,49.59,50.41,8.63,20.14,7.13,10.9,12.17,13.82,12.01,8.12,8.05,88.23,0.18,0.5,0.23,0.03,9.76,1.08,20.79,77.91,9.27,14.19,6.54,4.56,4.68,47.78,1.63,26.1,61.53,20.93,484
Connecticut,Litchfield,49.14,50.86,5.43,18.19,6.49,8.31,13.4,18.19,14.91,8.39,7.58,93.86,1.35,0.21,1.53,0.02,1.43,1.6,4.49,91.3,5.97,8.17,7.54,6.37,12.32,52.89,3.69,24.19,75.82,7.52,2983
Connecticut,Hartford,48.32,51.68,6.33,18.62,8.8,10.99,13.29,15.8,12.4,7.13,7.42,72.4,13.33,0.27,4.25,0.03,7.05,2.67,15.3,66.14,7.75,7.98,6.8,5.43,10.92,49.04,4.32,25.6,75.02,8.35,2982
Connecticut,Middlesex,48.84,51.16,5.61,17.52,7.56,9.4,13.8,17.22,14.2,8.09,7.38,89.22,4.66,0.15,2.56,0.04,1.3,2.06,4.73,86.4,5.73,7.2,7.31,6.4,13.79,52.07,3.08,25.2,75.34,6.93,2984
Connecticut,Windham,49.56,50.44,6.18,18.62,10.1,10.49,13.66,16.4,12.46,6.89,5.96,89.59,2.21,0.47,1.17,0.04,4.22,2.29,9.58,85.4,7.61,8.28,7.96,5.79,7.79,50.31,5.26,23.83,75.47,8.74,2988
Delaware,Kent,48.08,51.92,7.54,19.6,10.58,11.04,12.67,14.28,11.34,7.82,5.72,67.77,23.97,0.64,2.04,0.06,1.99,3.53,5.76,65.24,7.48,9.11,7.72,4.99,6.06,42.68,3.57,26.86,75.71,9.07,2781
Connecticut,New Haven,48.13,51.87,6.27,18.38,9.77,11.17,13.22,15.38,12.21,7.04,7.33,74.75,12.74,0.29,3.51,0.04,6.03,2.64,15.04,67.52,7.91,8.05,6.71,5.08,10.6,49.48,4.44,25.58,74.51,8.73,2985
Connecticut,New London,49.92,50.08,6.05,17.73,9.82,10.59,13.22,16.33,12.77,7.43,6.8,82.18,5.85,0.91,4.15,0.07,3.18,3.66,8.47,78.31,5.88,8.54,7.74,5.73,11.01,48.97,3.25,25.29,73.88,7.81,2986
Connecticut,Tolland,50.54,49.46,5.2,18.02,15.07,9.07,12.88,16.49,12.18,6.71,5.22,89.81,3.28,0.17,3.36,0.02,1.55,1.8,4.32,87.49,4.64,6.3,6.28,5.94,12.49,52.74,3.25,24.99,71.98,5.9,2987
Delaware,Sussex,48.81,51.19,6.41,15.67,7.27,9.38,11.27,14.4,15.29,12.31,8.53,78.96,12.74,0.79,0.99,0.08,4.14,2.3,8.6,75.59,8.39,10.41,7.95,4.85,6.81,42.96,3.43,32.5,67.31,11.57,2783
District of Columbia,District of Columbia,47.23,52.77,5.74,12.9,15.26,18.33,13.4,12.58,10.63,6.14,5.29,38.47,50.71,0.35,3.5,0.05,4.05,2.88,9.1,34.81,10.21,8.49,6.68,4.74,12.64,49.39,5.13,26.97,76.23,7.56,2784
Delaware,New Castle,48.41,51.59,6.82,18.75,10.62,11.79,13.61,15.23,11.59,6.59,5.71,65.55,23.73,0.29,4.33,0.03,3.55,2.52,8.71,61.62,6.5,8.11,6.92,5.21,10.12,49.23,3.62,25.59,75.53,9.17,2782
Florida,Brevard,49.0,51.0,5.48,16.32,7.7,8.98,11.44,16.67,13.74,10.62,9.76,82.99,10.08,0.39,2.09,0.09,1.71,2.64,8.09,77.56,9.31,11.19,7.88,5.06,7.21,43.83,4.22,33.72,61.99,16.17,1274
Florida,Charlotte,48.61,51.39,3.91,11.9,5.17,6.28,8.81,13.27,17.11,18.09,16.04,90.05,5.68,0.26,1.2,0.04,1.1,1.67,5.76,86.03,10.95,14.12,9.54,4.73,5.66,35.86,4.55,46.52,49.74,14.77,1276
Florida,Alachua,48.43,51.57,5.68,14.85,22.91,12.88,10.31,11.91,10.99,5.89,4.87,69.6,20.33,0.31,5.35,0.05,1.7,2.65,8.39,63.66,13.35,9.87,6.1,3.64,6.48,47.11,3.38,32.52,67.15,17.11,1270
Florida,Bay,49.54,50.46,6.88,16.9,9.66,11.67,12.78,15.7,12.38,8.1,6.44,82.16,10.77,0.68,1.99,0.1,1.21,3.1,4.8,79.24,9.28,11.93,8.64,4.86,6.05,45.26,3.65,27.74,65.36,18.6,1272
Florida,Bradford,56.14,43.86,6.32,14.84,9.26,13.73,13.4,15.92,12.31,8.15,6.28,76.44,20.42,0.32,0.53,0.05,0.66,1.58,3.58,73.86,9.35,9.4,6.12,3.89,2.55,36.71,4.06,42.14,56.29,14.36,1273
Florida,Broward,48.43,51.57,6.5,17.88,8.43,11.55,14.38,15.85,11.85,7.17,7.1,63.05,26.74,0.29,3.25,0.05,3.7,2.91,25.07,43.52,8.77,9.78,7.01,4.55,8.16,48.67,4.78,25.85,61.95,22.99,2595
Florida,DeSoto,56.56,43.44,7.05,17.49,10.58,11.7,11.97,12.47,11.37,10.23,7.63,66.24,12.71,0.39,0.51,0.03,17.72,2.39,29.9,56.08,10.59,9.06,6.22,2.44,2.26,36.87,4.21,38.43,48.59,25.46,1281
Florida,Baker,52.22,47.78,7.98,20.07,9.18,12.12,13.96,14.82,11.63,6.75,4.16,83.67,13.57,0.28,0.49,0.02,0.41,1.57,1.92,82.44,6.88,9.42,7.07,3.6,3.68,38.96,3.05,33.37,66.21,14.89,1271
Florida,Calhoun,54.39,45.61,6.79,16.28,8.75,12.19,13.87,15.02,12.15,9.03,6.41,80.81,13.75,1.13,0.51,0.08,1.35,2.37,5.16,77.65,12.54,10.64,4.79,1.75,2.86,31.02,2.71,46.36,55.79,17.07,1275
Florida,Citrus,48.4,51.6,4.33,13.15,5.4,6.24,9.26,13.69,16.64,17.42,14.48,93.0,2.82,0.34,1.41,0.03,0.78,1.61,4.66,89.6,12.92,13.98,7.49,4.06,4.01,32.94,4.64,47.96,52.44,14.89,1277
Florida,Clay,48.98,51.02,7.02,21.8,8.08,10.26,14.34,15.76,12.06,7.08,4.6,81.78,9.87,0.46,2.93,0.11,1.91,2.95,7.65,77.15,5.06,8.77,8.13,5.36,8.05,45.19,4.17,24.14,72.25,15.26,1278
Florida,Collier,49.3,50.7,5.77,15.38,6.83,9.06,11.06,12.7,13.36,14.35,12.07,83.85,6.56,0.35,1.09,0.04,6.2,1.92,25.87,65.67,6.74,9.37,6.79,4.66,9.61,41.57,3.36,36.11,51.27,21.41,1279
Florida,Dixie,53.84,46.16,5.83,14.99,7.44,10.08,11.66,15.67,15.53,12.16,7.14,88.81,8.44,0.42,0.29,0.01,0.53,1.5,3.12,86.59,11.14,10.56,5.13,1.43,1.63,31.47,3.59,46.47,56.79,15.69,1282
Florida,Columbia,51.76,48.24,6.9,17.41,9.82,10.88,11.96,15.12,13.07,8.95,6.44,77.91,17.5,0.51,0.92,0.06,1.17,1.93,4.85,74.74,11.69,10.24,6.47,3.52,3.88,37.98,5.67,35.58,61.64,17.18,1280
Florida,Gilchrist,52.16,47.84,5.73,18.05,12.21,8.55,11.48,14.4,13.44,9.86,7.0,90.89,5.3,0.5,0.35,0.07,1.43,1.46,4.99,87.86,11.75,9.71,5.81,4.53,3.48,38.18,5.64,35.46,59.81,17.94,1288
Florida,Duval,48.53,51.47,7.51,17.97,10.77,13.25,13.53,14.85,11.54,6.16,4.96,60.87,29.51,0.39,4.15,0.09,2.13,2.85,7.57,56.56,9.15,10.13,7.69,4.89,6.36,47.31,4.51,24.79,70.15,16.81,1283
Florida,Escambia,49.43,50.57,6.88,16.99,12.66,11.29,11.43,14.51,12.32,7.89,6.53,68.88,22.94,0.88,2.75,0.14,1.26,3.15,4.72,66.16,10.74,10.72,7.05,4.35,5.21,42.1,4.85,30.47,63.94,16.24,1284
Florida,Flagler,48.09,51.91,5.57,16.12,5.99,8.58,11.25,13.24,15.49,14.2,10.25,82.25,11.37,0.28,2.14,0.06,1.61,2.28,8.62,76.14,8.49,11.23,8.35,4.73,5.02,36.84,3.48,38.34,57.59,17.53,1285
Florida,Franklin,57.63,42.37,5.58,12.68,8.49,13.9,12.87,14.86,14.46,11.09,6.36,82.6,13.76,0.5,0.23,0.06,1.15,1.7,4.58,79.56,15.65,10.17,7.29,3.86,3.71,40.78,4.89,38.41,49.32,18.01,1286
Florida,Gadsden,48.82,51.18,7.73,18.45,8.27,11.3,12.62,15.02,13.57,7.98,5.65,35.88,56.04,0.3,0.49,0.04,5.94,1.31,9.53,33.06,12.92,9.01,7.14,3.6,2.48,34.62,4.32,38.86,63.72,19.97,1287
Florida,Hillsborough,48.74,51.26,7.17,18.89,10.51,12.66,14.18,14.49,10.95,6.49,5.33,71.28,16.68,0.39,3.42,0.08,5.01,3.15,24.95,53.74,8.82,10.14,7.06,4.44,7.16,46.96,4.42,24.82,67.26,19.62,1296
Florida,Glades,57.77,42.23,6.09,13.98,8.24,11.6,12.9,12.95,13.06,13.41,8.06,71.04,12.33,4.57,0.4,0.02,9.93,1.72,21.11,61.68,10.75,11.08,5.37,1.86,3.27,35.28,3.03,43.28,44.87,21.88,1289
Florida,Gulf,59.79,40.21,4.7,13.04,8.08,13.47,14.92,16.22,13.82,9.49,6.81,78.07,18.67,0.4,0.29,0.03,0.75,1.8,4.27,74.9,10.53,10.42,5.83,3.95,2.97,35.27,3.09,45.85,48.6,14.1,1290
Florida,Hamilton,58.93,41.07,5.73,15.68,13.35,11.72,12.93,14.72,13.04,7.98,5.17,59.81,34.48,0.63,0.51,0.0,2.84,1.74,8.82,54.9,11.3,8.28,6.07,2.55,2.43,29.68,4.86,46.94,52.08,14.58,1291
Florida,Hardee,53.62,46.38,8.87,21.06,11.2,11.96,12.48,12.09,9.91,7.47,5.42,72.17,6.98,0.62,1.07,0.04,17.14,1.97,42.89,48.01,8.41,9.73,4.87,2.98,1.75,37.59,4.77,33.27,55.09,26.42,1292
Florida,Hendry,54.16,45.84,8.66,21.29,10.8,12.72,13.45,12.8,9.32,6.66,4.81,59.88,13.44,1.72,0.71,0.06,21.52,2.68,49.16,34.87,8.62,9.56,5.4,2.36,2.68,39.17,6.38,29.54,55.48,29.27,1293
Florida,Hernando,47.77,52.23,5.52,16.04,6.38,8.03,11.05,13.72,14.16,13.45,12.32,89.48,5.1,0.35,1.08,0.04,1.92,2.03,10.3,82.1,10.88,12.89,7.9,4.32,4.67,35.64,4.87,40.49,56.37,17.14,1294
Florida,Highlands,48.87,51.13,5.53,14.19,6.39,7.82,8.96,11.85,13.49,16.57,15.64,80.95,9.38,0.48,1.46,0.05,5.47,2.22,17.37,70.66,13.19,15.14,6.49,3.16,2.9,34.5,4.06,45.25,48.13,19.16,1295
Florida,Lake,48.46,51.54,6.06,16.51,6.5,8.8,11.89,13.38,13.34,13.17,11.01,82.01,9.8,0.5,1.74,0.07,3.63,2.25,12.12,74.52,9.1,11.94,8.02,4.74,5.77,40.34,3.57,36.12,58.12,16.79,1302
