County,State,Population 18 to 24 years,Less than high school graduate (Population 18 to 24 years),High school graduate (Population 18 to 24 years),Some college or associate's degree (Population 18 to 24 years),Bachelor's degree or higher (Population 18 to 24 years),Population 25 years and over,Less than 9th grade (Population 25 years and over),9th to 12th grade (Population 25 years and over),High school graduate (Population 25 years and over),Some college no degree (Population 25 years and over),Associate's degree (Population 25 years and over),Bachelor's degree (Population 25 years and over),Graduate or professional degree (Population 25 years and over),Percent high school graduate or higher (Population 25 years and over),Percent bachelor's degree or higher (Population 25 years and over),Population 25 to 34 years,High school graduate or higher (Population 25 to 34 years),Bachelor's degree or higher (Population 25 to 34 years),Population 35 to 44 years,High school graduate or higher (Population 35 to 44 years),Bachelor's degree or higher (Population 35 to 44 years),Population 45 to 64 years,High school graduate or higher (Population 45 to 64 years),Bachelor's degree or higher (Population 45 to 64 years),Population 65 and over,High school graduate or higher (Population 65 and over),Bachelor's degree or higher (Population 65 and over),Less than high school grad poverty rate (age 25+),High school grad poverty rate (age 25+),Some college or associate's degree poverty rate (age 25+),Bachelor's degree or higher poverty rate (age 25+),Population 25 years and over with earnings median earnings,Less than high school grad median earnings,High school grad median earnings,Some college or associate's degree median earnings,Bachelor's degree median earnings,Graduate or professional degree median earnings,FID
New York,Allegany,"7,182",412,"1,688","4,727",355,"29,906",932,"1,551","10,573","5,776","4,230","3,529","3,315","27,423","6,844","4,615","4,262","1,322","4,644","4,317","1,248","11,921","11,059","2,333","8,726","7,785","1,941",28.0%,14.0%,12.9%,4.5%,"35,551","22,456","31,254","34,280","40,063","55,035",1674
New York,Bronx,"142,191","27,373","39,341","61,573","13,904","930,184","120,351","126,804","257,988","161,946","74,162","120,154","68,779","683,029","188,933","227,332","190,901","55,133","180,420","137,012","40,506","338,275","244,571","63,782","184,157","110,545","29,512",37.6%,23.8%,18.6%,9.3%,"33,439","21,872","28,706","35,093","49,718","65,445",1681
New York,Broome,"27,307","2,018","7,453","13,835","4,001","127,556","3,881","8,515","39,590","22,585","16,243","19,987","16,755","115,160","36,742","21,499","19,684","7,711","19,910","18,248","6,380","49,466","44,325","13,570","36,681","32,903","9,081",32.3%,14.2%,12.7%,5.7%,"38,973","21,820","31,154","35,558","51,677","61,952",1683
New York,Cattaraugus,"6,966","1,044","2,793","2,758",371,"52,725","1,850","3,594","20,642","9,017","7,126","5,288","5,208","47,281","10,496","8,345","7,568","1,696","8,279","7,501","1,811","21,355","19,435","4,196","14,746","12,777","2,793",30.7%,15.3%,11.2%,5.0%,"36,206","25,064","30,795","34,119","50,215","54,471",1687
New York,Cayuga,"6,202","1,076","2,071","2,636",419,"55,612","1,779","4,766","18,394","10,602","7,851","7,539","4,681","49,067","12,220","9,639","8,347","2,097","9,028","7,902","2,194","22,361","20,093","4,862","14,584","12,725","3,067",26.1%,12.7%,9.0%,5.0%,"40,572","27,482","32,431","39,584","52,554","63,933",1689
New York,Chautauqua,"12,201","1,535","3,850","6,000",816,"89,393","3,255","6,200","30,901","16,224","12,196","11,609","9,008","79,938","20,617","14,992","13,455","3,566","13,499","12,218","3,579","35,255","31,563","8,074","25,647","22,702","5,398",31.1%,16.6%,11.7%,5.9%,"36,193","23,794","30,750","34,900","44,726","59,734",1694
New York,Chemung,"6,813","1,083","2,463","2,708",559,"59,312","1,671","4,318","20,543","11,242","7,568","7,549","6,421","53,323","13,970","10,690","9,496","2,549","9,813","8,893","2,495","22,939","20,982","5,048","15,870","13,952","3,878",26.8%,15.1%,10.5%,4.5%,"37,963","25,051","32,007","34,704","50,807","65,109",1696
New York,Chenango,"3,540",639,"1,514","1,124",263,"34,132",960,"2,976","13,734","6,246","3,741","3,572","2,903","30,196","6,475","5,283","4,681",951,"5,168","4,803","1,138","13,919","12,462","2,414","9,762","8,250","1,972",28.0%,13.2%,9.2%,4.0%,"37,365","26,478","31,049","36,967","44,021","58,770",1699
New York,Clinton,"10,693",922,"3,233","5,424","1,114","55,208","1,853","4,747","20,050","9,003","6,072","7,447","6,036","48,608","13,483","10,159","8,828","2,305","9,361","8,479","2,623","22,146","19,765","5,110","13,542","11,536","3,445",18.6%,12.8%,10.2%,3.1%,"41,916","30,409","34,314","41,076","55,610","62,132",1702
New York,Columbia,"3,941",435,"1,675","1,152",679,"45,705","1,407","2,741","13,377","7,003","5,787","8,035","7,355","41,557","15,390","6,686","5,992","1,854","6,345","5,758","2,263","18,317","17,032","6,171","14,357","12,775","5,102",22.0%,12.5%,7.3%,4.1%,"40,770","26,340","35,759","36,745","53,338","66,403",1704
New York,Cortland,"8,667",476,"2,192","5,284",715,"29,953",806,"1,982","9,339","5,776","3,991","4,411","3,648","27,165","8,059","5,429","5,025","1,661","4,810","4,505","1,454","11,959","10,797","3,061","7,755","6,838","1,883",27.3%,12.4%,6.2%,5.8%,"40,204","27,017","32,532","39,401","50,099","54,871",1706
New York,Delaware,"4,369",258,"2,075","1,840",196,"32,831",867,"2,588","12,881","5,452","3,782","3,890","3,371","29,376","7,261","4,439","4,122","1,128","4,240","3,858","1,090","13,205","11,720","2,543","10,947","9,676","2,500",24.5%,13.5%,12.2%,6.4%,"34,943","25,212","31,490","34,937","37,820","54,392",1707
New York,Dutchess,"31,565","3,650","8,739","15,118","4,058","206,608","6,304","11,997","54,492","36,913","21,686","40,068","35,148","188,307","75,216","34,794","31,628","12,470","33,827","30,904","13,312","86,343","80,041","32,234","51,644","45,734","17,200",20.4%,11.5%,6.5%,3.5%,"49,397","25,545","36,497","43,459","62,466","85,009",1711
New York,Erie,"84,327","7,323","24,473","39,252","13,279","647,994","17,256","34,285","173,898","117,411","77,607","127,836","99,701","596,453","227,537","130,959","122,640","56,779","103,352","96,469","46,296","248,524","231,112","81,327","165,159","146,232","43,135",32.6%,13.9%,10.4%,4.8%,"43,468","22,720","32,458","38,758","53,663","65,907",1723
New York,Essex,"2,546",494,845,976,231,"28,740",712,"2,023","9,160","4,986","3,285","4,759","3,815","26,005","8,574","4,509","3,880","1,109","4,136","3,798","1,226","11,346","10,476","3,441","8,749","7,851","2,798",22.6%,10.1%,6.9%,3.9%,"36,226","24,179","31,396","35,481","41,704","63,678",1728
New York,Franklin,"5,080",897,"1,888","2,013",282,"35,561","1,574","2,792","13,326","5,900","4,603","3,770","3,596","31,195","7,366","6,886","5,950",948,"6,147","5,441","1,188","13,918","12,455","3,236","8,610","7,349","1,994",34.2%,15.0%,12.2%,4.6%,"40,580","23,110","31,233","39,883","49,844","60,651",1731
New York,Fulton,"4,056",686,"1,554","1,523",293,"38,599","1,025","3,441","13,999","7,170","5,933","3,788","3,243","34,133","7,031","6,212","5,594","1,420","6,396","5,843","1,200","15,559","13,640","2,511","10,432","9,056","1,900",31.1%,12.8%,10.0%,3.4%,"36,533","22,447","32,265","36,191","45,913","63,921",1734
New York,Genesee,"4,528",338,"1,656","2,206",328,"41,355",906,"2,301","15,587","7,795","5,717","5,344","3,705","38,148","9,049","7,336","6,762","1,997","6,382","6,024","1,815","16,846","15,754","3,639","10,791","9,608","1,598",24.5%,13.9%,6.8%,2.8%,"39,450","21,492","33,064","38,893","50,680","61,635",1736
New York,Greene,"4,011",810,"1,710","1,212",279,"35,517","1,317","3,195","13,413","4,916","4,171","4,416","4,089","31,005","8,505","5,635","4,866","1,258","5,261","4,390","1,625","14,114","12,355","3,376","10,507","9,394","2,246",26.8%,11.6%,9.6%,4.1%,"39,544","22,901","32,736","40,808","46,538","61,552",1739
New York,Hamilton,369,50,123,182,14,"3,485",57,656,982,614,484,348,344,"2,772",692,284,242,70,374,302,93,"1,454","1,123",235,"1,373","1,105",294,24.6%,4.6%,7.2%,3.0%,"35,031","35,556","35,750","32,316","30,000","46,307",1742
New York,Herkimer,"5,296",663,"1,716","2,308",609,"43,732","1,388","2,702","16,076","8,391","5,937","5,291","3,947","39,642","9,238","6,901","6,404","1,760","6,552","5,979","1,584","17,551","16,166","3,707","12,728","11,093","2,187",22.5%,14.0%,9.0%,4.6%,"37,743","31,745","32,203","37,161","46,782","60,274",1745
New York,Jefferson,"13,748",953,"6,641","5,216",938,"70,896","1,939","4,473","24,464","15,309","8,779","9,455","6,477","64,484","15,932","18,811","17,749","4,506","12,840","11,924","3,400","24,076","21,787","4,714","15,169","13,024","3,312",30.9%,16.6%,9.6%,3.0%,"37,370","23,862","30,331","36,324","47,697","61,867",1782
New York,Kings,"207,966","26,749","56,216","83,813","41,188","1,780,524","151,188","148,017","449,299","230,870","109,644","414,484","277,022","1,481,319","691,506","472,893","431,900","251,982","358,560","313,660","166,135","588,312","476,341","181,627","360,759","259,418","91,762",31.3%,21.3%,14.9%,7.3%,"45,558","22,608","31,262","40,242","62,465","78,372",1788
New York,Lewis,"2,022",281,779,759,203,"18,375",493,"1,105","8,174","2,823","2,410","1,925","1,445","16,777","3,370","3,010","2,735",839,"2,873","2,725",561,"7,533","7,055","1,087","4,959","4,262",883,16.7%,12.1%,7.9%,2.6%,"36,881","26,214","31,131","40,818","49,688","59,648",1790
New York,Livingston,"9,456",450,"2,557","5,748",701,"42,562",971,"2,540","13,769","8,137","5,427","6,297","5,421","39,051","11,718","6,812","6,219","2,067","6,643","6,108","1,880","17,820","16,730","4,933","11,287","9,994","2,838",22.8%,7.4%,9.2%,3.0%,"41,698","28,378","35,157","40,141","50,266","61,627",1791
New York,Madison,"9,332",447,"3,047","5,188",650,"48,061","1,046","2,499","16,676","7,963","7,076","7,122","5,679","44,516","12,801","7,377","6,921","1,902","7,370","6,908","2,520","20,288","18,761","5,172","13,026","11,926","3,207",21.1%,10.6%,6.0%,3.3%,"39,922","35,169","33,150","39,175","49,134","68,582",1796
New York,Monroe,"73,604","6,796","20,235","34,818","11,755","514,795","15,583","31,535","118,724","87,113","59,950","110,833","91,057","467,677","201,890","105,087","97,039","46,050","84,636","77,872","38,410","196,349","179,991","73,982","128,723","112,775","43,448",31.9%,14.4%,10.4%,4.3%,"42,975","23,033","31,030","37,101","54,234","66,863",1804
New York,Montgomery,"3,792",903,"1,207","1,293",389,"34,193","1,523","2,639","11,998","7,226","4,428","3,639","2,740","30,031","6,379","6,170","5,170","1,550","5,696","5,088","1,294","13,140","11,853","2,467","9,187","7,920","1,068",30.9%,15.7%,11.6%,5.1%,"36,857","21,990","32,256","36,955","50,801","63,366",1807
New York,Nassau,"118,047","8,465","28,704","52,407","28,471","945,100","43,527","36,328","208,048","139,665","75,783","242,062","199,687","865,245","441,749","157,839","147,287","84,896","162,660","149,761","91,695","383,038","355,315","177,729","241,563","212,882","87,429",15.4%,6.7%,4.3%,2.4%,"61,613","29,084","40,408","51,608","76,513","94,141",1839
New York,New York,"145,611","11,172","27,293","57,718","49,428","1,250,303","82,228","69,786","152,846","121,216","46,744","396,161","381,322","1,098,289","777,483","362,435","345,485","277,944","233,553","214,738","159,305","383,565","329,427","211,850","270,750","208,639","128,384",37.4%,24.6%,17.9%,5.9%,"70,675","21,808","31,091","39,446","82,717","104,488",1847
New York,Niagara,"17,092","1,662","5,901","6,984","2,545","150,950","3,401","9,356","48,828","29,091","21,622","22,251","16,401","138,193","38,652","26,498","24,542","7,925","23,266","21,957","7,792","60,992","56,362","14,622","40,194","35,332","8,313",23.4%,13.1%,11.1%,4.1%,"41,628","28,716","32,426","39,666","53,877","64,794",1850
New York,Oneida,"21,671","2,500","6,206","10,320","2,645","158,727","6,702","10,696","48,928","30,029","20,083","24,039","18,250","141,329","42,289","28,565","25,839","8,936","25,490","22,870","8,284","61,723","54,811","14,976","42,949","37,809","10,093",31.6%,13.6%,9.6%,3.8%,"40,491","21,971","31,274","37,973","52,275","62,716",1852
New York,Onondaga,"46,936","3,782","11,028","24,649","7,477","316,302","8,880","18,846","80,358","55,142","38,766","63,623","50,687","288,576","114,310","61,748","56,639","25,464","52,150","47,630","21,908","123,559","113,982","42,821","78,845","70,325","24,117",31.7%,14.0%,9.5%,4.3%,"44,485","25,256","34,297","39,446","56,559","67,729",1853
New York,Ontario,"9,904",720,"3,562","4,341","1,281","77,782","1,807","3,492","20,342","13,514","10,772","15,260","12,595","72,483","27,855","12,163","11,367","4,428","12,022","11,278","5,627","31,641","29,774","11,108","21,956","20,064","6,692",22.3%,13.1%,6.6%,2.6%,"42,314","24,717","32,109","37,964","53,482","68,326",1856
New York,Orange,"39,950","4,973","12,701","17,174","5,102","244,598","9,124","15,682","69,904","48,452","26,139","43,331","31,966","219,792","75,297","44,897","40,624","13,269","45,217","40,699","15,876","101,057","93,218","32,568","53,427","45,251","13,584",24.4%,11.4%,7.7%,3.5%,"49,861","26,983","37,554","45,419","66,982","86,241",1859
New York,Orleans,"3,147",581,"1,204","1,264",98,"29,626","1,106","2,551","12,004","5,818","3,315","3,145","1,687","25,969","4,832","5,445","4,640",789,"4,566","3,830",981,"12,375","11,117","1,829","7,240","6,382","1,233",34.4%,11.1%,8.9%,2.2%,"36,354","25,791","31,269","37,269","60,632","55,822",1862
New York,Oswego,"12,741","1,084","3,431","7,030","1,196","80,077","2,055","6,660","30,021","14,818","10,441","8,996","7,086","71,362","16,082","14,233","12,627","2,952","12,828","11,862","3,273","33,725","30,139","6,211","19,291","16,734","3,646",32.8%,14.4%,9.0%,6.0%,"38,400","23,790","33,725","37,375","47,093","67,813",1864
New York,Otsego,"10,051",967,"3,522","4,918",644,"40,044",791,"2,154","12,289","6,633","4,814","7,231","6,132","37,099","13,363","5,973","5,700","2,068","5,714","5,384","2,192","15,775","14,529","4,878","12,582","11,486","4,225",26.8%,12.4%,10.7%,3.9%,"37,848","21,818","31,734","34,321","42,013","58,596",1868
New York,Putnam,"8,310",968,"2,147","3,293","1,902","70,813","2,037","2,938","18,672","11,863","6,350","16,351","12,602","65,838","28,953","10,817","10,095","4,165","11,480","10,647","5,794","31,335","29,725","13,468","17,181","15,371","5,526",10.4%,7.1%,5.7%,3.3%,"54,965","21,955","40,697","48,879","68,186","82,598",1870
New York,Queens,"173,423","18,528","43,365","81,743","29,787","1,640,266","162,867","122,494","440,783","237,620","127,459","340,259","208,784","1,354,905","549,043","365,460","334,395","169,986","311,013","270,465","121,015","604,259","490,497","171,180","359,534","259,548","86,862",19.0%,12.0%,9.0%,5.7%,"42,466","25,177","32,395","41,662","57,112","74,665",1872
New York,Rensselaer,"15,955","1,337","5,385","6,702","2,531","112,000","2,894","5,536","30,747","19,531","15,323","22,396","15,573","103,570","37,969","22,291","20,864","9,917","19,080","17,746","7,992","43,581","40,524","13,134","27,048","24,436","6,926",27.1%,10.0%,6.5%,3.2%,"48,271","22,917","37,156","44,468","60,842","69,238",1874
New York,Richmond,"39,466","4,325","10,703","16,348","8,090","332,149","16,521","21,816","98,711","55,603","24,252","69,718","45,528","293,812","115,246","64,340","58,642","29,157","59,323","53,503","26,414","131,173","117,874","41,663","77,313","63,793","18,012",27.3%,10.6%,8.0%,4.0%,"53,575","25,980","41,870","47,765","65,761","80,704",1876
New York,Rockland,"29,701","4,344","8,417","12,021","4,919","203,609","10,789","12,615","44,649","34,579","15,727","46,584","38,666","180,205","85,250","37,587","32,957","14,186","35,975","30,302","15,139","78,862","72,065","34,979","51,185","44,881","20,946",21.3%,15.1%,8.3%,3.9%,"51,789","25,099","35,030","44,263","69,032","90,193",1879
New York,St. Lawrence,"14,906","1,250","3,909","9,185",562,"71,681","2,963","5,216","25,840","12,224","8,548","8,345","8,545","63,502","16,890","12,765","10,963","3,557","11,697","10,455","3,513","28,383","25,814","6,387","18,836","16,270","3,433",38.5%,15.2%,9.1%,5.3%,"40,294","19,147","30,800","40,201","49,936","62,955",1883
New York,Saratoga,"18,725","1,753","4,573","8,422","3,977","164,817","3,163","7,163","40,019","26,130","19,102","38,268","30,972","154,491","69,240","27,609","26,362","12,673","28,441","27,228","15,115","67,221","63,129","27,514","41,546","37,772","13,938",18.7%,8.7%,4.5%,2.2%,"53,076","29,778","37,485","46,314","67,663","81,485",1885
New York,Schenectady,"14,023","1,699","4,532","6,060","1,732","107,534","3,317","6,438","30,589","18,570","14,119","19,377","15,124","97,779","34,501","20,393","19,286","7,184","19,013","17,136","7,160","41,442","37,454","12,341","26,686","23,903","7,816",27.9%,11.4%,9.1%,3.3%,"43,409","24,942","31,784","40,747","57,873","74,503",1887
New York,Schoharie,"3,288",318,900,"1,749",321,"22,383",578,"1,509","8,110","4,211","2,696","2,998","2,281","20,296","5,279","3,259","2,986",942,"3,232","3,067",866,"9,093","8,255","1,915","6,799","5,988","1,556",24.5%,11.1%,9.6%,3.4%,"40,679","21,206","34,624","41,901","43,107","64,420",1888
New York,Schuyler,"1,220",113,596,445,66,"13,219",331,851,"4,579","2,899","1,497","1,684","1,378","12,037","3,062","2,019","1,794",371,"1,903","1,735",526,"5,508","5,160","1,306","3,789","3,348",859,28.3%,17.0%,10.5%,3.8%,"37,207","23,085","33,316","34,503","43,977","68,750",1889
New York,Seneca,"2,756",687,720,"1,011",338,"24,681","1,237","2,486","8,473","4,013","3,205","2,960","2,307","20,958","5,267","4,752","3,690","1,088","3,863","3,187",957,"9,492","8,380","1,664","6,574","5,701","1,558",20.8%,15.5%,6.4%,4.5%,"37,116","30,282","32,144","35,257","42,363","53,931",1890
New York,Steuben,"7,205","1,248","2,886","2,254",817,"67,942","1,989","3,990","24,086","11,288","9,856","8,500","8,233","61,963","16,733","11,171","10,285","3,191","11,139","10,426","3,372","27,036","24,737","6,451","18,596","16,515","3,719",24.7%,12.8%,9.0%,4.0%,"37,700","24,036","30,666","35,767","44,213","70,772",1891
New York,Suffolk,"133,732","11,739","37,410","59,923","24,660","1,033,886","49,400","50,332","272,457","175,703","100,078","210,675","175,241","934,154","385,916","175,649","161,508","75,763","174,063","153,805","72,845","433,490","397,173","159,502","250,684","221,668","77,806",15.1%,8.1%,4.6%,2.9%,"54,729","32,970","42,250","50,977","67,223","91,184",1924
New York,Sullivan,"6,002",938,"1,901","2,670",493,"53,315","2,708","4,244","17,230","9,412","5,563","7,808","6,350","46,363","14,158","9,083","8,278","2,741","8,349","7,085","1,951","21,628","18,679","5,642","14,255","12,321","3,824",26.3%,15.2%,7.3%,4.4%,"40,764","27,708","32,040","40,889","47,318","67,981",1928
New York,Tioga,"3,614",534,"1,211","1,406",463,"34,722",653,"2,196","12,466","5,921","4,427","5,476","3,583","31,873","9,059","5,149","4,825","1,557","5,443","5,168","1,816","14,361","13,188","3,459","9,769","8,692","2,227",27.6%,9.8%,6.9%,2.5%,"39,942","23,320","33,613","36,279","64,358","64,950",1930
New York,Tompkins,"27,167",424,"3,495","17,940","5,308","60,001","1,077","2,231","11,102","8,037","5,706","14,069","17,779","56,693","31,848","12,840","12,304","7,939","10,675","10,163","6,431","21,846","20,596","10,594","14,640","13,630","6,884",24.3%,12.8%,11.1%,5.3%,"41,878","22,019","31,419","35,695","44,178","56,211",1933
New York,Ulster,"16,331","1,427","4,398","8,522","1,984","130,502","3,700","7,829","37,604","24,154","13,948","23,177","20,090","118,973","43,267","22,181","20,364","6,763","20,689","18,983","7,283","52,347","47,948","17,273","35,285","31,678","11,948",25.3%,15.5%,11.7%,5.4%,"42,281","25,064","33,849","39,288","52,349","72,807",1935
New York,Warren,"4,506",612,"1,107","2,125",662,"48,041","1,057","2,740","14,178","9,071","5,499","8,262","7,234","44,244","15,496","7,759","7,123","2,375","6,872","6,466","2,538","19,091","17,660","5,755","14,319","12,995","4,828",20.5%,10.9%,7.5%,2.3%,"42,794","26,576","34,332","40,690","48,969","68,065",1938
New York,Washington,"4,981",997,"1,959","1,392",633,"44,788","2,013","3,342","17,699","7,844","4,859","5,182","3,849","39,433","9,031","7,380","6,711","1,540","7,232","6,707","1,485","18,271","15,778","3,721","11,905","10,237","2,285",22.2%,11.8%,7.6%,3.4%,"38,292","28,598","34,023","37,927","48,837","59,175",1942
New York,Wayne,"6,854",810,"2,981","2,551",512,"63,950","2,318","4,164","20,971","12,490","8,841","8,810","6,356","57,468","15,166","10,100","9,308","2,544","9,979","8,989","2,616","26,914","24,510","6,000","16,957","14,661","4,006",22.3%,10.4%,9.0%,3.4%,"39,732","31,017","32,470","39,358","52,983","62,083",1952
New York,Westchester,"85,113","9,459","21,955","34,981","18,718","670,717","38,766","37,610","127,493","89,471","43,847","164,540","168,990","594,341","333,530","111,185","101,121","56,505","123,274","108,945","67,675","270,400","243,784","140,438","165,858","140,491","68,912",19.7%,11.7%,7.8%,3.3%,"58,371","26,271","34,932","44,265","75,733","101,710",1960
New York,Wyoming,"3,023",356,968,"1,389",310,"29,401",674,"2,129","11,795","5,390","4,121","3,269","2,023","26,598","5,292","5,640","5,073","1,259","4,757","4,314",936,"11,765","10,801","1,963","7,239","6,410","1,134",13.7%,10.4%,6.6%,2.3%,"37,739","22,381","33,477","39,061","44,523","63,424",1962
New York,Yates,"2,721",773,692,"1,030",226,"16,635","1,491",755,"5,786","2,755","1,776","2,356","1,716","14,389","4,072","2,736","2,032",635,"2,334","1,888",479,"6,406","5,823","1,496","5,159","4,646","1,462",20.2%,12.7%,6.5%,5.5%,"34,964","30,393","32,461","35,791","36,579","59,357",1965
North Carolina,Alamance,"17,574","2,421","4,183","9,888","1,082","111,693","5,410","8,562","31,196","25,990","12,234","19,504","8,797","97,721","28,301","20,616","18,283","5,201","19,173","16,642","5,427","44,037","38,670","11,686","27,867","24,126","5,987",28.6%,15.5%,9.5%,3.3%,"37,279","23,621","30,000","37,042","50,009","62,820",1967
