PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
PA7380317,IONA SWIM CLUB,Region 3,Pennsylvania,Transient non-community system,100,,Lebanon,3,43,2
PA7366525,BUBBLE EXPRESS,Region 3,Pennsylvania,Non-Transient non-community system,25,,Lancaster,18,1,1
PA2080011,SEVEN HILLS MHP,Region 3,Pennsylvania,Community water system,65,,Bradford,3,62,4
PA1461167,STATE POLICE TRAINING CENTER,Region 3,Pennsylvania,Transient non-community system,50,,Montgomery,2,9,1
PA2520510,DWGNRA BUSHKILL BOAT LAUNCH,Region 3,Pennsylvania,Transient non-community system,50,,Pike,3,1,2
PA2521064,BASEBALL CONCESSION STAND,Region 3,Pennsylvania,Transient non-community system,25,,Pike,2,4,1
PA3061099,SPRING VALLEY FITNESS CENTER,Region 3,Pennsylvania,Transient non-community system,300,,Berks,3,2,1
PA4070359,SINKING VALLEY CC,Region 3,Pennsylvania,Transient non-community system,25,,Blair,3,11,2
PA4050874,SK EXPRESS,Region 3,Pennsylvania,Transient non-community system,75,,Bedford,3,2,2
PA1150495,CAMP INNABAH,Region 3,Pennsylvania,Transient non-community system,230,,Chester,10,37,2
PA3390872,TWO KINGS PIZZERIA,Region 3,Pennsylvania,Transient non-community system,100,,Lehigh,3,3,2
PA4190855,ARNOLDS GOLF COURSE,Region 3,Pennsylvania,Transient non-community system,25,,Columbia,2,5,0
PA3390426,SHIMERVILLE CENTER,Region 3,Pennsylvania,Transient non-community system,50,,Lehigh,2,2,2
PA4190892,WISE FOODS INC,Region 3,Pennsylvania,Non-Transient non-community system,600,,Columbia,3,40,1
PA3480406,BECKY DRIVE IN,Region 3,Pennsylvania,Transient non-community system,200,,Northampton,3,3,2
PA4470300,MONTOUR DELONG COMMUNITY FAIR,Region 3,Pennsylvania,Transient non-community system,200,,Montour,6,16,1
PA7360619,QUALITY CUSTOM KITCHENS,Region 3,Pennsylvania,Non-Transient non-community system,135,,Lancaster,3,34,2
PA7220430,HAMPTON INN,Region 3,Pennsylvania,Transient non-community system,240,,Dauphin,5,6,1
PA6160044,PAINT TOWNSHIP MUN WATER AUTH,Region 3,Pennsylvania,Community water system,200,,Clarion,2,3,1
PA1230820,GRADYVILLE FOODS COUNTRY DELI,Region 3,Pennsylvania,Transient non-community system,125,,Delaware,3,4,2
PA4560359,WELLERSBURG VOL FIRE CO,Region 3,Pennsylvania,Transient non-community system,40,,Somerset,3,11,2
PA4560035,GARRETT BORO WATER SYS,Region 3,Pennsylvania,Community water system,449,,Somerset,4,171,5
PA4310844,SHADE GAP FIRE CO AUX,Region 3,Pennsylvania,Transient non-community system,30,,Huntingdon,3,15,3
PA2520043,AQUA PA TANGLEWOOD MOTORLODGE,Region 3,Pennsylvania,Transient non-community system,200,,Pike,5,6,2
PA2520819,DWGNRA DINGMAN VISITOR CENTER,Region 3,Pennsylvania,Transient non-community system,50,,Pike,3,7,2
PA2409013,PAWC HUNTSVILLE,Region 3,Pennsylvania,Community water system,10800,,Luzerne,3,0,3
PA5650903,LOYALHANNA DAM,Region 3,Pennsylvania,Transient non-community system,75,,Westmoreland,3,3,2
PA5650433,PIKE RUN CC,Region 3,Pennsylvania,Transient non-community system,100,,Westmoreland,7,3,4
PA2590869,TANGLEWOOD CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,50,,Tioga,8,17,3
PA2590910,LAKEVIEW LODGE,Region 3,Pennsylvania,Transient non-community system,25,,Tioga,3,4,0
PA2400949,GEORGE ERNST MEMORIAL POOL,Region 3,Pennsylvania,Transient non-community system,150,,Luzerne,2,5,2
PA4560389,SPRINGS FELLOWSHIP CTR,Region 3,Pennsylvania,Transient non-community system,28,,Somerset,5,6,2
PA4140843,VFW POST #9575,Region 3,Pennsylvania,Transient non-community system,60,,Centre,3,13,1
PA3540822,ARBYS,Region 3,Pennsylvania,Transient non-community system,36,,Schuylkill,3,1,2
PA3390365,TROXELL BUILDING,Region 3,Pennsylvania,Non-Transient non-community system,80,,Lehigh,3,25,3
PA5040847,LAKEVIEW PERSONAL CARE,Region 3,Pennsylvania,Community water system,88,,Beaver,6,95,7
PA4600340,FOREST HILL GENERAL STORE,Region 3,Pennsylvania,Transient non-community system,25,,Union,3,18,3
PA1150783,NORTHWESTERN HUMAN SERVICES,Region 3,Pennsylvania,Transient non-community system,40,,Chester,3,2,2
PA1150629,WHITELAND POINTE,Region 3,Pennsylvania,Non-Transient non-community system,40,,Chester,3,104,2
PA1090887,GAYMAN ELEM SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,500,,Bucks,3,44,1
PA6530310,WHARTON TAVERN,Region 3,Pennsylvania,Transient non-community system,50,,Potter,2,28,0
PA2590801,BLACKWELL STORE,Region 3,Pennsylvania,Transient non-community system,25,,Tioga,7,10,1
PA2408012,HCA DERRINGER FERN GLEN,Region 3,Pennsylvania,Community water system,276,,Luzerne,4,20,5
PA5650869,SWEETIES,Region 3,Pennsylvania,Transient non-community system,120,,Westmoreland,3,6,2
PA7380029,UPPER LAWN MHP,Region 3,Pennsylvania,Community water system,345,,Lebanon,8,124,3
PA2350062,FINCH HILL WATER CO,Region 3,Pennsylvania,Community water system,150,,Lackawanna,3,210,2
PA2400871,DALLAS SHOPPING CENTER,Region 3,Pennsylvania,Non-Transient non-community system,350,,Luzerne,3,122,2
PA6610023,OIL CITY,Region 3,Pennsylvania,Community water system,12653,,Venango,23,46,5
PA6250898,PEBBLE BEACH INC,Region 3,Pennsylvania,Transient non-community system,30,,Erie,3,24,8
PA6530842,PENN YORK CAMP INC,Region 3,Pennsylvania,Transient non-community system,150,,Potter,3,8,3
PA2400116,FRITZINGERTOWN SR LIV COMM #1,Region 3,Pennsylvania,Community water system,66,,Luzerne,4,64,3
PA2400313,EVANS ROADHOUSE,Region 3,Pennsylvania,Transient non-community system,55,,Luzerne,4,14,2
PA1090050,QUAKERVIEW MOBILE HOME PARK,Region 3,Pennsylvania,Community water system,60,,Bucks,4,42,6
PA2580370,RAINBOW INN,Region 3,Pennsylvania,Transient non-community system,25,,Susquehanna,3,10,1
PA2640904,ALDENTES PIZZA,Region 3,Pennsylvania,Transient non-community system,25,,Wayne,2,1,1
PA1150326,ST MATTHEWS SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,190,,Chester,2,3,1
PA4050920,BEDFORD ELKS C C,Region 3,Pennsylvania,Transient non-community system,25,,Bedford,2,3,1
PA3540971,MOUNTAIN BEAUTY HOTEL,Region 3,Pennsylvania,Transient non-community system,70,,Schuylkill,3,0,0
PA3390378,ROLLERMOTION,Region 3,Pennsylvania,Transient non-community system,45,,Lehigh,3,21,2
PA4190906,SAW MILL ROAD OFFICE BLDG,Region 3,Pennsylvania,Non-Transient non-community system,150,,Columbia,3,0,2
PA1150438,BELLA PIZZERIA,Region 3,Pennsylvania,Transient non-community system,25,,Chester,2,13,2
PA7011000,APPLE VALLEY CREAMERY,Region 3,Pennsylvania,Transient non-community system,50,,Adams,2,5,1
PA3061065,CACOOSING MEADOWS REC AREA,Region 3,Pennsylvania,Transient non-community system,100,,Berks,3,6,1
PA3540813,BILLS PRODUCE,Region 3,Pennsylvania,Transient non-community system,25,,Schuylkill,3,0,2
PA2450612,CAMP DORA GOLDING GIRLS,Region 3,Pennsylvania,Transient non-community system,225,,Monroe,2,2,3
PA2350867,MERLI SARNOSKI PARK,Region 3,Pennsylvania,Transient non-community system,80,,Lackawanna,8,7,1
