State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,"FID"
Alabama,Lauderdale,"90,550",21.74,61.52,16.74,87.69,9.72,0.44,0.66,0.0,0.44,1.04,2.17,86.07,11.2,23.0,19.14,15.12,42.66,4.28,7.75,23.41,29.24,35.71,38.73,176
Alabama,Lawrence,"33,898",23.22,62.58,14.2,77.66,11.0,5.58,0.14,0.0,0.65,4.96,1.74,76.77,14.95,26.8,17.48,8.88,40.21,5.25,6.07,22.51,28.92,38.9,43.49,181
Alabama,Lee,"135,639",22.75,67.93,9.31,71.75,23.05,0.36,2.73,0.03,0.67,1.41,3.31,69.56,8.08,15.95,16.14,18.49,46.39,4.93,9.88,26.24,30.89,38.66,41.02,187
Alabama,Limestone,"79,243",25.04,62.34,12.61,83.69,10.94,0.53,1.17,0.0,2.15,1.51,5.67,80.19,12.08,20.86,18.62,15.38,44.35,4.36,4.85,18.54,22.25,30.09,33.04,197
Alabama,Lowndes,"11,217",24.57,60.9,14.53,25.55,73.87,0.21,0.0,0.0,0.18,0.2,0.64,25.22,15.39,25.5,15.28,9.38,33.58,7.18,10.02,30.75,40.28,50.02,52.71,205
Alabama,Macon,"18,953",22.24,62.8,14.96,16.17,82.88,0.22,0.0,0.0,0.05,0.68,0.58,15.72,13.34,19.37,20.56,13.06,38.93,6.93,11.83,34.89,43.03,52.64,55.26,210
Alabama,Madison,"327,119",23.88,63.79,12.33,70.08,23.3,0.69,2.45,0.09,0.78,2.62,4.42,66.92,6.93,14.63,20.03,25.49,48.56,4.72,5.6,16.27,20.56,26.16,28.3,217
Alabama,Marengo,"20,600",24.1,59.18,16.72,46.07,52.52,0.06,0.18,0.0,0.62,0.53,1.77,45.34,11.22,25.56,18.66,11.96,37.02,4.37,9.05,30.57,37.15,44.67,47.7,220
Alabama,Marion,"29,690",22.08,59.45,18.47,95.61,2.59,0.15,0.41,0.0,0.12,1.12,2.13,93.86,19.27,24.81,19.98,6.27,39.46,4.83,7.47,28.36,35.98,44.34,48.48,224
Alabama,Marshall,"91,975",25.27,60.12,14.62,93.75,1.49,0.76,0.54,0.07,1.97,1.43,12.13,83.97,16.55,21.08,18.19,10.27,41.63,4.18,8.28,26.58,33.72,42.11,45.01,231
Alabama,Mobile,"403,138",25.23,61.78,12.99,60.9,34.65,0.84,1.9,0.01,0.46,1.24,2.35,59.14,10.38,21.9,19.59,13.42,42.55,5.3,8.83,25.53,31.27,38.4,40.89,240
Alabama,Monroe,"22,777",25.29,59.45,15.27,55.47,41.41,1.26,0.36,0.0,0.41,1.08,0.98,54.9,15.66,27.53,16.78,6.63,35.36,6.16,12.3,33.37,38.89,48.53,52.02,250
Alabama,Montgomery,"220,734",25.18,62.71,12.11,40.79,54.57,0.38,2.11,0.03,0.79,1.34,3.37,38.59,9.13,16.95,18.12,20.4,45.0,4.28,8.37,25.95,31.22,37.82,40.21,256
Alabama,Morgan,"117,763",24.16,61.86,13.97,82.84,11.56,1.0,0.64,0.09,1.96,1.9,7.54,77.95,11.95,21.49,20.79,13.39,44.93,5.57,5.8,20.77,26.74,34.61,37.29,262
Alabama,Perry,"9,829",25.96,57.38,16.65,28.41,70.99,0.0,0.27,0.0,0.0,0.33,0.0,28.41,18.3,26.68,14.19,7.27,28.46,6.79,12.24,36.61,46.71,58.98,61.09,264
Alabama,Pickens,"19,333",23.6,59.68,16.72,57.52,41.3,0.08,0.02,0.0,0.06,1.02,1.65,56.0,15.02,28.77,17.34,6.78,35.76,6.07,11.78,34.9,39.97,47.38,50.56,273
Alabama,Pike,"30,879",21.33,65.2,13.47,59.12,36.39,0.84,1.7,0.0,0.15,1.8,2.3,57.58,11.04,22.18,14.26,13.66,44.93,4.64,13.93,34.2,40.05,47.09,49.89,279
Alabama,Randolph,"22,267",23.28,59.45,17.27,77.65,20.5,0.41,0.07,0.0,0.18,1.19,2.75,75.65,18.94,24.2,16.93,8.13,38.21,5.06,9.03,28.06,34.49,41.59,43.23,284
Alabama,Russell,"53,269",25.7,61.9,12.4,54.19,42.38,0.08,0.45,0.1,0.69,2.12,3.92,51.56,13.76,20.86,20.51,9.62,40.6,5.36,8.19,29.92,35.59,44.97,49.01,288
Alabama,St. Clair,"81,150",23.96,62.7,13.34,90.01,7.68,0.5,0.64,0.02,0.29,0.85,2.1,88.31,12.48,23.54,21.66,10.35,43.83,5.23,6.37,20.96,26.44,32.57,35.74,292
Alabama,Shelby,"192,815",25.59,63.66,10.75,83.38,10.53,0.32,2.08,0.01,2.64,1.03,5.76,80.34,5.58,14.33,19.86,27.39,50.55,3.37,3.45,10.58,14.35,19.41,21.84,298
Alabama,Sumter,"13,270",23.13,62.15,14.72,23.43,75.15,0.09,0.71,0.0,0.28,0.35,0.6,23.13,14.97,24.63,13.28,9.65,35.53,8.31,18.25,43.81,50.5,59.43,61.84,303
Alabama,Talladega,"78,773",23.54,62.05,14.41,66.46,32.06,0.27,0.13,0.0,0.12,0.97,1.71,65.36,14.62,25.32,19.46,8.61,39.8,6.68,9.26,29.17,35.25,41.99,44.69,306
Alabama,Tallapoosa,"40,895",22.5,60.66,16.84,71.04,27.06,0.13,0.04,0.0,0.6,1.13,2.44,69.64,15.08,24.67,19.04,10.86,40.34,5.27,7.64,25.18,32.35,41.57,44.64,308
Alabama,Tuscaloosa,"184,698",22.07,66.77,11.16,67.1,30.23,0.25,1.25,0.0,0.37,0.79,3.02,64.52,8.52,19.39,16.87,16.36,45.86,3.84,9.31,24.65,29.06,34.94,37.43,313
Alabama,Walker,"65,903",22.56,61.4,16.04,91.72,5.28,0.23,0.24,0.0,0.58,1.95,1.98,90.55,16.3,24.82,20.99,7.22,37.07,5.88,7.33,25.53,31.15,40.51,43.29,317
Alabama,Washington,"17,143",24.92,60.33,14.75,65.65,24.17,7.91,0.62,0.23,0.34,1.08,0.94,65.5,13.04,32.39,14.87,6.43,35.35,7.75,5.1,22.86,29.38,37.39,39.67,319
Alabama,Wilcox,"11,403",27.36,57.8,14.84,26.4,73.44,0.0,0.0,0.0,0.04,0.13,0.11,26.4,17.95,24.98,14.11,7.24,23.01,7.48,25.09,47.89,54.05,61.24,64.38,326
Alabama,Winston,"23,890",21.44,61.01,17.55,97.01,0.27,0.51,0.15,0.0,0.29,1.77,2.67,95.35,20.74,21.39,20.05,8.37,38.7,4.18,7.37,32.62,37.59,47.18,49.78,332
Alaska,Aleutians East,"3,109",8.36,87.84,3.8,23.13,13.41,18.24,40.46,0.61,1.09,3.06,14.41,11.16,15.92,30.2,19.72,12.25,83.76,2.7,6.4,23.93,31.33,47.41,54.1,346
Alaska,Aleutians West,"5,227",15.69,78.46,5.85,31.83,4.94,15.99,29.86,2.18,8.34,6.85,13.6,28.89,16.15,24.47,23.34,8.82,71.48,2.75,3.77,16.82,22.58,32.06,35.37,381
Alaska,Anchorage,"285,147",25.95,66.66,7.39,66.99,5.65,6.48,8.11,2.01,1.49,9.28,7.62,62.75,4.7,14.64,23.11,20.98,51.6,4.03,3.59,11.35,14.67,19.84,22.21,400
Alaska,Bethel,"16,866",36.57,57.46,5.97,11.26,0.14,82.31,1.07,0.35,0.0,4.87,1.07,10.72,10.3,20.87,14.41,6.08,35.64,7.78,7.3,29.64,36.94,44.81,47.75,411
Alaska,Bristol Bay,925,27.24,63.24,9.51,54.59,0.22,31.14,0.32,0.54,0.0,13.19,5.08,52.54,6.7,15.57,31.57,13.08,50.81,3.78,4.65,6.27,6.81,12.76,14.59,423
Alaska,Denali,"1,760",22.78,70.74,6.48,86.88,0.8,4.26,3.41,0.0,0.0,4.66,2.05,84.83,8.86,15.06,26.76,20.11,55.85,1.7,6.42,12.22,15.97,23.92,24.43,426
Alaska,Dillingham,"4,864",33.16,59.48,7.36,18.07,0.39,69.35,0.78,0.41,1.17,9.83,2.08,17.89,9.5,16.86,18.5,10.05,37.5,6.35,5.06,24.59,31.39,40.97,44.68,445
Alaska,Fairbanks North Star,"93,932",25.86,67.46,6.68,78.39,4.35,6.36,2.49,0.42,1.06,6.93,5.96,74.27,4.11,15.63,24.3,17.87,48.94,3.43,3.79,11.59,15.21,20.88,22.86,454
Alaska,Haines,"2,468",22.41,63.49,14.1,81.93,0.32,7.37,1.05,0.0,0.0,9.32,1.3,80.63,2.43,22.65,24.68,24.47,51.86,5.15,2.15,9.76,14.91,20.46,25.2,462
Alaska,Hoonah-Angoon,"2,135",17.66,67.21,15.13,48.76,0.23,35.83,1.17,0.37,0.94,12.69,2.86,47.07,8.52,21.64,26.79,19.44,48.52,7.07,6.04,17.8,24.22,33.58,38.5,476
Alaska,Juneau,"31,083",23.47,68.28,8.26,70.14,0.6,11.06,5.59,0.78,1.03,10.8,5.24,67.61,2.76,15.05,25.58,24.55,55.2,2.98,3.09,9.45,10.82,15.21,17.54,482
Alaska,Kenai Peninsula,"54,055",23.83,64.84,11.33,85.46,0.38,7.61,1.44,0.01,0.45,4.65,3.05,83.51,4.73,21.18,25.96,16.37,46.78,4.56,4.34,13.48,18.36,24.85,27.16,494
Alaska,Ketchikan Gateway,"13,078",23.61,66.64,9.75,67.46,0.23,13.67,6.2,0.08,1.14,11.22,3.71,65.93,4.24,21.92,25.66,16.36,50.34,4.61,5.5,13.37,17.63,23.25,24.56,514
Alaska,Kodiak Island,"13,260",29.19,63.85,6.95,55.8,0.64,15.97,20.54,0.8,2.04,4.22,7.19,51.76,5.07,13.86,26.96,15.16,49.14,3.02,3.44,13.39,16.41,23.38,27.41,533
Alaska,Lake and Peninsula,"1,547",33.03,60.18,6.79,27.8,0.45,63.61,1.81,0.26,0.06,6.01,1.03,26.89,8.27,15.51,21.65,9.18,44.6,4.33,9.11,26.18,33.35,38.46,40.4,544
Alaska,Matanuska-Susitna,"87,828",28.56,63.36,8.07,85.73,1.0,4.43,1.27,0.22,0.46,6.89,3.83,83.14,4.79,19.55,25.16,13.52,43.95,5.17,4.61,13.53,16.39,21.99,24.85,556
Alaska,Nome,"9,318",34.4,59.14,6.46,16.38,1.2,72.28,0.89,0.33,0.17,8.75,1.08,16.03,9.0,21.36,15.02,8.59,38.0,8.24,10.1,33.27,40.74,49.09,52.76,571
Alaska,North Slope,"9,171",23.79,71.81,4.39,32.43,0.38,52.69,4.5,1.35,1.14,7.5,2.82,31.86,9.42,19.58,23.78,11.51,53.25,7.5,5.8,17.01,18.99,22.42,24.56,614
Alaska,Northwest Arctic,"7,524",35.22,58.55,6.23,11.35,0.36,80.95,0.66,0.11,0.01,6.55,0.86,11.2,10.43,21.65,13.78,5.64,33.89,12.03,5.82,26.62,34.72,43.51,47.12,638
Alaska,Petersburg,"3,770",21.06,68.89,10.05,72.02,1.33,12.31,2.23,0.0,2.33,9.79,4.14,70.58,3.4,22.36,27.82,17.77,58.06,2.71,4.19,15.7,20.82,23.82,27.32,645
Alaska,Prince of Wales-Hyder,"5,554",24.47,65.47,10.06,49.84,0.22,41.21,0.79,0.36,0.49,7.09,2.38,49.19,6.05,28.63,22.0,10.8,45.57,5.87,4.99,17.27,25.23,35.67,39.25,669
Alaska,Sitka,"8,653",23.12,66.49,10.39,66.1,0.7,17.64,5.29,0.02,1.18,9.06,4.76,64.21,5.82,17.01,22.11,23.29,53.48,3.52,2.9,11.24,14.06,18.56,21.65,679
Alaska,Skagway,"1,045",18.37,72.82,8.8,75.98,0.29,1.63,16.94,0.0,0.0,5.17,1.05,75.22,4.02,23.73,30.81,16.36,63.92,5.26,3.35,6.22,7.37,13.01,16.08,683
Alaska,Southeast Fairbanks,"6,924",26.92,63.75,9.33,81.25,1.49,10.37,0.84,0.38,0.74,4.94,3.32,78.99,5.27,19.58,24.97,14.43,43.65,4.49,5.39,15.89,21.46,28.11,32.81,690
Alaska,Valdez-Cordova,"9,444",25.01,66.76,8.23,74.04,0.25,15.0,3.39,0.33,1.33,5.65,3.74,71.42,6.75,15.99,28.92,16.13,50.08,3.99,3.24,13.28,16.17,20.99,24.54,710
Alaska,Wade Hampton,"7,514",41.42,53.39,5.19,3.06,0.11,90.63,0.11,0.31,0.0,5.79,0.45,3.03,11.03,19.91,10.83,2.75,26.76,10.01,11.13,41.39,51.28,64.43,69.5,725
Alaska,Wrangell,"2,338",18.91,61.04,20.06,73.7,0.47,14.24,1.37,0.38,0.09,9.75,0.9,73.48,6.72,24.89,26.69,16.47,47.99,3.04,3.51,12.75,19.63,22.88,32.89,733
Alaska,Yakutat,644,23.6,67.7,8.7,38.51,1.24,43.94,0.62,0.78,0.78,14.13,2.17,38.35,4.5,16.77,23.91,21.58,61.02,2.8,0.16,8.07,10.09,14.75,16.77,744
Alaska,Yukon-Koyukuk,"5,612",27.07,62.12,10.82,21.85,0.11,69.08,0.39,0.39,0.3,7.88,1.23,21.63,12.08,22.83,22.47,5.79,36.46,10.64,9.11,29.58,36.89,45.49,49.41,753
Arizona,Apache,"70,257",31.79,56.34,11.87,23.44,0.19,73.9,0.32,0.08,0.59,1.47,5.55,19.51,14.87,18.49,18.73,6.03,26.84,6.52,16.04,42.45,50.91,58.63,61.8,761
Arizona,Cochise,"123,110",24.04,57.8,18.16,80.4,3.23,1.02,1.81,0.29,7.83,5.41,32.94,58.45,9.47,16.57,25.76,15.87,38.34,3.88,7.48,23.28,28.59,34.95,37.7,763
Arizona,Coconino,"126,590",24.49,65.97,9.54,62.02,1.09,28.28,1.47,0.11,4.24,2.79,13.4,54.66,7.86,13.63,20.91,18.79,49.47,4.0,9.97,27.4,32.23,39.24,41.4,771
Arizona,Gila,"52,496",21.48,55.24,23.29,79.04,0.34,14.84,0.25,0.03,3.19,2.31,17.64,65.92,10.46,22.87,27.1,11.27,35.0,3.54,9.99,26.06,32.9,41.46,44.15,787
Arizona,Graham,"33,268",30.98,56.38,12.65,76.26,0.62,14.34,0.47,0.28,5.43,2.6,29.06,54.62,7.88,19.06,22.88,8.29,37.28,4.79,12.79,29.85,36.79,43.38,44.48,0
Arizona,Greenlee,"8,458",28.45,59.6,11.95,86.53,0.83,2.08,0.6,0.0,7.2,2.75,47.79,47.71,8.81,22.84,23.37,7.83,39.97,4.82,9.06,25.82,32.12,40.36,44.14,1
Arizona,La Paz,"20,238",17.55,48.87,33.58,71.63,0.7,12.93,0.67,0.07,12.91,1.1,23.65,62.42,19.97,24.72,25.07,7.86,33.35,3.14,7.49,27.46,37.27,49.06,52.95,3
Arizona,Maricopa,"3,791,843",26.22,61.54,12.24,81.15,4.96,1.82,3.49,0.21,5.7,2.68,29.56,58.75,8.79,14.78,21.51,19.01,45.76,4.49,7.55,20.59,25.46,32.02,34.69,9
Arizona,Mohave,"194,383",20.79,55.29,23.92,90.31,0.69,1.4,1.06,0.15,2.41,3.99,13.96,80.67,11.35,24.35,27.73,9.07,35.86,5.93,8.25,25.23,32.39,40.27,43.37,15
Arizona,Navajo,"104,688",29.89,56.52,13.59,48.93,0.67,43.06,0.48,0.1,3.29,3.47,9.9,44.02,11.84,16.9,23.01,9.0,32.62,6.7,13.39,35.72,43.11,49.98,53.08,17
Arizona,Pima,"955,948",23.03,61.19,15.78,79.45,3.5,3.15,2.69,0.12,8.19,2.9,34.7,55.27,8.5,15.2,23.28,19.9,43.62,4.86,8.33,23.98,29.44,36.39,39.11,21
Arizona,Pinal,"342,233",27.53,57.18,15.3,78.26,4.11,5.41,1.6,0.25,7.56,2.8,27.38,60.39,9.05,18.85,24.45,12.85,38.38,4.97,7.29,20.26,26.08,33.59,37.71,26
Arizona,Santa Cruz,"46,724",30.37,56.1,13.52,73.25,0.51,0.22,0.58,0.07,23.14,2.23,82.72,15.9,16.86,17.63,14.55,11.77,36.39,5.93,9.03,32.05,41.15,48.8,52.03,32
Arizona,Yavapai,"208,316",18.87,56.88,24.25,91.87,0.48,1.89,0.74,0.04,2.5,2.48,13.59,82.14,7.15,19.36,29.58,18.23,40.22,4.54,7.04,20.09,25.75,34.01,37.05,35
Arizona,Yuma,"188,472",28.65,54.95,16.4,76.84,1.7,1.21,1.09,0.16,16.61,2.39,60.55,35.02,17.62,14.97,19.96,8.87,35.86,5.38,7.92,29.64,37.45,46.83,50.21,42
Arkansas,Arkansas,"18,604",23.0,60.85,16.16,72.76,24.17,0.15,0.66,0.06,1.13,1.06,2.69,71.38,11.7,29.73,18.66,9.18,47.57,3.73,5.3,23.92,30.41,38.24,42.23,46
Arkansas,Ashley,"21,549",24.55,59.51,15.94,69.34,25.83,0.23,0.13,0.0,3.06,1.42,4.91,67.94,11.37,29.45,17.78,8.91,40.94,4.44,6.02,26.74,33.36,42.43,45.84,50
Arkansas,Baxter,"40,588",17.62,54.68,27.7,97.29,0.07,0.57,0.5,0.02,0.29,1.26,1.72,95.89,9.75,28.21,26.44,11.85,36.66,3.9,4.59,24.07,31.24,39.69,43.53,54
Arkansas,Benton,"218,820",27.81,60.13,12.07,86.33,1.04,1.5,2.89,0.27,5.14,2.82,15.62,76.41,9.1,19.9,17.09,18.17,46.47,2.57,4.74,17.36,22.46,29.64,32.64,59
Arkansas,Boone,"36,468",22.99,59.32,17.69,96.65,0.21,0.66,0.53,0.0,0.22,1.73,1.87,95.19,9.83,26.89,21.79,10.66,42.41,3.82,5.48,21.4,27.35,36.74,40.79,62
Arkansas,Bradley,"11,343",23.81,59.61,16.58,60.7,27.8,1.04,0.0,0.0,9.69,0.78,13.39,57.7,17.04,27.22,15.34,7.61,40.83,3.29,11.95,33.89,43.37,51.37,52.43,68
Arkansas,Calhoun,"5,277",20.77,61.44,17.79,74.28,23.93,0.0,0.0,0.0,0.04,1.74,0.85,73.53,15.01,33.58,17.78,4.93,43.0,3.73,3.18,24.77,35.34,44.44,52.17,72
Arkansas,Carroll,"26,883",22.01,59.22,18.77,91.84,0.07,0.84,0.38,0.0,4.49,2.38,13.03,83.67,13.08,26.48,19.41,11.74,44.38,3.99,6.23,25.83,32.36,43.59,47.06,74
Arkansas,Chicot,"10,951",24.64,56.73,18.63,39.91,55.82,0.05,0.22,0.0,3.22,0.78,4.78,38.69,18.44,27.15,12.04,10.16,35.28,4.71,8.86,41.6,49.92,57.54,60.23,77
Arkansas,Clark,"20,196",22.22,62.12,15.66,72.58,25.18,0.24,0.32,0.0,0.27,1.4,4.42,68.82,8.95,23.74,17.21,14.07,44.5,6.07,9.78,28.77,34.51,42.83,46.59,86
Arkansas,Clay,"15,866",22.14,57.97,19.9,97.88,0.11,0.33,0.04,0.0,0.42,1.23,1.36,96.89,16.33,30.56,16.33,7.0,39.95,6.09,6.29,24.75,33.46,43.58,47.67,93
Arkansas,Cleburne,"25,393",19.95,56.8,23.25,97.85,0.01,0.32,0.07,0.05,0.06,1.63,2.11,95.98,11.61,28.01,21.06,12.65,38.39,4.46,4.92,21.97,28.28,37.9,41.87,97
Arkansas,Cleveland,"8,618",25.03,59.38,15.6,86.11,11.88,0.0,0.0,0.0,0.46,1.54,1.65,85.15,9.98,30.42,17.24,9.72,37.62,5.04,8.01,22.79,27.62,34.38,38.23,103
Arkansas,Columbia,"23,151",23.23,60.65,16.12,60.46,36.85,0.18,0.62,0.0,0.13,1.75,2.27,59.52,9.83,23.94,18.85,12.6,39.64,5.59,10.54,31.64,37.25,44.93,47.72,107
Arkansas,Conway,"20,932",23.81,59.4,16.8,85.57,11.7,0.73,0.17,0.0,0.31,1.51,3.44,82.49,11.3,29.15,17.32,9.75,40.25,4.08,9.58,29.17,35.77,44.32,46.76,109
Arkansas,Craighead,"92,886",25.2,62.93,11.87,83.99,12.71,0.34,1.28,0.03,0.23,1.41,4.38,80.22,9.5,21.96,17.3,15.37,46.6,4.39,8.35,26.12,30.74,39.24,42.23,114
Arkansas,Crawford,"61,112",26.14,60.57,13.29,91.28,1.29,1.32,1.5,0.0,1.33,3.28,6.13,86.79,12.15,23.77,20.55,8.77,42.74,3.51,7.27,24.8,32.15,40.83,45.21,115
Arkansas,Crittenden,"49,949",29.07,60.39,10.54,46.12,50.98,0.07,0.17,0.12,1.15,1.38,2.1,45.47,12.89,21.41,18.25,9.09,41.62,6.11,10.04,30.3,37.04,45.97,49.01,119
Arkansas,Cross,"17,648",25.26,59.55,15.19,74.74,22.91,0.27,0.62,0.0,0.1,1.36,0.62,74.29,13.17,31.45,14.44,8.11,42.77,4.0,4.9,22.47,30.79,40.26,43.12,124
Arkansas,Dallas,"7,696",24.58,57.3,18.11,53.59,44.89,0.0,0.53,0.0,0.99,0.0,2.49,52.08,12.27,35.19,13.54,7.06,36.02,4.12,7.95,27.08,37.44,44.87,48.57,128
Arkansas,Desha,"12,807",26.1,58.84,15.06,47.62,48.33,0.29,0.0,0.0,2.82,0.94,4.54,46.55,15.97,26.38,15.56,8.59,40.47,6.43,11.63,34.84,41.57,48.22,50.04,130
Arkansas,Drew,"17,594",23.6,61.6,14.79,69.68,28.29,0.0,0.64,0.0,0.34,1.06,2.38,67.75,11.26,23.44,17.04,13.93,43.61,5.5,15.49,32.09,40.31,46.19,47.94,136
Arkansas,Faulkner,"108,448",24.77,65.06,10.17,85.96,9.92,0.46,1.27,0.02,0.6,1.78,3.78,83.14,6.72,19.78,19.18,16.39,49.2,3.93,6.11,19.33,24.89,31.81,34.35,141
Arkansas,Franklin,"17,774",24.21,59.53,16.27,95.45,0.8,0.71,0.31,0.0,0.16,2.57,2.26,93.71,11.1,26.7,21.18,8.51,40.92,4.82,7.74,26.29,33.49,42.97,45.06,144
Arkansas,Fulton,"12,023",20.59,56.76,22.65,97.35,0.0,0.34,0.87,0.0,0.0,1.44,0.91,96.57,11.81,32.24,21.08,7.66,37.82,4.81,6.53,25.54,33.74,45.66,48.32,146
Arkansas,Garland,"94,232",20.87,58.57,20.56,85.59,8.08,0.63,0.86,0.01,3.21,1.62,4.85,84.02,9.71,23.2,23.91,14.79,41.6,4.38,8.09,26.21,31.89,39.55,43.28,151
Arkansas,Grant,"17,653",24.04,61.75,14.22,95.71,1.89,0.24,0.52,0.0,0.58,1.06,2.24,94.05,10.56,27.49,18.08,11.62,45.41,3.73,2.81,13.0,19.61,28.35,30.29,155
Arkansas,Greene,"41,507",25.1,61.09,13.8,97.28,0.52,0.41,0.08,0.0,0.45,1.26,2.22,95.53,11.45,28.66,17.53,8.37,41.79,4.06,6.03,25.73,31.38,40.08,42.62,162
Arkansas,Hempstead,"22,224",26.38,59.11,14.51,64.81,30.22,0.18,0.02,0.0,2.88,1.88,11.99,56.43,13.19,23.02,18.7,9.71,43.77,4.21,9.76,31.63,38.76,48.16,50.63,172
Arkansas,Hot Spring,"31,364",23.98,60.08,15.94,87.73,9.88,0.38,0.08,0.0,0.14,1.79,2.66,85.22,10.99,26.96,20.59,9.0,42.56,4.58,4.6,20.23,26.87,39.37,41.92,184
Arkansas,Howard,"13,585",26.56,59.07,14.38,69.52,21.38,1.12,0.31,0.0,7.28,0.39,9.83,66.99,15.38,25.96,16.27,7.48,45.09,3.86,10.33,30.34,39.61,47.55,50.7,191
Arkansas,Independence,"35,436",23.94,60.68,15.39,95.19,2.51,0.67,0.1,0.05,0.47,1.02,5.55,90.35,12.38,26.92,19.91,9.12,43.33,3.83,9.74,29.66,36.23,43.41,46.38,200
Arkansas,Izard,"12,858",19.8,56.18,24.02,97.1,0.21,0.02,0.16,0.38,0.0,2.13,1.24,96.15,13.64,29.44,22.01,8.68,36.58,4.6,6.37,25.5,33.71,44.71,49.36,203
Arkansas,Jackson,"15,234",23.83,58.63,17.54,82.81,13.91,0.51,0.22,0.0,0.35,2.21,1.69,81.48,15.37,31.04,14.3,7.46,38.98,5.0,9.01,30.67,37.76,47.62,50.26,209
Arkansas,Jefferson,"71,394",25.29,60.96,13.75,42.27,54.76,0.1,0.89,0.11,0.6,1.27,1.5,41.81,10.48,24.04,18.82,12.31,41.43,6.22,9.74,30.27,35.87,44.01,47.6,213
Arkansas,Johnson,"24,755",24.77,60.21,15.02,95.3,1.25,0.7,0.17,0.32,0.59,1.67,12.29,84.16,14.68,26.67,14.24,10.4,41.07,3.22,6.8,26.93,36.97,46.84,49.6,218
Arkansas,Lafayette,"7,463",22.54,58.37,19.09,61.4,37.41,0.15,0.0,0.08,0.0,0.96,1.73,59.88,15.76,29.77,14.1,8.28,35.0,5.98,6.27,33.43,40.32,49.54,53.2,222
Arkansas,Lawrence,"16,569",22.99,59.41,17.61,97.88,0.28,0.19,0.0,0.0,0.05,1.6,0.83,97.1,15.34,30.27,16.86,6.41,37.62,3.83,9.0,34.08,40.26,48.2,51.92,230
Arkansas,Lee,"8,976",23.84,58.93,17.22,41.09,57.42,0.38,0.0,0.0,1.05,0.07,1.63,40.57,17.86,25.39,16.14,4.89,33.38,7.38,12.17,38.39,46.48,58.8,60.74,237
Arkansas,Lincoln,"10,954",24.83,61.03,14.14,74.85,21.19,0.06,0.0,0.0,1.91,1.99,2.82,74.0,14.31,26.4,16.61,7.81,40.12,5.33,14.77,35.16,40.46,49.52,51.93,244
Arkansas,Little River,"12,856",23.56,60.66,15.77,74.21,22.03,0.54,0.0,0.0,0.82,2.39,0.95,74.12,10.81,27.15,24.55,7.41,44.03,3.35,5.08,20.18,27.56,38.61,42.48,251
Arkansas,Logan,"21,798",24.09,58.26,17.65,93.95,1.2,1.07,1.82,0.0,0.49,1.47,2.25,92.31,13.43,29.27,17.65,8.14,40.36,3.72,4.82,22.64,30.22,41.48,45.35,258
Arkansas,Lonoke,"67,549",27.43,61.69,10.88,89.8,6.16,0.71,0.67,0.0,0.99,1.67,3.28,87.87,8.65,22.42,21.65,11.62,45.41,3.83,4.53,18.59,23.24,29.22,32.22,268
Arkansas,Madison,"15,475",23.82,61.1,15.08,95.48,0.17,0.52,0.52,0.0,1.02,2.28,4.9,91.85,17.27,28.69,15.11,7.36,41.94,4.07,5.78,31.97,37.78,49.03,52.01,277
Arkansas,Marion,"16,500",17.76,58.42,23.81,96.87,0.2,0.44,0.31,0.0,0.48,1.7,1.78,95.52,12.3,30.19,23.48,10.01,37.88,4.06,6.95,25.24,32.08,43.68,49.12,282
Arkansas,Miller,"42,262",24.88,61.51,13.61,72.85,24.35,0.36,0.62,0.0,0.35,1.47,2.45,70.95,10.21,26.28,21.01,8.76,43.72,4.29,8.55,25.85,31.96,40.6,43.42,287
Arkansas,Mississippi,"45,401",28.36,59.52,12.12,63.29,34.35,0.11,0.37,0.02,0.34,1.51,3.66,60.32,14.31,23.66,16.79,7.65,39.99,5.57,13.36,32.52,38.05,46.6,49.07,294
Arkansas,Monroe,"8,014",22.74,58.62,18.64,56.43,42.24,0.35,0.02,0.0,0.65,0.31,1.66,55.62,18.13,24.64,17.37,9.03,36.42,4.74,12.67,34.38,40.94,49.34,57.55,300
Arkansas,Montgomery,"9,297",20.83,57.04,22.13,95.36,0.35,1.39,0.01,0.0,1.14,1.74,3.85,92.93,13.35,28.58,21.65,7.95,36.93,2.99,5.89,28.74,39.65,47.96,50.52,304
Arkansas,Nevada,"8,809",24.32,57.77,17.91,66.9,31.83,0.37,0.0,0.0,0.0,0.9,2.7,64.23,12.33,27.27,21.22,7.82,40.73,7.0,14.68,33.75,42.01,48.5,51.99,307
Arkansas,Newton,"8,194",20.62,58.64,20.73,95.12,0.32,0.78,0.0,0.0,0.35,3.43,0.61,94.86,13.6,29.83,19.73,9.12,40.44,2.47,7.13,36.6,41.96,50.52,53.61,311
