State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),60 years and over (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,Income below 300% poverty level,Income below 400% poverty level,Income below 500% poverty level,"FID"
Kentucky,Ohio,"23,518",23.88,58.55,25.78,17.57,96.35,1.13,0.01,0.19,0.0,1.36,0.96,3.5,94.21,12.02,27.74,19.53,9.05,43.14,2.5,7.52,23.48,29.07,40.98,46.39,64.16,79.89,88.15,1249
Kentucky,Oldham,"62,858",26.82,60.06,18.68,13.12,91.48,2.85,0.14,1.72,0.0,0.73,3.08,4.08,88.8,2.8,11.71,20.22,29.97,50.89,1.92,1.55,6.32,8.42,11.03,13.18,23.35,39.24,52.5,1252
Kentucky,Owen,"10,743",22.46,59.55,26.23,17.99,95.12,1.36,0.0,0.0,0.0,0.79,2.73,0.73,94.79,12.2,30.43,15.1,11.44,43.28,1.78,10.03,21.74,25.5,36.83,39.31,59.95,71.3,82.42,1255
Kentucky,Owsley,"4,269",18.39,61.56,30.87,20.05,93.65,4.36,0.0,0.09,0.0,0.0,1.9,0.0,93.65,21.97,28.51,11.1,10.63,28.62,3.54,10.99,33.87,39.87,53.29,57.04,71.16,80.3,86.72,1257
Kentucky,Pendleton,"14,350",22.69,61.58,22.59,15.73,95.44,0.65,0.03,0.73,0.45,0.21,2.49,1.42,94.82,11.23,28.91,19.62,9.87,46.03,1.91,8.49,19.47,23.95,30.51,31.31,53.21,70.8,82.29,1260
Kentucky,Perry,"25,397",22.38,61.46,23.18,16.16,95.42,2.02,0.04,1.04,0.08,0.12,1.27,0.89,94.8,14.09,23.39,22.83,10.34,38.14,3.92,9.31,28.35,33.71,45.27,46.41,64.44,76.49,84.73,1265
Kentucky,Pike,"57,403",20.94,60.7,25.27,18.36,97.57,0.7,0.13,0.5,0.03,0.09,0.97,0.96,97.02,15.17,28.54,17.7,10.04,33.35,2.89,10.85,32.57,37.6,45.54,48.54,67.61,79.65,87.76,1267
Kentucky,Powell,"11,960",24.83,59.88,22.22,15.28,97.46,0.01,0.23,0.4,0.0,0.07,1.84,1.95,95.58,11.96,27.99,15.65,12.1,40.38,2.55,12.0,28.41,31.17,37.54,40.13,58.58,75.03,89.19,1270
Kentucky,Pulaski,"63,452",21.75,59.45,26.45,18.8,95.91,0.86,0.47,0.81,0.0,0.43,1.52,2.49,93.85,11.57,23.66,23.6,12.09,41.52,2.67,9.8,29.44,33.5,39.24,42.66,62.98,77.22,86.67,1272
Kentucky,Robertson,"1,976",21.61,63.51,21.05,14.88,99.04,0.81,0.0,0.0,0.0,0.0,0.15,0.81,98.23,10.73,29.15,23.53,10.22,41.8,3.49,13.36,30.52,32.29,38.56,40.99,60.32,75.15,87.15,1273
Kentucky,Rockcastle,"16,342",21.73,60.55,23.85,17.72,97.93,0.02,0.33,0.15,0.0,0.11,1.46,0.96,97.01,14.01,29.98,17.59,9.3,38.26,3.73,9.22,29.92,34.85,43.19,47.12,65.51,78.54,87.74,1276
Kentucky,Rowan,"21,559",21.47,63.17,21.19,15.36,96.72,1.53,0.0,0.83,0.0,0.0,0.92,1.79,95.21,8.72,21.49,17.55,16.9,45.33,1.42,8.6,32.7,38.89,44.26,45.8,61.47,71.98,80.7,1279
Kentucky,Russell,"17,477",22.33,57.73,26.57,19.95,94.75,0.45,0.0,0.74,0.0,2.45,1.61,3.8,93.66,12.91,25.61,21.07,11.04,40.95,2.8,8.27,26.22,32.09,41.35,43.82,62.56,76.11,85.91,1282
Kentucky,Scott,"54,312",25.19,62.42,17.2,12.39,87.88,4.46,0.31,1.14,0.0,2.29,3.91,4.46,86.91,4.78,19.78,22.07,20.49,51.78,1.64,4.37,12.84,15.65,18.89,20.97,38.94,57.17,69.61,1283
Kentucky,Shelby,"46,931",23.1,61.1,21.81,15.8,84.62,6.4,0.0,1.02,0.09,3.43,4.44,9.59,79.3,8.67,19.6,20.54,19.54,51.15,2.02,4.84,13.43,18.59,26.84,29.47,43.86,58.3,71.33,1285
Kentucky,Simpson,"17,831",24.22,59.19,24.36,16.58,85.67,8.98,0.42,0.83,0.0,0.91,3.19,2.61,85.3,7.89,31.32,19.79,8.3,44.47,2.77,6.52,15.03,19.1,29.13,33.73,57.02,76.52,86.73,1287
Kentucky,Spencer,"18,746",22.72,63.93,20.48,13.35,95.88,1.5,0.11,0.6,0.0,0.33,1.59,2.49,93.72,5.04,25.69,24.09,15.06,52.68,2.63,3.91,10.83,15.79,19.96,22.71,36.38,51.58,66.54,1000
Kentucky,Taylor,"24,409",23.5,58.78,24.0,17.72,92.12,4.01,0.07,0.79,0.0,0.28,2.73,2.22,90.22,7.83,25.13,18.11,15.97,44.98,2.21,5.73,22.58,25.56,32.34,34.96,55.74,71.19,84.0,1003
Kentucky,Todd,"12,078",26.61,57.09,23.27,16.3,87.7,8.15,0.0,0.09,0.0,2.36,1.7,4.44,86.07,13.68,26.59,15.98,9.68,40.92,2.42,10.02,24.78,27.97,37.63,39.23,63.45,74.81,86.22,1006
Kentucky,Trigg,"14,492",21.94,55.35,31.9,22.7,89.75,6.89,0.0,0.46,0.0,0.08,2.82,2.3,87.92,7.85,23.39,26.15,13.64,41.01,3.53,4.49,19.07,23.82,27.75,32.79,52.9,69.6,78.51,1009
Kentucky,Trimble,"8,355",20.74,61.83,23.85,17.43,93.13,0.35,0.23,0.0,0.69,2.69,2.91,3.28,91.86,11.56,31.51,16.92,10.82,45.6,5.01,9.14,22.3,24.6,29.61,34.71,53.6,74.05,84.2,1012
Kentucky,Union,"14,232",18.18,64.71,23.33,17.1,83.04,15.09,0.0,0.45,0.0,0.38,1.05,1.09,82.57,5.0,30.61,22.48,7.3,44.21,2.35,12.42,20.9,26.58,38.0,41.6,61.17,74.15,84.12,1016
Kentucky,Warren,"123,100",23.54,63.28,18.72,13.18,80.65,8.75,0.32,4.47,0.43,1.91,3.47,5.45,77.71,7.3,17.03,18.74,20.81,51.58,2.41,7.64,22.78,27.32,34.27,36.23,53.49,67.81,78.24,1019
Kentucky,Washington,"11,703",23.78,58.25,23.17,17.97,89.0,7.6,0.0,0.8,0.0,0.18,2.42,1.52,87.77,8.19,29.67,17.51,14.31,47.98,2.32,5.47,16.59,21.75,25.66,29.33,52.56,70.45,78.37,1023
Kentucky,Wayne,"20,066",20.74,58.46,27.25,20.8,94.38,1.61,0.47,0.09,0.0,2.31,1.14,3.45,93.3,16.98,29.89,15.18,9.71,37.04,2.24,9.31,29.5,36.49,46.22,52.26,71.91,82.33,86.36,1027
Kentucky,Webster,"12,642",23.38,59.29,25.95,17.33,89.99,4.06,0.04,0.06,0.1,1.35,4.4,5.64,88.26,9.86,32.48,18.84,7.21,40.37,1.85,7.4,25.68,31.63,38.25,41.75,59.81,75.04,84.07,1029
Kentucky,Whitley,"34,236",25.88,58.21,21.26,15.91,97.76,0.26,0.34,0.44,0.0,0.28,0.93,1.17,96.85,12.24,25.13,15.26,13.38,36.7,2.65,9.27,26.33,34.84,44.16,48.29,66.92,81.52,88.75,1034
Kentucky,Wolfe,"7,016",22.95,58.47,26.05,18.59,97.66,0.0,0.58,0.14,0.0,0.0,1.61,0.0,97.66,22.72,23.1,21.18,4.72,21.07,7.18,14.81,48.97,57.14,62.96,66.63,79.62,88.01,95.58,1037
Kentucky,Woodford,"26,039",22.21,59.29,27.13,18.5,91.91,3.8,0.0,0.44,0.0,1.31,2.54,6.67,86.59,6.28,19.45,18.57,25.9,50.27,1.64,3.52,12.81,17.17,22.12,23.65,41.0,58.62,69.65,1042
Louisiana,Acadia,"61,287",25.98,59.25,21.76,14.78,79.17,15.55,0.24,0.12,0.0,0.27,4.65,2.72,77.49,12.36,28.23,15.52,10.22,39.3,4.2,12.27,30.05,34.44,40.75,44.33,58.71,73.57,83.54,1046
Louisiana,Allen,"20,887",25.15,58.47,21.62,16.38,79.29,14.42,2.59,0.54,0.0,0.74,2.43,1.68,79.03,9.75,29.08,18.47,9.3,43.15,4.13,6.18,20.16,25.56,34.99,38.63,56.85,69.57,83.44,1051
Louisiana,Ascension,"123,812",26.77,61.5,16.67,11.73,71.18,22.28,0.06,1.26,0.03,1.84,3.35,5.8,67.97,6.58,19.35,21.1,18.07,48.56,3.11,5.52,12.4,15.34,19.63,21.19,35.77,48.05,61.44,1055
Louisiana,Assumption,"22,017",21.7,60.24,24.74,18.06,67.32,30.26,0.46,0.1,0.0,0.45,1.42,3.17,65.46,16.73,28.25,15.56,8.99,44.09,2.38,7.75,24.84,32.67,38.82,40.36,56.31,68.32,82.2,1060
Louisiana,Avoyelles,"36,799",25.71,57.27,22.99,17.02,68.18,24.38,0.97,0.6,0.19,0.15,5.52,1.97,67.28,11.85,24.99,20.45,9.02,40.98,2.78,10.67,31.68,39.21,46.5,49.66,66.45,76.43,85.99,1062
Louisiana,Beauregard,"36,917",24.77,59.79,21.09,15.44,83.4,12.53,0.21,0.6,0.01,0.37,2.88,3.79,80.51,8.65,24.39,21.45,12.33,39.81,3.39,6.39,18.15,25.88,30.58,34.0,51.11,67.62,80.9,1066
Louisiana,Bienville,"13,061",23.14,57.03,26.77,19.83,55.29,42.44,0.0,0.21,0.0,1.12,0.95,1.98,53.9,11.15,30.33,19.31,8.67,34.82,1.95,15.91,38.37,45.72,51.56,55.07,67.93,77.98,87.57,1069
Louisiana,Bossier,"123,605",25.13,60.9,20.05,13.97,70.92,23.18,0.57,1.97,0.17,1.14,2.05,6.63,66.47,6.57,18.46,24.78,17.22,43.58,2.48,7.16,21.95,26.18,32.82,36.06,50.86,66.78,75.78,1076
Louisiana,Caddo,"238,498",23.93,59.49,23.51,16.59,45.45,49.17,0.32,1.34,0.05,1.03,2.64,2.86,44.3,8.73,21.0,21.2,16.84,42.34,3.13,8.84,29.32,34.44,41.75,44.69,60.84,72.09,80.16,1079
Louisiana,Calcasieu,"199,701",25.25,60.11,20.64,14.63,69.62,24.91,0.24,1.49,0.0,0.98,2.76,3.81,67.23,8.17,22.27,21.36,14.68,44.99,2.76,7.32,21.34,26.02,33.31,36.14,51.97,65.9,77.11,1081
Louisiana,Caldwell,"9,618",23.73,57.8,25.19,18.48,80.75,16.72,0.32,0.12,0.0,0.84,1.24,1.11,80.48,12.25,33.18,12.86,10.05,34.46,3.58,7.77,28.23,34.9,37.87,38.81,62.8,69.31,83.39,1084
Louisiana,Cameron,"6,933",21.68,60.16,28.73,18.16,94.81,1.44,0.59,0.42,0.0,0.0,2.74,4.63,90.18,8.24,29.24,22.62,11.99,44.4,0.87,2.65,15.64,26.81,31.78,32.09,49.89,62.57,78.05,1089
Louisiana,Catahoula,"8,290",24.79,56.51,28.29,18.7,70.14,28.13,0.05,0.21,0.0,0.74,0.74,3.43,70.1,14.92,27.32,14.6,11.79,38.26,3.21,9.07,29.86,33.14,38.06,40.43,61.66,73.78,79.72,1093
Louisiana,Claiborne,"13,593",20.36,59.13,28.75,20.51,45.78,52.04,0.07,0.15,0.0,0.21,1.75,1.04,45.29,13.04,30.37,17.49,9.82,37.39,1.57,10.38,43.77,50.42,60.37,62.66,78.56,86.79,90.92,1095
Louisiana,Concordia,"17,698",26.09,54.96,26.25,18.95,58.99,39.12,0.0,0.0,0.0,0.33,1.56,1.24,58.99,11.83,25.09,19.18,9.37,34.68,3.5,13.17,39.05,47.21,52.07,54.95,69.13,80.46,86.47,1098
Louisiana,De Soto,"27,170",24.09,58.31,24.53,17.6,61.03,36.2,0.67,0.08,0.03,0.0,1.99,2.94,59.08,11.55,29.04,17.72,9.78,40.03,4.02,10.23,26.04,32.13,39.13,44.09,61.83,74.38,83.5,1103
Louisiana,East Baton Rouge,"433,686",22.96,62.82,20.1,14.23,46.16,45.71,0.21,3.23,0.07,2.1,2.54,4.25,44.25,6.23,16.81,17.59,23.65,49.15,3.39,8.09,21.93,25.61,32.39,34.84,49.8,61.61,71.12,1108
Louisiana,East Carroll,"4,232",40.5,38.61,26.82,20.89,31.26,68.24,0.0,0.0,0.0,0.0,0.5,0.35,30.91,13.78,21.48,11.44,7.99,25.97,1.77,28.92,56.52,63.59,67.98,69.75,76.02,81.4,87.33,1111
Louisiana,East Feliciana,"15,827",21.2,58.53,28.19,20.28,59.25,38.49,0.11,0.47,0.0,0.08,1.6,1.09,59.1,10.13,29.65,19.25,11.31,41.63,3.0,8.55,18.2,20.64,28.5,31.45,48.72,62.27,75.41,1115
Louisiana,Evangeline,"31,834",25.38,59.29,21.95,15.33,68.67,27.22,0.37,0.34,0.04,0.8,2.55,1.3,68.11,14.72,27.42,15.08,8.62,37.46,5.75,10.55,37.56,44.81,50.62,55.57,71.62,82.71,88.56,1118
Louisiana,Franklin,"18,872",26.8,55.58,24.07,17.62,66.14,32.79,0.1,0.0,0.03,0.0,0.95,0.44,65.72,14.09,27.03,14.77,9.23,36.65,3.3,14.92,34.7,41.33,49.28,53.79,65.3,76.92,89.59,1123
Louisiana,Grant,"19,108",23.57,59.97,24.3,16.45,86.3,11.75,0.09,0.08,0.0,0.48,1.29,0.72,86.03,8.23,29.19,22.55,8.02,41.01,1.75,6.48,24.42,27.77,32.98,38.5,60.52,71.62,78.16,1127
Louisiana,Iberia,"69,645",25.9,59.3,21.52,14.8,59.88,31.85,0.28,2.58,0.0,1.69,3.72,4.34,58.34,11.54,27.65,16.01,10.16,42.26,4.03,10.24,28.27,32.7,39.85,44.06,61.15,72.69,81.93,1133
Louisiana,Iberville,"29,335",22.45,61.01,23.29,16.54,50.92,47.0,0.0,0.04,0.0,0.62,1.42,2.64,49.32,12.17,28.74,16.16,12.21,43.94,4.68,6.72,22.48,27.51,34.82,38.17,54.31,68.4,76.5,1134
Louisiana,Jackson,"14,584",22.55,56.37,28.59,21.08,68.4,28.0,0.08,0.71,0.0,1.84,0.97,1.65,67.88,10.77,28.71,19.56,10.42,37.78,1.73,9.39,26.6,31.34,40.43,44.61,60.99,73.09,82.14,1138
Louisiana,Jefferson,"431,099",22.04,60.98,23.99,16.98,60.38,27.03,0.37,4.24,0.01,4.51,3.46,14.68,52.03,9.5,21.25,20.16,19.53,48.37,2.75,6.65,19.74,23.91,30.38,33.48,50.08,64.02,74.76,1147
Louisiana,Jefferson Davis,"30,896",25.67,58.64,22.54,15.69,79.53,16.16,0.78,0.2,0.0,0.62,2.7,2.54,78.09,11.72,26.97,15.03,12.42,37.57,3.01,8.58,24.48,27.61,33.86,40.69,57.26,71.33,79.18,1155
Louisiana,Lafayette,"238,082",23.83,63.09,18.9,13.08,68.47,25.64,0.2,1.87,0.07,0.91,2.83,4.53,65.38,7.22,20.18,17.89,22.64,49.64,2.56,7.46,21.1,25.47,31.42,34.2,48.62,63.25,73.83,1161
Louisiana,Lafourche,"95,651",23.28,61.26,22.08,15.46,79.0,13.04,2.35,0.5,0.05,2.1,2.96,4.31,77.09,13.58,28.83,14.95,11.75,42.88,3.17,6.52,21.83,27.09,32.91,35.86,53.04,67.84,77.56,1280
Louisiana,La Salle,"13,569",25.77,57.2,25.06,17.02,88.58,7.13,1.12,1.67,0.24,0.0,1.27,1.71,87.22,10.97,29.21,14.08,11.35,42.66,1.98,5.91,22.02,27.19,31.55,37.24,56.13,67.88,77.3,1289
Louisiana,Lincoln,"43,977",20.99,64.99,18.59,14.02,54.73,40.26,0.09,1.47,0.0,2.06,1.39,2.91,53.61,6.28,15.55,14.96,20.49,45.35,2.27,16.45,35.93,40.7,46.6,49.97,64.83,75.64,84.35,1291
Louisiana,Livingston,"139,233",25.62,61.12,19.1,13.26,89.63,5.94,0.41,0.82,0.01,1.13,2.06,3.86,87.33,8.46,26.28,18.58,13.1,45.66,2.48,4.67,14.03,18.69,23.95,26.6,42.7,59.6,72.18,1295
Louisiana,Madison,"9,146",28.21,54.75,24.04,17.05,35.76,63.45,0.08,0.0,0.0,0.24,0.47,1.37,34.79,12.3,20.46,18.31,12.21,34.68,3.77,16.79,41.85,48.45,51.83,58.69,68.92,81.71,85.84,1297
Louisiana,Morehouse,"24,340",24.62,56.68,25.15,18.71,49.5,48.97,0.14,0.52,0.0,0.07,0.79,0.47,49.35,12.03,27.31,19.39,8.66,36.2,2.21,11.08,35.81,41.38,46.68,50.39,68.62,80.31,89.91,1299
Louisiana,Natchitoches,"37,545",23.63,59.67,22.96,16.71,52.15,42.03,1.01,0.18,0.0,2.79,1.84,2.41,51.0,6.67,22.4,18.15,12.14,34.36,5.19,17.99,34.6,41.7,49.73,52.82,66.43,75.85,82.86,1301
Louisiana,Orleans,"377,648",20.4,64.63,21.77,14.97,33.3,59.33,0.19,2.84,0.01,1.77,2.55,5.46,30.59,8.71,16.32,19.72,27.91,46.49,4.39,11.15,28.61,33.99,40.26,42.53,57.24,68.33,76.29,1304
Louisiana,Ouachita,"147,810",25.42,59.47,21.31,15.11,59.11,37.11,0.17,1.04,0.02,0.94,1.61,2.18,57.9,7.5,22.68,18.88,16.99,43.94,2.51,11.31,29.67,34.75,40.36,43.12,57.53,70.2,79.24,1306
Louisiana,Plaquemines,"22,950",26.28,60.47,19.18,13.24,67.76,19.32,1.32,4.2,0.07,1.29,6.04,7.52,63.88,9.86,23.12,21.16,12.14,43.01,1.45,8.79,20.3,25.4,30.17,32.05,47.67,61.59,71.72,1427
Louisiana,Pointe Coupee,"21,618",21.7,57.86,28.96,20.44,62.34,34.67,0.07,0.28,0.0,0.72,1.92,2.8,60.2,13.02,27.17,18.91,10.7,42.48,2.44,9.57,24.65,30.64,39.98,42.13,58.24,69.82,79.24,1431
Louisiana,Rapides,"126,370",24.86,59.1,22.1,16.04,63.07,31.53,0.67,1.34,0.01,0.53,2.84,3.3,61.0,8.77,24.25,19.31,14.78,43.36,2.67,7.78,23.21,28.61,35.16,38.7,56.12,69.85,78.51,1434
Louisiana,Red River,"8,144",22.94,58.9,24.51,18.16,56.95,41.1,0.0,0.0,0.0,0.28,1.67,0.45,56.67,14.16,31.99,14.16,8.99,37.68,1.66,15.41,33.14,35.72,46.59,48.82,62.93,80.39,87.46,1436
Louisiana,Richland,"19,327",24.08,58.06,22.89,17.86,62.86,34.83,0.03,0.32,0.0,0.11,1.85,2.09,61.64,14.17,26.01,16.3,10.86,40.64,2.86,13.33,37.01,41.31,46.32,48.17,63.11,74.12,84.88,1439
Louisiana,Sabine,"23,562",23.79,56.23,26.87,19.98,68.08,15.65,7.1,0.39,0.03,1.21,7.53,4.01,66.85,9.85,32.52,17.39,9.11,34.08,3.22,10.08,26.81,32.82,41.16,47.44,64.66,77.6,87.1,1441
Louisiana,St. Bernard,"46,330",26.45,62.07,17.99,11.48,68.65,23.4,0.4,2.62,0.06,1.68,3.19,10.13,61.85,12.68,21.17,22.81,9.2,41.99,4.14,10.51,29.16,33.89,42.69,45.94,62.63,73.87,82.53,1463
Louisiana,St. Charles,"52,072",24.4,61.95,19.73,13.66,68.34,26.32,0.23,0.83,0.0,1.94,2.34,6.25,64.76,6.59,21.66,19.67,19.28,47.16,3.05,4.85,14.04,17.75,23.71,25.89,41.68,54.32,65.25,1466
Louisiana,St. Helena,"10,012",21.01,59.6,26.2,19.39,46.16,52.08,0.61,0.31,0.0,0.11,0.73,1.94,44.34,14.58,28.5,15.98,11.71,38.5,8.07,10.35,31.7,34.05,40.46,44.48,59.89,74.76,81.32,1467
Louisiana,St. James,"20,922",22.63,60.17,24.94,17.2,49.3,49.18,0.0,0.19,0.17,0.65,0.52,1.77,48.7,9.81,28.0,19.73,11.69,43.48,2.24,5.65,20.87,26.98,33.18,35.48,47.37,58.93,69.28,1468
Louisiana,St. John the Baptist,"42,294",24.89,61.01,21.25,14.1,36.95,57.44,0.0,1.1,0.0,2.33,2.18,6.27,33.45,9.5,23.51,22.13,11.56,43.45,4.05,8.23,20.43,24.32,31.75,34.4,50.03,65.37,77.68,1469
Louisiana,St. Landry,"81,053",26.28,57.92,23.0,15.8,56.15,41.65,0.28,0.04,0.04,0.41,1.43,2.21,54.47,15.09,25.58,14.71,9.89,38.83,2.13,11.81,32.14,37.68,45.3,48.64,64.25,76.98,86.63,1471
Louisiana,St. Martin,"53,093",23.65,61.17,21.8,15.18,66.4,28.91,0.4,1.02,0.0,0.68,2.59,3.04,64.45,11.35,30.52,15.77,10.17,42.1,3.31,7.5,21.96,27.37,34.83,38.29,58.59,70.9,84.04,1473
Louisiana,St. Mary,"49,253",24.22,59.08,23.91,16.7,58.84,30.95,1.58,1.48,0.02,3.3,3.83,7.05,56.1,11.97,34.8,14.52,6.75,39.42,2.84,8.89,25.69,31.63,41.24,45.62,63.49,77.22,86.28,1474
Louisiana,St. Tammany,"255,645",23.88,59.18,24.04,16.94,81.77,11.58,0.63,1.54,0.05,1.09,3.35,5.76,78.25,6.38,17.19,21.37,23.71,46.32,2.62,4.46,14.82,18.32,23.86,26.22,41.7,55.55,66.25,1475
Louisiana,Tangipahoa,"129,942",24.72,60.76,21.07,14.52,66.17,29.69,0.22,0.62,0.02,0.33,2.96,4.29,63.06,11.92,23.33,16.77,14.69,42.44,3.21,8.94,26.46,30.83,37.75,41.79,56.7,69.1,78.71,1476
Louisiana,Tensas,"4,417",23.45,51.87,32.99,24.68,43.24,55.42,0.0,0.14,0.0,1.11,0.09,2.26,42.09,14.96,27.98,14.26,13.45,28.66,4.8,17.61,45.53,50.1,57.73,62.89,77.0,83.18,89.65,1479
Louisiana,Terrebonne,"109,498",25.2,60.2,21.04,14.6,69.56,19.32,5.79,1.02,0.01,1.34,2.97,5.17,66.53,12.78,25.92,17.4,10.65,43.12,2.92,8.0,24.18,28.46,34.82,39.36,57.36,70.41,79.96,1501
Louisiana,Union,"21,631",22.18,57.22,28.93,20.6,71.44,24.12,0.18,0.03,0.03,2.1,2.11,4.9,69.36,10.43,31.39,16.84,12.47,40.27,1.7,11.61,28.27,34.37,40.16,42.45,56.76,70.74,80.38,1507
Louisiana,Vermilion,"58,920",25.15,60.01,21.71,14.85,81.04,14.23,0.34,1.92,0.12,0.44,1.91,3.64,78.18,13.2,27.72,15.06,10.84,41.09,3.26,8.37,22.23,27.33,34.37,37.84,55.48,71.77,82.19,1510
Louisiana,Vernon,"46,734",25.69,61.91,17.15,12.4,76.06,14.1,1.25,2.24,0.34,2.14,3.87,9.16,70.64,7.79,24.71,19.37,11.31,34.56,2.84,7.06,22.34,27.13,36.67,41.48,59.17,71.83,81.4,1513
Louisiana,Washington,"44,344",24.6,57.2,25.32,18.21,67.61,29.44,0.28,0.09,0.0,0.97,1.61,2.21,66.43,12.64,28.75,17.66,8.27,38.62,4.03,9.49,31.31,37.48,44.99,49.17,67.37,78.48,85.17,1516
Louisiana,Webster,"37,838",23.01,57.63,25.94,19.36,63.76,34.01,0.41,0.2,0.04,0.02,1.55,2.02,61.98,9.6,29.25,19.74,10.52,37.48,1.92,8.33,37.86,46.77,55.77,59.06,73.96,84.37,89.74,1518
Louisiana,West Baton Rouge,"25,484",24.47,61.24,20.63,14.29,58.41,39.72,0.13,0.0,0.0,0.21,1.53,3.19,56.34,7.61,24.85,19.41,15.96,47.02,4.04,5.29,18.99,22.42,29.18,31.82,44.01,56.42,71.82,1520
Louisiana,West Carroll,"10,562",23.26,57.62,25.34,19.12,81.09,14.31,0.14,0.0,0.22,2.54,1.7,3.96,79.77,12.4,33.96,14.63,8.22,38.12,2.99,8.56,23.68,31.01,37.98,47.39,64.92,75.46,82.98,1522
Louisiana,West Feliciana,"11,900",21.23,61.93,20.99,16.84,61.63,36.79,0.0,0.74,0.0,0.0,0.84,0.8,60.83,7.12,23.57,19.29,21.53,48.24,4.34,3.32,15.66,16.79,26.66,29.15,44.18,58.73,66.43,1524
Louisiana,Winn,"12,267",23.22,56.77,26.36,20.0,71.32,26.78,0.17,0.06,0.0,0.21,1.46,1.41,70.61,11.67,29.14,15.37,13.35,39.92,2.39,7.98,23.67,29.25,35.91,43.78,61.29,73.83,80.38,1529
Maine,Androscoggin,"104,450",21.64,60.86,24.52,17.5,91.22,2.29,0.15,0.77,0.0,0.34,5.23,1.87,90.51,6.02,25.15,23.62,16.26,51.11,2.41,3.97,16.23,21.66,28.41,31.28,50.01,65.87,77.62,1532
Maine,Aroostook,"65,245",18.03,58.31,31.88,23.66,94.65,0.95,1.92,0.27,0.04,0.32,1.85,1.26,93.88,7.5,27.89,24.93,14.91,44.31,2.3,5.34,21.07,26.67,34.55,37.58,56.39,72.85,84.44,1535
Maine,Cumberland,"286,132",18.69,62.88,25.19,18.42,91.01,2.98,0.28,2.23,0.01,0.55,2.95,2.08,89.72,3.31,15.81,18.95,35.84,56.45,1.85,3.42,11.02,13.61,17.72,19.79,33.9,48.45,61.51,1608
Maine,Franklin,"28,721",18.09,59.45,31.09,22.45,96.08,0.13,0.07,0.47,0.02,0.36,2.86,1.27,95.61,4.72,29.19,21.53,19.86,48.41,2.39,4.35,16.67,23.89,31.08,34.61,53.58,69.27,80.86,1619
Maine,Hancock,"53,416",17.05,57.82,34.16,25.13,95.52,0.75,0.6,1.24,0.01,0.19,1.67,1.51,94.56,4.06,24.4,21.9,27.61,51.93,1.94,4.47,14.62,17.63,25.31,27.47,45.12,60.17,72.54,1748
Maine,Kennebec,"118,525",19.45,60.97,27.27,19.58,95.78,0.68,0.43,0.8,0.06,0.15,2.09,1.51,94.77,4.83,24.26,22.52,21.73,50.27,1.94,4.87,17.04,21.32,28.11,31.13,48.88,63.13,74.59,1755
Maine,Knox,"38,114",18.0,56.38,35.73,25.62,96.4,0.25,0.53,0.4,0.01,0.55,1.85,1.39,95.75,5.0,23.34,20.5,26.88,51.58,1.87,4.11,12.81,17.45,25.57,27.64,47.03,61.17,73.47,1774
Maine,Lincoln,"33,821",16.7,55.7,36.47,27.6,95.7,0.48,0.38,0.85,0.0,0.23,2.36,1.2,94.81,4.72,25.18,19.05,28.18,48.12,1.93,4.26,14.78,18.85,24.14,26.05,44.79,62.65,74.24,1835
Maine,Oxford,"56,774",17.82,60.52,31.42,21.66,95.99,0.3,0.3,0.51,0.01,0.25,2.66,1.39,94.93,6.4,31.08,22.62,15.61,45.67,2.98,5.14,18.9,24.7,32.54,35.78,54.31,71.64,81.64,1842
Maine,Penobscot,"145,179",18.34,62.92,26.39,18.74,94.31,0.68,1.38,0.68,0.01,0.41,2.52,1.37,93.7,5.15,24.49,22.88,21.16,49.79,2.28,5.66,18.03,22.97,29.84,33.08,51.55,67.36,78.39,1846
Maine,Piscataquis,"16,481",16.75,56.95,35.54,26.3,95.55,0.65,0.27,0.38,0.0,0.98,2.18,1.93,94.62,6.52,32.13,24.56,14.62,39.9,2.34,7.0,23.96,28.81,38.32,41.49,61.87,78.17,85.31,1851
Maine,Sagadahoc,"35,430",18.35,59.2,31.17,22.45,95.69,0.65,0.35,0.84,0.0,0.17,2.3,1.85,94.13,4.11,23.04,20.18,28.36,53.29,2.15,3.9,12.47,15.38,20.97,23.62,40.44,55.89,68.27,1855
Maine,Somerset,"49,751",18.84,60.06,29.5,21.1,96.45,0.61,0.29,0.6,0.0,0.12,1.94,1.09,95.72,7.09,30.83,23.19,13.46,44.83,2.23,6.12,25.4,31.86,39.9,43.69,60.11,74.69,84.75,1860
Maine,Waldo,"38,944",18.26,58.86,31.87,22.89,96.13,0.36,0.42,0.34,0.0,0.59,2.16,1.53,94.97,5.43,23.99,22.18,23.86,48.41,2.46,4.73,16.2,20.69,28.21,32.99,50.27,66.28,78.58,1865
