State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
Texas,Ochiltree,3391,3.1,0.44,5.43,24.48,42.02,17.1,7.43,3391,2.6,28.66,41.4,27.34,2204
Texas,Oldham,646,0.93,1.55,12.23,15.17,36.53,26.32,7.28,646,2.94,19.5,39.63,37.93,2210
Texas,Orange,31570,6.34,5.22,13.84,26.91,29.47,15.7,2.52,31570,5.24,31.12,39.88,23.77,2214
Texas,Palo Pinto,10334,1.73,2.86,12.13,22.41,33.01,18.26,9.59,10334,4.3,33.57,35.24,26.89,2220
Texas,Panola,8662,4.43,7.62,16.34,29.12,28.11,12.11,2.27,8662,4.63,36.53,39.44,19.41,2227
Texas,Parker,45848,9.74,5.35,27.87,32.35,15.74,6.16,2.79,45848,2.56,20.92,45.22,31.3,2229
Texas,Parmer,3213,1.03,0.59,9.03,16.43,46.03,23.31,3.58,3213,2.33,25.83,33.61,38.22,2235
Texas,Pecos,4868,3.41,1.13,6.72,27.16,29.29,27.36,4.93,4868,9.59,30.22,31.61,28.57,2239
Texas,Polk,17945,3.36,3.2,20.57,31.93,29.72,8.33,2.88,17945,4.47,33.42,40.63,21.48,2243
Texas,Potter,43957,1.81,2.13,6.96,15.34,25.78,38.84,9.13,43957,8.44,35.94,36.08,19.55,2247
Texas,Presidio,2580,0.78,0.5,9.11,40.35,17.4,12.02,19.84,2580,9.69,42.91,32.25,15.16,2261
Texas,Rains,4321,6.99,3.29,19.83,33.05,25.13,7.43,4.28,4321,3.86,28.4,39.6,28.14,2268
Texas,Randall,50092,6.72,5.66,15.9,24.1,33.25,11.55,2.82,50092,3.01,31.14,41.76,24.09,2274
Texas,Reagan,1117,12.8,2.6,2.42,31.96,27.57,22.29,0.36,1117,1.79,31.87,38.23,28.11,2280
Texas,Real,1254,5.18,8.93,9.57,29.43,25.12,9.01,12.76,1254,5.58,29.67,44.02,20.73,2283
Texas,Red River,5143,2.14,3.83,8.3,29.36,32.82,16.62,6.92,5143,6.24,32.94,33.44,27.38,2295
Texas,Reeves,3772,8.8,2.84,3.92,8.64,36.69,34.46,4.64,3772,6.79,26.51,36.45,30.25,2308
Texas,Refugio,2566,2.88,2.69,8.77,21.67,35.31,23.5,5.18,2566,9.16,36.01,33.83,21.01,2334
Texas,Roberts,329,4.26,0.3,13.68,14.89,22.8,17.33,26.75,329,8.21,13.98,35.26,42.55,2348
Texas,Robertson,6749,2.25,2.31,12.58,30.82,26.92,18.97,6.15,6749,8.88,31.8,33.18,26.15,2353
Texas,Rockwall,34457,13.02,7.07,38.7,31.6,7.85,1.28,0.48,34457,1.76,16.71,46.54,35.0,2355
Texas,Runnels,3891,1.49,0.39,5.11,18.61,26.7,29.32,18.38,3891,3.11,29.76,43.9,23.23,2361
Texas,Rusk,18056,3.1,2.91,13.02,27.74,26.97,18.58,7.69,18056,3.94,28.69,40.65,26.72,2367
Texas,Sabine,4524,3.58,3.14,10.19,41.84,28.63,9.28,3.34,4524,4.6,30.68,41.36,23.36,2370
Texas,San Augustine,3712,2.37,3.12,12.74,36.66,26.0,10.67,8.43,3712,8.51,37.1,37.85,16.54,2380
Texas,San Jacinto,10143,8.01,3.11,25.79,32.98,23.67,4.98,1.47,10143,2.68,29.46,41.75,26.11,2387
Texas,San Patricio,23422,6.11,2.53,14.92,23.0,35.56,14.3,3.58,23422,6.29,33.98,38.88,20.85,2415
Texas,San Saba,2134,0.28,1.45,14.67,25.82,21.79,22.63,13.36,2134,4.4,26.8,43.39,25.4,2435
Texas,Schleicher,1036,0.0,2.03,5.6,32.63,24.9,27.8,7.05,1036,1.74,29.63,46.62,22.01,2437
Texas,Scurry,6115,1.9,2.16,3.39,22.94,34.52,31.14,3.96,6115,5.31,37.51,36.6,20.57,2443
Texas,Shackelford,1367,3.95,0.66,16.97,19.17,20.85,24.43,13.97,1367,5.56,24.73,45.79,23.92,2445
Texas,Shelby,9486,2.61,4.49,17.98,31.9,26.14,9.81,7.05,9486,7.41,30.15,40.01,22.43,2448
Texas,Sherman,1070,0.28,0.0,4.49,15.89,34.86,28.79,15.7,1070,1.78,24.49,44.95,28.79,2453
Texas,Smith,77809,4.93,4.45,17.44,30.31,26.32,12.98,3.57,77809,3.83,30.36,42.56,23.25,2465
Texas,Somervell,3145,5.72,1.91,25.98,32.11,23.97,6.2,4.1,3145,2.86,22.64,40.67,33.83,2470
Texas,Starr,16281,3.22,7.83,20.82,41.79,20.26,5.27,0.8,16281,10.87,34.17,33.39,21.57,2474
Texas,Stephens,3408,0.0,0.65,7.34,25.56,34.42,24.3,7.75,3408,10.62,26.32,34.01,29.05,2480
Texas,Sterling,405,0.0,5.19,1.23,39.51,36.79,9.88,7.41,405,0.99,31.6,27.65,39.75,2481
Texas,Stonewall,529,0.0,0.0,2.46,12.85,47.64,24.39,12.67,529,3.4,23.44,37.81,35.35,2486
Texas,Sutton,1282,2.57,0.0,6.55,29.64,35.96,14.66,10.61,1282,3.12,32.76,41.19,22.93,2490
Texas,Swisher,2599,0.35,0.0,3.62,13.93,42.79,31.2,8.12,2599,8.54,36.05,32.32,23.09,2495
Texas,Tarrant,722446,5.1,4.1,20.16,34.42,21.83,11.48,2.9,722446,4.33,30.82,41.94,22.9,2500
Texas,Taylor,50396,4.73,2.88,10.14,25.45,24.04,26.42,6.33,50396,5.37,33.76,42.31,18.56,2508
Texas,Terrell,419,0.0,0.0,0.0,4.53,22.2,35.08,38.19,419,0.0,25.06,49.64,25.3,2518
Texas,Terry,4101,1.39,0.9,2.54,23.82,35.43,33.94,1.98,4101,6.29,31.33,45.01,17.36,2522
Texas,Throckmorton,713,0.84,3.65,6.87,17.39,33.8,21.04,16.41,713,3.37,38.29,38.71,19.64,2525
Texas,Titus,11064,2.06,4.7,17.46,35.81,27.9,9.27,2.79,11064,3.68,28.69,40.29,27.34,2531
Texas,Tom Green,42953,3.97,3.11,9.9,26.73,31.14,19.47,5.68,42953,5.49,34.43,38.06,22.02,2536
Texas,Travis,491531,9.66,6.92,20.07,34.84,20.35,5.95,2.2,491531,5.44,36.55,40.58,17.43,2543
Texas,Trinity,6105,3.11,1.33,14.63,38.33,29.71,8.24,4.65,6105,7.55,33.45,42.21,16.79,2553
Texas,Tyler,7109,2.86,3.97,15.08,31.93,32.07,9.9,4.19,7109,7.27,33.46,38.12,21.14,2560
Texas,Upshur,14392,4.55,5.93,16.78,34.67,23.41,11.85,2.82,14392,4.1,31.15,39.05,25.7,2566
Texas,Upton,1344,5.73,2.16,3.87,25.97,16.74,39.29,6.25,1344,7.37,22.02,35.12,35.49,2572
Texas,Uvalde,8921,1.17,5.19,14.06,35.14,28.17,13.57,2.7,8921,8.25,35.28,38.3,18.17,2576
Texas,Val Verde,16388,2.34,4.83,16.1,28.29,32.93,11.37,4.14,16388,6.66,31.35,36.11,25.88,2582
Texas,Van Zandt,20494,4.99,2.4,19.95,33.04,28.35,7.91,3.36,20494,2.78,27.34,37.62,32.26,2586
Texas,Victoria,32520,6.9,3.25,9.44,27.48,30.71,18.04,4.17,32520,6.11,32.85,40.46,20.57,2595
Texas,Walker,22515,7.08,4.69,17.89,39.29,25.17,4.29,1.59,22515,6.35,34.61,40.64,18.39,2603
Texas,Waller,15586,10.02,8.06,19.75,35.51,19.7,5.11,1.84,15586,2.96,26.05,42.39,28.6,2606
Texas,Ward,4100,2.98,2.34,4.05,23.8,37.29,26.29,3.24,4100,3.49,30.8,34.68,31.02,2610
Texas,Washington,13321,5.77,4.32,17.84,30.56,25.76,9.32,6.42,13321,5.22,31.69,35.46,27.63,2613
Texas,Webb,76382,6.07,5.07,25.19,37.25,15.95,7.82,2.65,76382,6.01,32.77,35.8,25.42,2616
Texas,Wharton,15248,4.41,3.91,10.41,25.31,25.38,22.78,7.8,15248,7.73,30.62,37.13,24.51,2618
Texas,Wheeler,2060,4.47,2.33,9.03,15.78,23.25,26.02,19.13,2060,5.19,22.18,45.97,26.65,2623
Texas,Wichita,48538,1.49,1.94,9.76,22.14,33.92,22.09,8.66,48538,6.65,36.81,37.7,18.84,2632
Texas,Wilbarger,5008,0.1,0.98,6.79,18.01,30.91,28.65,14.56,5008,5.77,39.42,38.9,15.91,2634
Texas,Willacy,5882,7.11,2.92,11.85,27.8,25.54,22.1,2.69,5882,4.42,37.81,37.49,20.28,2639
Texas,Williamson,188113,14.56,9.14,30.91,33.77,8.4,1.82,1.4,188113,2.27,29.1,46.84,21.8,2640
Texas,Wilson,15975,8.72,6.47,26.37,36.8,13.58,4.56,3.51,15975,2.45,20.04,37.32,40.18,2641
Texas,Winkler,2618,3.32,0.31,0.46,16.08,41.94,37.09,0.8,2618,4.93,26.81,35.94,32.31,2642
Texas,Wise,22254,5.38,3.98,23.29,37.27,18.06,8.96,3.06,22254,2.59,20.23,41.73,35.45,2643
Texas,Wood,16716,4.33,3.69,22.34,36.0,22.07,8.81,2.75,16716,5.17,30.13,40.54,24.15,2644
Texas,Yoakum,2601,3.88,3.34,7.19,32.03,31.64,19.34,2.58,2601,2.38,32.76,34.37,30.49,2645
Texas,Young,7491,0.84,5.47,9.99,21.01,28.03,28.82,5.83,7491,4.73,32.07,42.37,20.84,2646
Texas,Zapata,4689,1.75,2.52,13.41,54.87,18.7,7.93,0.81,4689,9.72,36.85,32.95,20.47,2650
Texas,Zavala,3674,1.22,1.09,12.98,30.46,30.7,17.75,5.8,3674,5.12,32.09,35.66,27.14,2651
Utah,Beaver,2213,1.17,0.59,14.05,28.33,22.41,19.39,14.05,2213,2.08,19.88,32.22,45.82,2653
Utah,Box Elder,17811,3.74,3.94,18.71,23.38,24.98,12.12,13.13,17811,4.73,19.48,34.48,41.31,2658
Utah,Cache,39581,4.97,5.29,19.31,28.22,23.57,7.66,10.99,39581,3.81,21.7,41.21,33.28,2661
Utah,Carbon,7802,3.01,1.85,6.25,24.4,26.24,23.26,14.98,7802,4.95,25.12,41.4,28.53,2665
Utah,Daggett,169,0.0,11.83,13.02,28.4,42.6,4.14,0.0,169,6.51,13.02,47.93,32.54,2668
Utah,Davis,107104,6.04,5.51,22.37,31.64,23.18,8.9,2.35,107104,2.42,19.37,44.06,34.15,2671
Utah,Duchesne,7038,1.73,4.92,24.0,29.03,25.33,9.55,5.44,7038,4.11,22.36,38.14,35.39,2672
Utah,Emery,3732,1.31,1.74,9.19,28.72,37.51,7.9,13.61,3732,3.19,17.77,33.09,45.95,2673
Utah,Garfield,1851,2.11,2.16,18.31,31.71,21.34,13.94,10.43,1851,2.0,21.45,38.79,37.76,2674
Utah,Grand,4442,1.98,4.52,19.77,27.49,32.55,10.65,3.04,4442,4.19,29.33,33.23,33.25,2675
Utah,Iron,17381,5.16,3.63,25.07,36.93,19.32,6.88,3.01,17381,2.82,23.75,42.53,30.9,2676
Utah,Juab,3478,3.28,3.82,20.47,23.72,18.6,11.82,18.29,3478,3.8,15.61,31.83,48.76,2677
Utah,Kane,2847,5.2,1.19,24.13,34.6,24.73,6.15,4.0,2847,4.32,28.84,35.16,31.68,2678
Utah,Millard,4293,2.31,1.61,7.48,31.84,22.59,14.0,20.17,4293,3.56,16.47,32.33,47.64,2680
Utah,Morgan,3434,7.98,9.99,27.78,21.14,17.71,5.5,9.9,3434,0.99,10.86,34.68,53.47,2681
Utah,Piute,590,0.0,0.68,18.47,17.29,21.53,20.34,21.69,590,5.42,24.24,34.07,36.27,2685
Utah,Rich,641,0.62,0.47,21.22,19.19,19.81,12.01,26.68,641,0.0,19.34,36.51,44.15,2687
Utah,Salt Lake,383324,6.24,4.53,14.42,27.53,27.54,12.16,7.57,383324,5.36,27.56,39.72,27.37,2690
Utah,San Juan,4577,1.33,5.09,11.51,39.11,29.04,11.1,2.82,4577,7.06,33.23,30.61,29.1,2694
Utah,Sanpete,8887,2.18,3.74,18.43,25.97,20.61,9.04,20.03,8887,2.15,14.99,41.58,41.29,2697
Utah,Sevier,7487,3.99,3.38,12.65,26.1,25.78,10.24,17.86,7487,1.99,23.61,33.4,40.99,2702
Utah,Summit,14474,3.4,3.01,20.39,47.57,18.36,3.26,4.01,14474,1.7,23.1,43.08,32.12,2703
Utah,Tooele,21147,7.25,5.96,26.66,28.71,16.47,9.67,5.28,21147,3.57,17.21,39.34,39.88,2707
Utah,Uintah,10739,5.27,7.96,23.81,27.26,24.73,7.17,3.8,10739,2.91,25.51,39.31,32.27,2539
Utah,Utah,171899,10.96,5.74,25.17,27.93,18.19,8.06,3.96,171899,2.54,19.84,42.63,34.99,2555
Utah,Wasatch,10505,13.59,8.94,32.45,21.56,11.08,3.73,8.64,10505,1.98,16.39,43.93,37.7,2567
Utah,Washington,59699,9.62,7.1,29.71,40.13,10.17,2.21,1.06,59699,3.43,27.63,40.71,28.23,2577
Utah,Wayne,995,1.61,0.5,25.03,34.87,18.09,8.24,11.66,995,2.21,12.46,44.52,40.8,2580
Utah,Weber,85205,4.33,3.36,16.73,26.95,22.81,15.86,9.96,85205,4.3,24.79,38.62,32.28,2587
Vermont,Addison,14700,2.44,3.0,11.89,27.86,21.5,7.04,26.27,14700,4.97,31.27,43.02,20.75,2590
Vermont,Bennington,14585,1.48,0.94,8.12,20.46,25.11,13.39,30.5,14585,9.21,32.97,39.42,18.41,2591
Vermont,Caledonia,12618,1.68,2.69,11.91,20.41,23.31,7.69,32.31,12618,8.59,33.94,39.21,18.25,2596
Vermont,Chittenden,66478,3.88,3.66,12.22,30.09,23.48,9.22,17.45,66478,7.22,35.86,41.01,15.91,2599
Vermont,Essex,2882,0.9,2.12,13.12,24.36,18.46,8.08,32.96,2882,4.51,36.05,37.16,22.28,2604
Vermont,Franklin,19045,3.6,4.1,13.23,26.52,18.63,7.46,26.47,19045,5.62,28.57,45.18,20.62,2607
Vermont,Grand Isle,2976,2.55,3.09,16.73,34.78,20.83,4.74,17.27,2976,2.18,26.01,43.11,28.7,2609
Vermont,Lamoille,10770,2.2,2.29,13.22,32.4,23.23,5.15,21.5,10770,5.87,32.96,42.58,18.59,2611
Vermont,Orange,12670,1.91,1.38,12.3,27.23,23.59,5.7,27.88,12670,4.06,31.98,40.48,23.48,2612
Vermont,Orleans,11678,1.13,2.52,14.44,25.93,22.91,8.5,24.58,11678,6.6,33.12,40.52,19.76,2614
Vermont,Rutland,25349,0.68,1.08,7.3,19.99,26.31,10.04,34.59,25349,7.58,34.09,41.83,16.49,2615
Vermont,Washington,25310,1.75,2.07,8.78,22.56,24.83,8.38,31.64,25310,8.03,36.76,39.13,16.08,2617
Vermont,Windham,19162,1.13,0.95,8.85,22.16,25.19,9.38,32.33,19162,6.74,40.73,36.12,16.41,2620
Vermont,Windsor,24629,1.07,1.32,9.58,25.25,24.24,12.46,26.09,24629,5.09,36.1,40.14,18.67,2625
Virginia,Accomack,13641,2.02,2.93,10.69,29.14,24.29,12.21,18.72,13641,9.08,31.12,35.93,23.87,2719
Virginia,Albemarle,42381,5.25,5.22,16.58,39.92,23.33,4.79,4.9,42381,4.54,29.64,40.99,24.83,2728
Virginia,Alleghany,6529,0.49,0.54,7.32,23.77,31.8,19.13,16.96,6529,7.69,32.91,24.89,34.51,2733
Virginia,Amelia,5034,6.2,2.96,20.68,34.76,20.8,7.01,7.59,5034,3.28,20.84,27.06,48.83,2741
Virginia,Amherst,12161,1.46,1.39,10.91,31.73,30.78,14.74,9.0,12161,5.06,23.8,34.68,36.47,2746
Virginia,Appomattox,6158,3.3,8.28,20.95,22.72,26.37,11.98,6.4,6158,4.03,24.23,34.8,36.94,2749
Virginia,Arlington,108604,4.18,4.46,14.38,20.89,19.89,27.75,8.44,108604,13.86,47.45,29.71,8.99,2753
Virginia,Augusta,30165,3.21,3.87,17.02,35.68,19.44,9.92,10.85,30165,3.99,23.07,33.73,39.2,2758
Virginia,Bath,1831,0.76,0.0,12.02,22.61,31.08,18.35,15.18,1831,2.84,22.12,40.03,35.01,2763
Virginia,Bedford County,31424,4.47,2.62,16.83,40.05,22.5,7.92,5.6,31424,2.75,22.84,37.89,36.52,2769
Virginia,Bland,2326,0.34,3.91,16.51,40.37,20.77,9.72,8.38,2326,3.35,33.83,29.97,32.85,2772
Virginia,Botetourt,13171,2.13,2.93,19.69,31.14,25.36,10.45,8.29,13171,3.07,21.87,36.99,38.07,2776
Virginia,Brunswick,6138,2.17,3.32,18.87,27.13,23.4,15.72,9.4,6138,7.17,31.41,33.76,27.66,2777
Virginia,Buchanan,8270,0.91,1.73,11.19,31.68,33.36,16.38,4.75,8270,6.2,29.64,37.9,26.26,2784
Virginia,Buckingham,5948,3.33,6.24,21.15,39.27,16.63,5.99,7.4,5948,5.92,23.34,31.36,39.39,2785
Virginia,Campbell,23157,2.03,3.26,14.99,29.82,33.95,9.56,6.4,23157,5.07,27.96,34.93,32.04,2788
Virginia,Caroline,10978,2.52,3.6,29.81,30.09,20.82,9.51,3.65,10978,4.41,19.9,35.3,40.39,2793
Virginia,Carroll,12134,2.46,1.65,11.97,31.1,31.76,15.44,5.63,12134,4.59,27.49,35.63,32.29,2797
Virginia,Charles City,2998,6.24,1.33,15.18,37.06,26.58,8.81,4.8,2998,5.94,20.75,31.55,41.76,2806
Virginia,Charlotte,4836,1.08,2.09,11.12,32.01,25.91,13.52,14.27,4836,9.24,27.92,33.42,29.43,2810
Virginia,Chesterfield,127230,5.52,3.77,19.64,40.06,24.63,4.97,1.41,127230,2.66,25.66,41.16,30.52,2816
Virginia,Clarke,5690,1.02,1.02,17.5,29.77,22.81,11.09,16.78,5690,3.53,21.95,36.19,38.33,2819
Virginia,Craig,2219,2.43,2.7,12.71,35.65,17.26,10.18,19.06,2219,6.67,26.09,21.18,46.06,2820
Virginia,Culpeper,17474,4.82,2.91,28.45,30.24,21.2,5.71,6.67,17474,3.24,22.66,36.48,37.62,2824
Virginia,Cumberland,4112,1.97,1.14,17.12,38.38,26.63,7.76,7.0,4112,6.61,19.77,39.74,33.88,2827
Virginia,Dickenson,5727,0.63,4.57,12.52,33.32,25.89,15.09,7.98,5727,10.23,33.7,31.66,24.41,2832
Virginia,Dinwiddie,10403,1.97,1.61,17.57,37.44,26.01,9.33,6.06,10403,2.93,20.72,32.69,43.65,2838
Virginia,Essex,4551,0.83,2.29,22.17,36.1,21.97,9.69,6.94,4551,4.68,35.31,28.1,31.91,2842
Virginia,Fairfax County,398653,2.26,2.13,10.72,39.38,34.1,10.54,0.87,398653,4.38,30.01,42.7,22.91,2849
Virginia,Fauquier,24617,3.01,2.49,20.9,37.37,19.94,7.54,8.75,24617,3.12,19.08,38.73,39.07,2853
Virginia,Floyd,6657,4.4,3.94,14.41,33.62,20.93,12.96,9.75,6657,6.16,21.93,31.11,40.8,2856
Virginia,Fluvanna,9967,2.53,2.35,25.2,44.64,14.34,4.57,6.38,9967,1.93,26.66,42.46,28.96,2858
Virginia,Franklin County,22730,2.27,1.86,17.07,37.97,25.06,9.52,6.25,22730,5.25,21.77,37.22,35.76,2862
Virginia,Frederick,32094,6.33,3.56,24.25,38.76,17.36,5.01,4.73,32094,4.0,24.9,38.26,32.85,2868
Virginia,Giles,6715,1.64,3.45,9.75,25.2,25.14,24.14,10.68,6715,6.37,23.95,39.12,30.56,2873
Virginia,Gloucester,14792,3.77,3.11,17.63,41.47,21.38,7.77,4.87,14792,2.45,20.72,40.29,36.55,2887
Virginia,Goochland,8711,10.19,4.25,25.31,34.18,17.47,4.5,4.1,8711,2.26,20.58,37.83,39.33,2892
Virginia,Grayson,6388,3.19,3.21,10.57,26.22,25.99,15.97,14.86,6388,4.79,26.82,39.61,28.79,2896
Virginia,Greene,7491,3.48,6.77,18.46,45.21,18.32,3.76,3.99,7491,2.52,26.18,34.32,36.98,2899
Virginia,Greensville,3441,1.31,3.05,13.16,26.04,40.08,8.92,7.44,3441,9.88,32.75,23.45,33.91,2902
Virginia,Halifax,14155,1.96,1.92,11.14,30.14,28.37,17.2,9.26,14155,7.65,27.23,31.65,33.47,2904
Virginia,Hanover,39226,5.56,4.08,16.25,40.31,23.84,7.01,2.96,39226,2.87,19.92,37.41,39.81,2909
Virginia,Henrico,130434,2.64,2.67,14.58,35.81,24.61,16.61,3.08,130434,6.03,33.26,36.98,23.73,2915
Virginia,Henry,21012,0.43,0.7,8.27,28.26,38.07,19.22,5.05,21012,6.31,33.91,30.14,29.64,2918
Virginia,Highland,987,0.0,0.0,12.36,29.28,20.87,9.22,28.27,987,3.95,21.28,45.09,29.69,2920
Virginia,Isle of Wight,14611,4.96,3.0,19.86,38.69,19.96,8.03,5.5,14611,3.96,22.91,36.51,36.62,2925
Virginia,James City,29681,5.75,5.42,26.48,45.07,14.27,1.83,1.18,29681,3.46,28.54,44.63,23.37,2930
Virginia,King and Queen,2816,3.91,2.84,24.4,36.08,13.85,9.62,9.3,2816,3.66,20.38,33.74,42.22,2936
Virginia,King George,9387,4.15,6.1,34.3,29.95,16.66,6.43,2.4,9387,2.33,19.91,36.09,41.66,2938
Virginia,King William,6393,6.93,4.02,26.76,34.77,18.14,4.19,5.18,6393,3.28,17.89,33.13,45.69,2943
Virginia,Lancaster,5287,0.28,3.14,15.62,29.32,29.96,12.29,9.38,5287,5.6,29.94,33.18,31.28,2948
Virginia,Lee,8843,1.01,1.97,11.05,34.2,27.37,16.66,7.76,8843,10.96,29.77,32.72,26.55,2950
Virginia,Loudoun,132565,9.53,9.07,30.71,35.06,10.51,2.46,2.66,132565,2.7,21.34,47.69,28.27,2952
Virginia,Louisa,14383,6.45,4.33,24.35,38.62,14.29,6.04,5.92,14383,5.06,19.66,36.25,39.03,2953
Virginia,Lunenburg,4472,1.45,0.83,13.66,28.22,28.49,18.34,9.01,4472,6.82,25.65,32.2,35.33,2954
Virginia,Madison,5098,2.75,1.33,18.65,29.5,20.44,11.67,15.65,5098,1.59,24.11,35.9,38.41,2955
Virginia,Mathews,3881,0.0,1.88,11.72,37.95,16.59,12.16,19.69,3881,1.08,22.37,40.14,36.41,2962
Virginia,Mecklenburg,12371,1.91,1.75,15.98,26.21,28.66,17.09,8.41,12371,8.19,27.14,37.57,27.1,2964
Virginia,Middlesex,4764,1.09,2.14,19.56,36.94,19.5,10.58,10.18,4764,3.88,29.45,40.6,26.07,2965
Virginia,Montgomery,35388,4.62,4.24,17.18,33.32,27.26,8.82,4.56,35388,5.21,29.22,38.43,27.14,2966
Virginia,Nelson,6398,1.66,1.17,22.4,36.37,17.99,8.32,12.1,6398,5.85,22.85,33.98,37.32,2968
Virginia,New Kent,8117,8.72,9.62,22.96,30.9,14.61,8.16,5.03,8117,1.65,16.73,33.94,47.68,2971
Virginia,Northampton,5151,0.62,1.38,22.99,26.21,16.5,14.56,17.74,5151,9.24,31.61,34.79,24.36,2982
Virginia,Northumberland,5686,2.99,2.46,25.26,37.09,16.55,7.63,8.02,5686,4.64,29.37,36.0,29.99,2983
Virginia,Nottoway,5568,1.11,4.29,12.81,23.83,27.71,12.32,17.92,5568,7.7,26.17,31.36,34.77,2984
Virginia,Orange,13926,5.2,3.62,27.01,29.38,20.28,6.96,7.55,13926,3.36,26.67,34.98,34.99,2985
Virginia,Page,9413,0.88,1.4,12.08,24.91,26.25,14.34,20.13,9413,6.33,23.12,35.61,34.94,2986
Virginia,Patrick,7830,0.7,4.14,10.08,38.43,27.29,12.5,6.86,7830,4.33,25.91,34.65,35.11,2987
Virginia,Pittsylvania,26205,1.66,2.69,12.27,36.84,28.86,11.43,6.25,26205,5.69,25.03,33.59,35.68,2988
Virginia,Powhatan,10392,4.71,3.77,24.99,42.98,18.73,1.88,2.94,10392,1.05,13.83,39.73,45.39,2989
Virginia,Prince Edward,7394,1.42,3.15,20.35,29.84,23.65,10.85,10.74,7394,9.94,29.4,37.31,23.34,2990
Virginia,Prince George,11763,3.65,6.28,21.19,39.56,21.81,4.61,2.9,11763,3.72,19.73,33.6,42.96,2991
Virginia,Prince William,144159,4.67,4.87,26.88,37.48,21.55,3.55,1.01,144159,2.33,23.9,42.96,30.81,2992
Virginia,Pulaski,14666,1.7,1.35,10.17,21.04,35.54,19.7,10.49,14666,5.59,30.21,37.64,26.56,2993
Virginia,Rappahannock,2827,1.24,1.59,17.05,29.01,20.48,9.83,20.8,2827,2.69,18.22,37.14,41.95,2994
Virginia,Richmond County,2939,4.12,3.74,11.87,28.27,25.48,21.3,5.21,2939,5.92,20.79,34.23,39.06,2995
Virginia,Roanoke County,38234,1.67,2.76,10.81,28.47,38.9,14.35,3.04,38234,3.99,29.79,37.53,28.69,2996
Virginia,Rockbridge,9301,1.1,2.77,17.5,30.65,26.18,11.53,10.27,9301,3.37,26.17,36.9,33.57,2997
Virginia,Rockingham,31306,4.11,3.57,16.33,28.01,25.13,10.83,12.02,31306,4.72,23.68,35.22,36.39,2998
Virginia,Russell,10975,0.83,2.52,9.72,35.05,32.96,12.78,6.13,10975,7.13,26.92,34.91,31.04,2999
Virginia,Scott,8710,2.09,1.77,11.78,30.01,26.29,18.65,9.41,8710,8.15,26.07,35.91,29.86,2585
Virginia,Shenandoah,17541,1.79,1.76,18.54,27.64,23.56,8.88,17.84,17541,4.46,26.78,36.5,32.26,2594
Virginia,Smyth,12694,1.61,1.88,6.29,29.23,32.33,18.26,10.4,12694,8.08,33.19,33.5,25.23,2600
Virginia,Southampton,6618,2.58,1.19,17.92,27.7,22.7,16.82,11.09,6618,6.03,22.39,35.19,36.39,2608
Virginia,Spotsylvania,45463,5.73,3.58,26.36,46.56,12.72,3.29,1.78,45463,3.02,22.79,39.15,35.04,2619
Virginia,Stafford,48160,6.67,6.57,23.93,42.08,15.41,3.75,1.58,48160,2.08,19.48,40.38,38.06,2629
Virginia,Surry,2794,1.47,4.26,21.94,31.14,20.94,11.85,8.41,2794,7.27,30.49,26.02,36.22,2636
Virginia,Sussex,3792,1.24,3.48,12.29,29.27,28.11,15.82,9.78,3792,9.2,25.53,34.65,30.62,2647
Virginia,Tazewell,16371,0.57,2.16,8.58,24.67,31.43,20.21,12.39,16371,7.25,31.57,35.31,25.86,2656
Virginia,Warren,14641,2.32,2.5,16.65,33.61,23.02,12.85,9.04,14641,4.88,23.41,34.81,36.89,2662
Virginia,Washington,22104,2.02,2.62,14.86,33.74,28.78,10.69,7.29,22104,4.49,28.84,39.47,27.2,2667
Virginia,Westmoreland,7910,4.21,5.21,18.42,28.36,23.73,13.11,6.97,7910,4.96,29.68,37.6,27.76,2684
Virginia,Wise,14916,1.64,2.97,11.93,30.85,26.9,15.69,10.02,14916,8.24,35.51,34.48,21.78,2695
Virginia,Wythe,12393,2.42,1.32,17.95,26.93,24.11,14.17,13.1,12393,6.14,28.04,33.08,32.74,2699
Virginia,York,25517,3.65,5.7,17.45,44.82,20.6,6.73,1.05,25517,2.97,21.16,42.26,33.61,2709
Virginia,Alexandria,71289,4.23,2.21,10.53,21.22,31.92,21.29,8.62,71289,10.4,50.99,32.34,6.27,2712
Virginia,Bristol,7482,0.12,1.11,8.9,15.66,38.02,22.72,13.46,7482,10.09,40.1,33.12,16.69,2716
Virginia,Buena Vista,2509,0.0,2.71,9.61,24.79,29.93,19.97,12.99,2509,6.5,31.61,37.82,24.07,2720
Virginia,Charlottesville,18814,5.9,4.15,10.13,18.25,25.69,21.79,14.1,18814,11.14,39.44,34.97,14.44,2722
Virginia,Chesapeake,86524,6.31,4.86,13.19,42.47,23.11,8.14,1.92,86524,4.24,25.52,42.16,28.08,2724
Virginia,Colonial Heights,7094,0.96,0.21,7.85,20.92,40.68,23.32,6.06,7094,6.61,30.18,40.56,22.65,2727
