State,County,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,FID
Colorado,Kiowa,2,13,52,95,193,135,125,16,139,236,224,711
Colorado,Kit Carson,52,11,206,664,"1,068",522,497,200,708,"1,138",974,716
Colorado,Lake,0,61,507,621,"1,058",150,878,263,808,"1,152","1,052",721
Colorado,La Plata,"1,250",663,"3,940","7,790","4,046","2,150","1,531",428,"6,627","8,317","5,998",727
Colorado,Larimer,"9,772","6,184","25,178","45,157","34,604","6,421","6,869","5,493","35,462","54,652","38,578",734
Colorado,Las Animas,94,32,858,"1,561","1,201",960,"2,044",650,"2,046","2,265","1,789",741
Colorado,Lincoln,14,13,128,419,332,260,347,106,377,517,513,747
Colorado,Logan,64,38,487,"1,581","2,330","1,603","2,198",525,"2,696","2,795","2,285",749
Colorado,Mesa,"1,836","1,738","12,696","18,325","15,632","5,202","4,321","3,140","18,829","21,906","15,875",751
Colorado,Mineral,12,12,92,93,82,3,100,11,96,174,113,757
Colorado,Moffat,60,146,528,"1,475","1,994",529,486,271,"1,432","1,821","1,694",758
Colorado,Montezuma,215,175,"1,512","3,823","2,437","1,620",739,492,"2,960","3,888","3,181",766
Colorado,Montrose,389,265,"4,116","6,391","3,644","1,436","1,242",722,"4,493","7,126","5,142",769
Colorado,Morgan,390,117,"1,171","2,004","3,089","1,967","2,125",573,"2,992","3,992","3,306",775
Colorado,Otero,110,7,315,"1,451","2,127","1,450","2,301",586,"2,256","2,415","2,504",777
Colorado,Ouray,129,106,637,575,393,188,231,36,637,"1,016",570,780
Colorado,Park,116,191,"1,565","2,815","1,847",235,218,57,"1,321","2,809","2,800",782
Colorado,Phillips,57,7,231,173,450,292,527,42,506,779,410,785
Colorado,Pitkin,227,213,"1,311","2,693","2,658",111,211,297,"2,181","3,420","1,526",789
Colorado,Prowers,87,21,334,"1,112","1,379",960,"1,007",406,"1,471","1,662","1,361",792
Colorado,Pueblo,"1,534","1,065","10,197","13,845","16,358","12,769","9,438","4,763","21,096","22,887","16,460",795
Colorado,Rio Blanco,45,26,407,618,868,300,249,68,796,798,851,799
Colorado,Rio Grande,164,44,612,"1,292","1,039",527,"1,059",413,"1,053","1,658","1,613",802
Colorado,Routt,368,187,"1,756","3,791","2,752",366,880,245,"3,026","4,228","2,601",809
Colorado,Saguache,4,32,538,798,691,282,458,111,797,"1,076",819,811
Colorado,San Juan,0,0,28,79,71,14,105,11,109,140,37,347
Colorado,San Miguel,57,78,743,"1,618",778,85,245,167,"1,413","1,431",593,359
Colorado,Sedgwick,3,7,18,130,215,288,293,46,322,277,309,366
Colorado,Summit,96,194,"1,310","5,685","3,895",298,131,285,"3,084","5,614","2,626",373
Colorado,Teller,319,285,"1,751","5,132","2,045",338,590,125,"2,594","4,199","3,542",375
Colorado,Washington,28,19,115,382,504,414,619,89,520,734,738,377
Colorado,Weld,"9,572","4,069","28,138","24,241","20,995","6,722","8,309","3,233","22,916","40,099","35,798",382
Colorado,Yuma,90,36,288,635,"1,005",642,"1,412",140,964,"1,500","1,504",385
Connecticut,Fairfield,"8,311","7,519","22,396","63,455","96,591","79,419","67,379","25,503","106,913","134,599","78,055",410
Connecticut,Hartford,"4,195","4,193","20,540","68,519","100,281","89,535","66,390","35,986","121,023","130,002","66,642",432
Connecticut,Litchfield,493,624,"6,139","18,155","19,398","13,464","16,629","3,941","23,105","28,553","19,303",443
Connecticut,Middlesex,936,915,"6,216","18,202","19,054","10,168","12,274","3,391","20,881","26,170","17,323",450
Connecticut,New Haven,"3,565","3,243","19,963","66,663","88,231","74,886","76,214","37,134","116,701","115,761","63,169",466
Connecticut,New London,"1,669","1,482","10,508","24,498","30,209","18,271","22,979","6,768","35,285","41,344","26,219",517
Connecticut,Tolland,"1,390","1,568","5,839","15,214","16,290","8,001","7,775","2,562","16,176","21,744","15,595",524
Connecticut,Windham,375,588,"4,520","10,677","11,084","6,609","11,736","3,070","14,130","16,964","11,425",529
Delaware,Kent,"3,318","3,122","17,638","20,331","12,499","6,567","3,824","4,505","21,970","25,489","15,335",532
Delaware,New Castle,"6,474","5,241","23,764","53,666","55,611","43,471","21,204","14,096","75,215","80,935","39,185",536
Delaware,Sussex,"9,389","6,442","25,091","28,096","13,136","7,167","4,902","3,185","29,533","38,770","22,735",609
District of Columbia,District of Columbia,"14,393","10,634","24,012","22,661","51,361","67,023","98,223","102,173","130,664","44,365","11,105",630
Florida,Alachua,"3,967","2,834","17,143","39,604","27,795","8,058","2,578","7,572","43,393","34,846","16,168",639
Florida,Baker,441,223,"2,164","3,181","2,275",278,266,219,"2,419","3,315","2,875",641
Florida,Bay,"3,616","2,413","14,064","29,456","15,497","7,223","1,267","3,993","25,500","29,610","14,433",658
Florida,Bradford,540,210,"1,562","3,311","2,684",782,229,733,"2,923","3,852","1,810",665
Florida,Brevard,"7,461","5,127","45,897","99,937","59,679","15,872","2,032","10,880","90,278","92,903","41,944",686
Florida,Broward,"15,577","12,521","72,330","255,267","271,039","72,624","5,584","47,689","282,600","262,681","111,972",695
Florida,Calhoun,122,164,873,"1,534","1,117",427,273,333,"1,496","1,488","1,193",699
Florida,Charlotte,"2,480","1,280","17,288","36,000","19,471","2,981",289,"3,932","32,881","31,299","11,677",743
Florida,Citrus,"1,553","1,047","13,530","31,321","15,261","1,695",214,"3,028","26,065","24,558","10,970",843
Florida,Clay,"3,695","2,856","21,085","29,080","15,164","2,811",669,"2,630","20,550","33,133","19,047",852
Florida,Collier,"10,550","4,144","36,417","69,543","23,819","2,875",629,"7,179","60,723","60,107","19,968",894
Florida,Columbia,852,857,"6,487","9,979","5,107","1,440",483,"1,137","9,671","8,980","5,417",903
Florida,DeSoto,283,445,"2,350","4,698","3,380",793,472,709,"5,981","3,881","1,850",906
Florida,Dixie,96,133,"1,083","2,867","1,422",512,120,455,"2,080","2,152","1,546",918
Florida,Duval,"17,113","10,680","67,865","117,994","83,369","55,692","16,991","28,093","145,385","139,775","56,451",924
Florida,Escambia,"4,205","3,866","17,318","40,215","35,359","16,747","4,459","7,700","45,988","48,543","19,938",931
Florida,Flagler,"1,872",849,"18,148","17,949","4,415",631,176,"1,159","15,943","20,069","6,869",935
Florida,Franklin,115,13,946,"1,681","1,021",528,387,293,"1,802","1,887",709,937
Florida,Gadsden,147,287,"3,144","6,081","4,082","2,905",661,"1,733","6,155","5,470","3,949",938
Florida,Gilchrist,303,248,"1,852","2,692","1,212",289,105,428,"2,484","1,961","1,828",939
Florida,Glades,201,84,792,"2,324","1,075",348,35,168,"2,290","1,746",655,940
Florida,Gulf,538,170,"1,365","1,682","1,178",775,189,200,"2,198","2,270","1,229",941
Florida,Hamilton,114,85,812,"1,840",756,545,233,377,"1,636","1,493",879,942
Florida,Hardee,169,238,"1,293","2,502","2,622",617,550,356,"3,157","2,780","1,698",943
Florida,Hendry,220,293,"1,997","6,108","3,196",886,178,903,"4,527","4,069","3,379",944
Florida,Hernando,"2,070","1,356","19,824","38,088","13,193","1,882",295,"3,655","29,984","29,612","13,457",945
Florida,Highlands,639,560,"6,873","19,853","11,324","2,792",680,"2,166","20,588","15,424","4,543",946
Florida,Hillsborough,"32,243","23,603","108,812","193,960","119,398","46,396","15,507","33,535","205,730","214,713","85,941",947
Florida,Holmes,147,68,"1,106","2,771","2,240",509,296,337,"2,685","2,635","1,480",948
Florida,Indian River,"2,859","1,229","15,828","24,219","12,294","3,604",926,"2,877","25,614","24,054","8,414",949
Florida,Jackson,260,372,"2,637","6,501","4,442","2,323",998,"1,153","6,310","6,139","3,931",950
Florida,Jefferson,224,214,974,"2,417","1,103",348,363,320,"1,783","2,034","1,506",951
Florida,Lafayette,106,33,283,"1,187",542,111,53,86,"1,023",668,538,952
Florida,Lake,"10,990","4,848","36,479","51,421","22,766","7,829","3,113","6,114","54,280","51,715","25,337",953
Florida,Lee,"14,729","6,570","90,831","109,276","56,357","9,400","1,753","14,553","119,393","113,868","41,102",954
Florida,Leon,"2,935","2,301","19,674","51,126","29,822","9,135","1,537","7,473","43,974","44,590","20,493",955
Florida,Levy,396,541,"3,722","7,048","4,231",706,327,741,"5,982","6,796","3,452",956
Florida,Liberty,63,48,419,"1,017",735,148,83,144,929,832,608,957
Florida,Madison,147,194,"1,401","2,360","1,504",775,510,673,"2,541","2,411","1,266",958
Florida,Manatee,"11,575","6,204","30,226","49,092","38,460","12,416","2,372","6,231","62,824","59,915","21,375",959
Florida,Marion,"4,058","2,376","40,310","62,276","28,492","6,620","1,731","6,971","63,158","53,174","22,560",960
Florida,Martin,"1,974","1,067","10,995","29,404","17,803","2,994",633,"3,137","26,134","25,621","9,978",961
Florida,Miami-Dade,"30,591","17,567","108,136","252,622","285,191","176,919","31,174","90,752","343,759","314,160","153,529",962
Florida,Monroe,"1,183",680,"2,804","11,393","11,419","3,100","2,215","2,440","13,631","12,027","4,696",963
Florida,Nassau,"3,051","1,852","10,505","10,947","4,890","1,490",740,943,"9,674","14,491","8,367",964
Florida,Okaloosa,"4,647","3,015","13,643","31,436","20,478","5,406",610,"3,365","25,907","33,428","16,535",965
Florida,Okeechobee,278,108,"2,725","6,449","4,411",548,82,530,"5,637","5,618","2,816",966
Florida,Orange,"31,382","17,937","99,352","182,057","91,510","38,971","6,866","24,961","166,730","193,560","82,824",967
Florida,Osceola,"10,724","6,289","34,070","42,820","11,487","2,900","1,352","5,682","36,317","43,485","24,158",968
Florida,Palm Beach,"17,848","10,631","93,236","252,856","145,264","37,339","8,424","34,310","234,323","214,682","82,283",969
Florida,Pasco,"11,479","7,331","51,099","71,617","59,737","6,813","1,407","10,548","85,625","81,008","32,302",970
Florida,Pinellas,"7,366","5,020","25,820","121,665","163,788","75,268","14,312","31,269","183,571","147,601","50,798",971
Florida,Polk,"13,024","6,406","54,761","86,078","53,158","19,769","7,683","12,941","96,240","91,198","40,500",972
Florida,Putnam,482,803,"3,785","11,247","9,363","2,357","1,785","2,276","11,002","10,791","5,753",973
Florida,St. Johns,"11,884","6,818","27,366","30,604","9,352","2,820","2,409","2,047","27,052","43,609","18,545",974
Florida,St. Lucie,"5,140","2,180","36,349","46,514","20,670","6,110","1,564","5,226","46,971","46,205","20,125",975
Florida,Santa Rosa,"4,888","3,330","15,992","26,454","11,353","3,246",434,"2,000","17,964","28,949","16,784",976
Florida,Sarasota,"10,030","3,932","37,236","65,403","55,153","14,540","2,934","9,200","80,994","73,738","25,296",977
Florida,Seminole,"6,385","4,717","27,722","83,412","45,759","7,924","2,175","6,455","61,040","73,134","37,465",978
Florida,Sumter,"5,791","8,933","25,200","13,693","3,821","1,171",467,"1,903","36,321","16,730","4,122",979
Florida,Suwannee,541,528,"2,422","7,121","3,138",914,485,"1,167","5,031","5,587","3,364",980
Florida,Taylor,110,226,893,"2,644","1,618","1,227",454,527,"2,154","3,146","1,345",981
Florida,Union,222,84,825,"1,600",864,177,236,185,"1,296","1,733",794,982
Florida,Volusia,"6,117","4,569","39,063","90,307","55,240","20,468","4,622","12,508","85,939","86,091","35,848",983
Florida,Wakulla,790,517,"3,646","4,533","1,417",319,160,228,"2,649","5,214","3,291",984
Florida,Walton,"2,824","1,506","8,330","10,589","3,540","1,279",567,"1,330","8,090","12,490","6,725",985
Florida,Washington,331,223,"1,276","3,848","2,104",940,315,325,"3,238","3,532","1,942",986
Georgia,Appling,130,191,703,"2,665","1,993",696,272,542,"2,067","2,455","1,586",987
Georgia,Atkinson,189,44,475,"1,108",623,315,199,149,"1,123",981,700,988
Georgia,Bacon,79,171,627,"1,538",783,416,129,289,"1,112","1,224","1,118",989
Georgia,Baker,76,10,226,386,460,163,127,110,375,611,352,990
Georgia,Baldwin,408,277,"3,271","5,594","4,616","1,805",727,"1,060","4,882","6,625","4,131",991
Georgia,Banks,249,67,"1,676","2,868","1,209",570,302,201,"1,973","2,161","2,606",992
Georgia,Barrow,"1,687",678,"10,012","9,495","3,394","1,223",779,969,"7,094","11,163","8,042",993
Georgia,Bartow,"1,478",730,"8,981","16,381","6,547","2,629","1,159","1,399","10,556","14,841","11,109",994
Georgia,Ben Hill,55,75,701,"2,628","1,761",809,583,625,"3,099","1,748","1,140",995
Georgia,Berrien,147,186,"1,136","2,967","1,860",800,295,442,"2,837","2,614","1,498",996
Georgia,Bibb,"1,236","1,518","7,496","16,539","16,716","10,122","4,527","6,977","22,002","18,945","10,230",997
Georgia,Bleckley,128,132,672,"1,195","1,291",620,212,71,"1,571","1,445","1,163",998
Georgia,Brantley,187,240,"1,381","2,721","1,619",455,160,241,"2,591","2,383","1,548",999
Georgia,Brooks,167,67,"1,010","2,396","1,542",895,315,330,"2,090","2,079","1,893",565
Georgia,Bryan,"1,883","1,177","3,417","4,881","1,323",469,353,506,"2,919","6,163","3,915",573
Georgia,Bulloch,"1,791","1,640","6,450","10,000","5,193","1,805","1,088","1,404","9,243","10,231","7,089",579
Georgia,Burke,452,227,"1,162","2,873","2,058",743,438,766,"2,375","2,481","2,331",583
Georgia,Butts,133,65,"2,536","3,011","1,928",340,329,331,"2,084","3,189","2,738",588
Georgia,Calhoun,3,91,194,493,532,220,193,156,574,580,416,592
Georgia,Camden,591,883,"4,758","9,202","2,773","1,180",359,"1,149","6,176","7,847","4,574",603
Georgia,Candler,14,46,697,"1,672","1,129",289,195,318,"1,581","1,107","1,036",616
Georgia,Carroll,785,369,"10,899","15,822","9,188","2,909","2,224","1,630","11,812","16,077","12,677",620
Georgia,Catoosa,537,584,"6,027","8,945","6,441","2,111",506,"1,156","7,034","10,299","6,662",626
Georgia,Charlton,109,30,559,"1,352","1,121",395,260,256,"1,177","1,188","1,205",635
Georgia,Chatham,"5,459","4,537","21,620","29,508","23,837","15,775","9,132","8,493","39,962","41,985","19,428",646
Georgia,Chattahoochee,12,48,182,850,809,147,502,127,831,"1,184",408,656
Georgia,Chattooga,85,66,"1,130","2,801","2,368","1,813",843,537,"2,837","2,993","2,739",659
Georgia,Cherokee,"8,101","4,205","28,557","37,286","9,504","1,615","1,104","2,307","19,883","42,144","26,038",662
Georgia,Clarke,"1,453","1,186","8,707","17,744","14,463","4,212","2,519","4,356","18,372","17,864","9,692",666
Georgia,Clay,8,11,197,531,328,114,124,116,524,490,183,670
Georgia,Clayton,"2,089","1,193","21,872","36,088","29,798","5,238",548,"7,226","37,641","31,889","20,070",673
Georgia,Clinch,73,67,322,668,774,429,54,194,652,898,643,676
Georgia,Cobb,"11,949","8,258","51,633","128,528","67,192","12,909","2,890","10,075","87,865","120,257","65,162",680
Georgia,Coffee,403,243,"1,965","7,297","3,270",991,663,"1,090","4,674","5,553","3,515",684
Georgia,Colquitt,233,204,"2,836","5,496","4,193","1,877","1,026","1,128","5,626","5,643","3,468",689
Georgia,Columbia,"4,659","4,772","10,866","17,903","8,034","1,497",502,"1,235","12,767","21,247","12,984",692
Georgia,Cook,118,95,"1,171","1,901","1,835",537,545,449,"1,985","2,002","1,766",697
Georgia,Coweta,"3,542","2,073","15,592","20,594","6,901","2,621","1,781","1,869","13,487","20,979","16,769",700
Georgia,Crawford,224,59,692,"2,449",754,254,141,327,"1,054","1,859","1,333",704
Georgia,Crisp,204,43,908,"2,943","2,692","1,218",471,"1,200","2,576","3,007","1,696",707
Georgia,Dade,122,230,"1,286","2,151","1,484",734,148,287,"1,701","2,401","1,766",708
Georgia,Dawson,644,433,"2,849","3,947","1,123",391,134,120,"2,273","4,028","3,100",713
Georgia,Decatur,235,323,"1,292","3,911","2,049","1,263",611,845,"3,210","3,438","2,191",714
Georgia,DeKalb,"8,846","5,619","45,529","88,354","90,026","35,994","9,431","24,014","112,502","103,538","43,745",718
Georgia,Dodge,57,109,"1,237","2,840","2,213",847,227,507,"2,467","2,626","1,930",720
Georgia,Dooly,0,220,357,"1,382","1,938",600,482,457,"1,729","1,546","1,247",724
Georgia,Dougherty,446,625,"4,140","9,563","12,213","6,078","1,168","4,188","14,043","10,579","5,423",728
Georgia,Douglas,"1,083","1,397","16,120","17,109","12,049","1,696",334,"1,686","14,188","20,024","13,890",731
Georgia,Early,46,18,503,"1,664","1,179",431,355,474,"1,534","1,264",924,735
Georgia,Echols,5,44,265,702,365,83,33,40,407,516,534,737
Georgia,Effingham,"2,308","1,055","6,536","7,387","3,295",732,515,530,"4,889","10,310","6,099",742
Georgia,Elbert,100,84,721,"2,739","2,262","1,109",680,658,"2,392","2,660","1,985",746
Georgia,Emanuel,181,156,836,"2,997","2,478","1,020",605,918,"2,790","2,750","1,815",750
Georgia,Evans,33,91,699,"1,722",887,314,260,177,"1,793","1,276",760,754
Georgia,Fannin,968,237,"2,768","4,080","1,687","1,034",400,518,"3,218","4,274","3,164",755
Georgia,Fayette,"1,864",955,"7,787","22,227","7,078",574,307,"1,181","9,385","16,496","13,730",760
Georgia,Floyd,820,381,"4,485","10,693","10,079","6,350","3,384","3,108","11,199","12,388","9,497",764
Georgia,Forsyth,"10,564","6,656","29,063","27,483","5,044",825,684,"1,260","16,188","40,140","22,731",768
Georgia,Franklin,241,132,"1,585","3,199","2,193",701,374,395,"2,574","2,550","2,906",772
Georgia,Fulton,"25,076","16,610","94,120","138,400","83,851","43,208","26,114","47,647","173,395","148,775","57,562",779
Georgia,Gilmer,133,397,"4,517","4,858","1,545",776,197,515,"3,920","4,551","3,437",781
Georgia,Glascock,43,17,214,356,215,120,153,120,234,420,344,783
Georgia,Glynn,"1,088",681,"6,430","11,734","8,511","4,509","1,238","2,044","12,524","12,058","7,565",793
Georgia,Gordon,430,202,"4,816","7,561","5,075","1,638",724,"1,379","5,633","8,001","5,433",796
Georgia,Grady,452,151,"1,858","3,328","2,079",880,368,536,"2,806","3,422","2,352",797
Georgia,Greene,405,447,"1,916","2,276","1,349",581,397,338,"2,567","2,856","1,610",800
Georgia,Gwinnett,"12,830","8,062","77,929","154,855","39,604","4,968","1,435","9,109","87,445","124,511","78,618",804
Georgia,Habersham,252,106,"4,047","6,100","3,146","1,038",569,821,"4,314","5,315","4,808",806
Georgia,Hall,"4,220","1,795","16,685","25,531","11,313","4,400","1,611","3,640","17,389","25,780","18,746",808
Georgia,Hancock,16,13,465,"1,453",729,198,198,393,"1,013",960,706,810
Georgia,Haralson,53,214,"2,476","4,368","2,546","1,338",459,488,"3,023","4,675","3,268",813
Georgia,Harris,516,547,"3,366","4,792","1,713",796,699,249,"2,069","5,631","4,480",814
Georgia,Hart,397,117,"1,897","4,062","2,339",976,483,552,"3,024","3,554","3,141",816
Georgia,Heard,87,10,612,"2,217","1,088",482,153,224,"1,225","1,832","1,368",817
Georgia,Henry,"4,580","2,831","28,706","32,852","7,132","1,265",838,"1,490","22,667","31,345","22,702",820
Georgia,Houston,"3,508","3,000","13,907","19,641","14,082","3,387",517,"2,652","17,147","23,444","14,799",823
Georgia,Irwin,118,90,289,"1,283",857,536,304,255,"1,162","1,178",882,825
Georgia,Jackson,"2,116",816,"8,567","7,767","2,749","1,169","1,084",797,"4,768","10,280","8,423",828
Georgia,Jasper,115,28,"1,410","1,921",980,350,522,172,"1,331","1,924","1,899",830
Georgia,Jeff Davis,37,138,625,"2,342","1,134",739,124,468,"1,787","1,731","1,153",832
Georgia,Jefferson,111,221,507,"1,898","1,551",729,566,655,"1,832","1,531","1,565",834
Georgia,Jenkins,23,32,681,993,"1,322",277,64,300,"1,086","1,361",645,835
Georgia,Johnson,61,105,362,"1,416",951,298,290,287,"1,159","1,185",852,837
