NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
DORCHESTER MA AMIS DE LA SAGESSE CHURCH OF THE NAZARENE,130 RIVER ST,MATTAPAN,MA,2126,9,196307,10,1000000,5,-7912213.145706997,5201733.280575028
UNITED METHODIST FOUNDATION OF NEW ENGLAND,16 ROUTE 111 STE 3 STE 102,DERRY,NH,3038,9,197106,10,1002000,5,-7927242.946756452,5289600.110509167
CHRIST APOSTIC CHURCH MT ZION,64 MCLELLAN STREET 2ND FLOOR,BOSTON,MA,2121,3,199210,10,1029000,1,-7912989.153877319,5205948.004159074
GREATER LIFE BAPTIST CHURCH,660 WASHINGTON ST,DORCHESTER,MA,2124,3,199603,10,1006007,1,-7911598.105520367,5204319.824357442
ST MARYS INDIAN ORTHODOX CHURCH OF BOSTON,65 GREAT RD,MAYNARD,MA,1754,3,199805,10,1000000,1,-7955700.884021828,5225338.059068904
IGLESIA DE DIOS PENTECOSTAL EL SINAI,74 OAK ST,SPRINGFIELD,MA,1109,3,199603,10,1000000,1,-8078875.789265093,5177001.6691148225
PORTUGUESE CHRISTIAN CHURCH INC,PO BOX 492,FALL RIVER,MA,2722,3,199202,10,1007029,1,-7920896.511266837,5116401.845578584
THE GREAT FEAST OF THE HOLY GHOST OF NEW ENGLAND,PO BOX 1054,FALL RIVER,MA,2722,3,200008,15,0,1,-7920896.511266837,5116401.845578584
AGAWAM CHURCH OF THE BIBLE,335 WALNUT ST EXT,AGAWAM,MA,1001,3,200302,10,0,1,-8085042.109818603,5174259.0477372445
NEW HOPE CHRISTIAN CHURCH INC,195 ALMIRA RD,SPRINGFIELD,MA,1119,3,199304,10,1029000,1,-8072833.367304834,5180595.533429067
CHURCH OF THE GOOD SHEPHARD PRESBYTERIAN,701 FOUNDRY ST,SOUTH EASTON,MA,2375,9,196401,10,1029000,1,-7919823.836653554,5162658.1963347895
BUDDHIST PRACTICE INC,PO BOX 1350,LITTLETON,MA,1460,3,199204,10,1000000,1,-7955970.277189545,5242228.200973683
SOVEREIGN GRACE CHAPEL,449 MAIN ST,SOUTHBRIDGE,MA,1550,3,199204,10,1002000,1,-8019106.907504808,5172563.101781729
TEMPLE SHIRTIKVAH INC OF WINCHESTER,34 VINE ST,WINCHESTER,MA,1890,3,199208,10,1029000,1,-7919150.799012221,5229194.561268721
INTERNATIONAL GOSPEL PARTY,BOX 705,ROXBURY,MA,2258,3,199411,10,1000000,1,-7913046.594734569,5210350.11018873
BOSTON CENTRAL KOREAN EVANGELICAL CHURCH INC,421 COMMON ST,BELMONT,MA,2478,3,199306,10,1029000,1,-7923181.0098569,5218410.082160063
READING CLERGY ASSOCIATION,300 HAVERHILL ST ST ANTHANOSIUS CH,READING,MA,1867,3,199303,10,2000000,5,-7913494.989643485,5242124.255641357
BAPTIST CHURCH OF GRAFTON INC,PO BOX 304,GRAFTON,MA,1519,9,195504,10,1000000,5,-7980568.656389628,5191519.633214777
BIBLE TRUTH LIFELINE CHURCH MINISTRIES INC,30 BELDEN ST,DORCHESTER,MA,2125,3,199301,10,1029000,1,-7910975.161649891,5208828.516337616
SONS OF GOD APOSTOLIC SPIRITUAL BAPTIST CHURCH INC BETHANY APOSTOL,8 RUSSELL RD,WAYLAND,MA,1778,3,200207,10,0,1,-7945660.867827692,5210870.061683814
CHINESE CHRISTIAN CHURCH OF PRAISE AND WORSHIP CORP,89 UNION PARK ST APT 306,BOSTON,MA,2118,3,199211,10,1006029,1,-7911197.911950963,5212113.362917965
OPERATION BEACON STREET INC,28 WELLESLEY RD,NATICK,MA,1760,3,199212,10,1006007,1,-7940607.185584662,5206913.24547556
BETHEL PENTECOSTAL CHURCH UNITED HOLY CHURCH OF AMERICA NEW ENGLAND,112 HUMBOLDT AVE,DORCHESTER,MA,2121,3,199711,10,1002000,1,-7913349.049791057,5208500.922326032
DZOGCHEN FOUNDATION,PO BOX 734,CAMBRIDGE,MA,2140,3,199306,10,200000000,1,-7917627.948378167,5219459.189182102
MOTHER CAROLINE ACADEMY AND EDUCATION CENTER,515 BLUE HILL AVE,DORCHESTER,MA,2121,3,199403,11,46000000,1,-7913042.141954936,5207144.147336317
PENTECOSTAL CHURCH REFUGE OF SALVATION INC,PO BOX 70205,SPRINGFIELD,MA,1107,3,199303,10,1000000,1,-8082330.812300848,5178629.072518557
CLINICAL PASTORAL EDUCATION,319 CONCORD RD,WESTON,MA,2493,3,199308,10,29004000,5,-7939436.215861002,5218325.085622116
TEMPLE ETZ CHAIM,900 WASHINGTON ST,FRANKLIN,MA,2038,3,199303,10,1000000,1,-7952984.911085453,5167385.938936612
SUFI ORDER INTL OF GREATER BOSTON,PO BOX 380165,CAMBRIDGE,MA,2238,9,199310,10,1000000,5,-7917358.443890953,5217108.241947797
GREATER GRACE COMMUNITY CHURCH WORLD OUTREACH,5 IDAL ST,PEPPERELL,MA,1463,3,199402,10,1000000,1,-7964234.302227571,5261427.421833589
FULL LIFE GOSPEL CENTER INC,183 NORFOLK ST,DORCHESTER,MA,2124,3,200004,10,0,1,-7912532.076048125,5203992.8375905305
CHURCH OF GOD OF PROPHECY,270 WARREN ST # 272,ROXBURY,MA,2119,3,199305,10,1029000,1,-7912781.654346478,5209212.580543875
LA PRIMERA IGLESIA DE DIOS INC ISMAEL FERNANDEZ,2015 MAIN ST,HARTFORD,CT,6120,3,199908,10,0,1,-8090256.203447874,5128389.535463779
MASJID AN-NUR AND MADINA ISLAMIC SCHOOL,28 CIRCUIT ST,ROXBURY,MA,2119,3,199309,10,1000000,1,-7913247.303776468,5209556.459944531
IGLESIA CRISTO EL REY,158 BROWN AVE APT 2,ROSINDALE,MA,2131,3,199808,10,1000000,1,-7917114.542886627,5203741.0970648145
BRISTOL TRINITY EPISCOPAL CHRUCH INC,143 LINCOLN ST,NORTH EASTON,MA,2356,9,194001,10,0,5,-7916493.71408647,5171124.027110195
RUCNI INC,EMMANUEL GOSPEL CTR 2 SAN JUAN ST,BOSTON,MA,2118,3,199306,10,1002007,1,-7911803.823939351,5212203.72547497
BREAD OF LIFE FULL GOSPEL TEMPLE,35 S MAIN ST,UXBRIDGE,MA,1569,3,199310,10,1007029,1,-7973598.497793098,5172178.867349712
ST JOHNS CHURCH EPISCOPAL,96 GREENFIELD RD STE 1,BOSTON,MA,2126,3,199912,10,0,1,-7915152.202902923,5201263.020985988
MOVIMIENTO EVANGELISTICO MISIONERO EL FARO UNIVERSAL INC,234 HAVERHILL ST,LAWRENCE,MA,1840,3,199304,10,1006029,1,-7921835.602491172,5267957.573570666
CATHEDRAL OF LIFE,242 CAMBRIDGE ST,BOSTON,MA,2114,9,196402,10,1030059,1,-7911153.606793631,5215228.205878462
CHURCH OF GOD OF PROPHECY,20 MORELAND ST,ROXBURY,MA,2119,3,196906,10,200001000,1,-7912835.087702064,5209904.718312515
SPIRITUAL ASSEMBLY OF THE BAHAIS OF LEXINGTON TOWN,32 SCHOOL ST,LEXINGTON,MA,2421,9,199505,10,1000000,1,-7931704.854586433,5227928.79859017
LIVING WORLD CHRISTIAN FELLOWSHIP,PO BOX 269,CHESTER,MA,1011,9,0,10,0,5,-8124495.852426065,5203658.338639001
BOSTON UNITED PENTECOSTAL CHURCH,73 BROOKS ST,BOSTON,MA,2135,3,199407,10,1000000,1,-7921807.327340512,5214285.013815972
SOLID ROCK BAPTIST COMMUNITY CHURCH INC,821 LIBERTY ST,SPRINGFIELD,MA,1104,3,199509,10,1003006,1,-8080052.2136438005,5179765.944114592
HOPE CHRISTIAN CHURCH INC,58 MOUNT VERNON ST,WINCHESTER,MA,1890,3,199510,10,1000000,1,-7918697.172087238,5229090.004959626
BERKSHIRE HILLS SDA SCHOOL,900 CHESHIRE RD RT 8,LANESBORO,MA,1237,9,194704,10,211029000,5,-8147772.423992471,5237738.745675223
NEW VISION CHURCH INC,PO BOX 365705,HYDE PARK,MA,2136,3,200311,10,0,1,-7917167.4196447525,5199709.94603335
MT ZION INC,RRI BOX 185,BRUSTON,NY,12916,3,199308,10,1029003,1,-8294985.326119162,5594837.292941092
RENEWED BAPTIST CHURCH,48 CLINTON ST,FRAMINGHAM,MA,1702,9,195504,10,1000000,5,-7949650.335738743,5203092.440837045
NEW ENGLAND INSTITUTE OF JEWISH STUDIES INC,1894 BEACON ST APT 2,BROOKLINE,MA,2445,3,199401,15,29000000,1,-7920114.3805245245,5211556.597986417
BREAD OF LIFE ASSEMBLY OF GOD,22 STATE RD E,WESTMINSTER,MA,1473,9,196408,10,1002029,5,-8003476.53780252,5243279.049865418
TRINITY LUTHERAN CHURCH,39 PROSPECT ST,GT BARRINGTON,MA,1230,9,198804,10,1000000,1,-8167519.722422762,5190937.929507296
LOWELL MISSION CHURCH INC,403 ANDOVER ST,LOWELL,MA,1852,3,199408,10,1000000,1,-7935984.866368447,5257765.802203508
CHINESE CHRISTIAN CHURCH OF GRACE IN MALDEN,50 EASTERN AVE,MALDEN,MA,2148,3,199311,10,1000000,1,-7911027.927088526,5224691.540742949
THE CHABAD CENTER OF NATICK INC,159 BODEN LN,NATICK,MA,1760,3,199508,10,1000000,1,-7947346.244918299,5203792.708594323
FAITH TEMPLE INC,12 CORNIAN RD,BOSTON,MA,2126,3,199405,10,1007000,1,-7914990.900960766,5201788.943042474
CROSSLIGHT GOSPEL CHURCH,2611 WESTFIELD ST,W SPRINGFIELD,MA,1089,9,196408,10,1002029,5,-8091660.387504738,5177067.540157051
CONGREGATION AM SEGULAH,124 NEWFIELD RD,SPRINGFIELD,MA,1119,1,199405,10,1000000,1,-8072738.857057154,5180606.641140909
CALVARY ASSEMBLY OF GOD,18 S WESTFIELD ST,FEEDING HILLS,MA,1030,9,196408,10,1002029,5,-8090528.156963877,5170930.137577372
NEW HOPE CHRISTIAN FELLOWSHIP,32 CARLETON RD,MILLBURY,MA,1527,3,199402,10,1029000,1,-7992159.353090516,5188305.906428949
DORCHESTER CHURCH OF CHRIST,1505 BLUE HILL AVE,MATTAPAN,MA,2126,3,199311,10,1029201,1,-7914119.937264795,5201943.746595609
REFUGEE-IMMIGRATION MINISTRY,6 PLEASANT ST STE 612,MALDEN,MA,2148,3,199410,15,994029560,1,-7911201.362855181,5225064.93851598
SHALOM COMMUNITY CORP,56 DANJOU DR,MARLBOROUGH,MA,1752,3,200205,10,0,1,-7963026.597071953,5211035.855868742
BAHAIS OF WILLIAMSTOWN TOWN,213 BRESSETT RD,WILLIAMSTOWN,MA,1267,9,199505,10,1000000,1,-8149566.337586599,5260304.157751016
ARK OF THE COVENANT SPIRITUAL BAPTIST CHURCH,373 WASHINGTON ST,DORCHESTER,MA,2124,3,199903,10,998000000,1,-7911815.95776385,5205793.135202424
BAHAIS OF SHELBURNE TOWN,34 ANDERSON RD,SHELBURNE FLS,MA,1370,9,199505,10,1000000,1,-8092378.06426188,5249950.100380258
GREATER FRAMINGHAM COMMUNITY CHURCH,PO BOX 629,FRAMINGHAM,MA,1704,3,201109,10,0,1,-7950321.36962924,5202777.081446953
SAINT ANNAS ORTHODOX CHURCH INC,852 SOUTH ST,ROSLINDALE,MA,2131,3,199711,10,1000000,1,-7918479.987760698,5204310.645099659
LUBAVITCH FOUNDATION OF LEXINGTON INC,9 BURLINGTON ST,LEXINGTON,MA,2420,3,199501,10,1029000,1,-7929594.014402005,5230676.729904592
MORE ABUNDANT LIFE CHRISTIAN OUTREACH MINISTRIES INC,29 ANNAWON ST,SPRINGFIELD,MA,1109,3,199609,15,994007000,1,-8076679.789670216,5177341.08241768
FOUNTAIN OF SALVATION CHRISTIAN CHURCH,165 HAVERHILL ST,LAWRENCE,MA,1840,3,199703,10,1000000,1,-7921442.199410708,5268031.050127184
ADVENT CHRISTIAN CHURCH,560 PLEASANT ST,ATTLEBORO,MA,2703,9,195809,10,0,5,-7933512.237838951,5153976.097478875
BAHAIS OF MONTAGUE TOWN,514 TURNERS FALLS RD,MONTAGUE,MA,1351,9,199505,10,1000000,1,-8074610.805614329,5242588.845767405
GRACE COMMUNITY CHURCH OF CHELMSFORD MASSACHUSETTS,275 BILLERICA RD,CHELMSFORD,MA,1824,3,200006,10,0,1,-7939538.629792533,5250622.999757262
GENERAL COUNCIL CHRISTIAN CHURCH OF NORTH AMERICA,1494 FALL RIVER AVE,SEEKONK,MA,2771,9,198512,10,1000000,5,-7938804.47775075,5129064.625824502
INTERNATIONAL CHURCH OF GOD,24 RAY AVE,BURLINGTON,MA,1803,3,199406,10,1000000,5,-7924246.11474481,5233536.706621125
MAPLE RIDGE CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,659 AMHERST RD,SUNDERLAND,MA,1375,9,197205,10,1000000,5,-8075489.339035672,5225765.626966527
CHURCH OF GOD AND SAINTS OF CHRIST,428 WASHINGTON ST,BOSTON,MA,2124,9,197308,10,1000000,5,-7911723.005989037,5205521.781995384
WESTERN MASSACHUSETTS INTERTRIBAL SPIRITUAL COUNCIL INC,741 BAY RD,AMHERST,MA,1002,3,199405,10,1029000,1,-8069803.4734044215,5208476.834978141
CENTER FOR CAREER DEVELOPMENT AND MINISTRY INC,121 MANCHESTER ST,NASHUA,NH,3064,3,199410,10,2000000,1,-7956695.523672068,5278283.250380402
BAHAI GROUP OF WARREN TOWN,PO BOX 1508,WARREN,MA,1083,9,196506,10,0,2,-8036651.30453179,5192924.675063332
TABERNACLE OF PRAISE ASSEMBLY OF GOD,8 MAPLE RD,OXFORD,MA,1540,9,196408,10,1002029,5,-8000150.088778636,5178885.550884908
CONGREGATION ETZ CHAIM INC,5 ROBIN RD,SHARON,MA,2067,3,199703,10,1000000,1,-7923171.9929781435,5178378.303694139
LIGHTHOUSE BAPTIST CHURCH OF HUDSON,321 DERRY RD,HUDSON,NH,3051,3,199502,10,1029000,5,-7949952.679475734,5284218.981081702
RUSSIAN EVANGELICAL BAPTIST CHURCH OF SPRINGFIELD MASS,866 NORTH RD,WESTFIELD,MA,1085,3,199406,10,1000000,1,-8093228.433852054,5187813.47848934
CAMBRIDGE KOREAN PRESBYTERIAN CHURCH,929 CONCORD TPKE,ARLINGTON,MA,2476,3,201410,10,0,1,-7924526.417222624,5223049.429125387
HOLY ORTHODOX CHURCH IN NORTH AMERICA,850 SOUTH ST,ROSLINDALE,MA,2131,3,199704,10,1000000,1,-7918459.950252356,5204306.130713852
IGLESIA PENTECOSTAL MONTE HOREB MI,45 CHARLTON ST,SOUTHBRIDGE,MA,1550,3,199708,10,1000000,1,-8018146.888216206,5172776.672044994
IGLESIA EVANGELICA SHADDAI INC,PO BOX 083,BOSTON,MA,2118,3,199406,10,1000000,1,-7912036.5929946015,5212087.308540845
IGLESIA CRISTIANA SHALOM ADONAI INC,86 WILLIAM KELLEY RD,STOUGHTON,MA,2072,3,201205,10,0,1,-7912819.614292839,5178958.938887424
SOURCE OF LIFE INC,143 OAKLAND ST,SPRINGFIELD,MA,1108,3,199407,10,1000000,1,-8077760.367967345,5174314.699444915
SPIRITUAL ASSEMBLY OF THE BAHAIS OF CAMBRIDGE,PO BOX 380376,CAMBRIDGE,MA,2238,9,199505,10,1000000,1,-7917358.443890953,5217108.241947797
5TH IGLESIA DE JESUCRISTO EL BUEN SAMARITANO M I CORP,52 HUMPHREY ST APT 1,DORCHESTER,MA,2125,3,199907,10,0,1,-7911178.7649985505,5208863.89596424
WORD OF GRACE INC,848 NORTH RD,WESTFIELD,MA,1085,3,199507,10,1029000,1,-8093597.903241994,5187879.72493529
CALVARY PRAISE AND WORSHIP CENTER INC,PO BOX 382592,CAMBRIDGE,MA,2238,3,199909,10,0,1,-7917358.443890953,5217108.241947797
RESURRECTION COMMUNITY BAPTIST CHURCH,PO BOX 260418,MATTAPAN,MA,2126,3,199902,10,0,1,-7914144.650191753,5202274.724769689
IGLESIA PENTECOSTAL CASA DEL ALFARERO INC,34 VARNUM ST,WORCESTER,MA,1603,3,199511,10,1029000,1,-7997805.922941515,5196890.693131513
FRANCES JACOBSON EARLY CHILDHOOD CENTER INC,477 LONGWOOD AVE,BOSTON,MA,2215,3,199503,16,574000000,1,-7915885.575708271,5212089.718191217
MAHANAIM EVANGELICAL CHURCH INC,8 HOUGHTON ST,HUDSON,MA,1749,3,200204,10,0,1,-7966662.4029607475,5219673.365393745
REDEEMER PRESBYTERIAN CHURCH,191 SUDBURY RD,CONCORD,MA,1742,9,197404,10,1000000,1,-7943420.340436495,5229405.487906896
ASUNCION DE LA VIRGEN MARIA,2121 COMMONWEALTH AVE,BRIGHTON,MA,2135,9,194603,10,0,5,-7921983.880052907,5212086.856731472
PENTECOSTAL CHURCH HABACUC 2-20 OF FITCHBURG,1 CALDWELL PL,FITCHBURG,MA,1420,3,199511,10,1000000,1,-7993396.446591699,5249299.323854014
SHELTER OF THE MOST HIGH PENTECOSTAL CHURCH INC,280 UNION AVE,BROOKLYN,NY,11211,3,199702,10,1000000,1,-8232153.822528165,4969469.024201104
GRACE & TRUTH CHAPEL,50 MAIN ST,ASHLAND,MA,1721,3,199409,10,1000000,1,-7955612.941624102,5200309.786387375
NEW JERUSALEM BAPTIST CHURCH,10 FREDERICK ST,FRAMINGHAM,MA,1702,9,195504,10,1000000,5,-7949922.6232132185,5202973.5780030945
DISCIPLES BAPTIST CHURCH INC,80 BICKFORD ST # 90,JAMAICA PLAIN,MA,2130,3,199806,10,1000000,1,-7915038.657022315,5209622.105592341
MONASTERY OF THE HOLY CROSS IN JERUSLEM,PO BOX 127,ASHUELOT,NH,3441,3,199703,10,1003029,1,-8061993.743208328,5278074.411346885
SHILOH BAPTIST CHURCH,1 HOLTON ST,MEDFORD,MA,2155,3,199710,10,1029000,1,-7918401.28488071,5224049.138051182
BETHLEEN HAITIAN BAPTIST CHURCH,281 NORFOLK ST # 287,DORCHESTER,MA,2124,3,200102,10,0,1,-7912824.401030944,5203607.0287778275
CEDAR WOOD FOUNDATION INC,80 LOMBARD ST,NEWTON,MA,2458,3,199511,15,994029000,1,-7924978.374355248,5213447.653709266
CHURCH OF OUR LORD APOSTOLIC,65 WELLINGTON ST,SPRINGFIELD,MA,1109,3,199909,10,998000000,1,-8076644.946669596,5177568.2650196515
MISSIONARY DIOCESE OF NEW ENGLAND INC,7 BERNARD RD,WELLESLEY HLS,MA,2481,3,199908,10,0,1,-7935676.734017931,5206818.26726902
HIS GRACE MINISTRY,282 LITTLE ALUM RD,BRIMFIELD,MA,1010,9,197210,10,1000000,5,-8030900.428317916,5183768.3634423865
CONGREGACION LEON DE JUDA,68 NORTHAMPTON ST,BOSTON,MA,2118,9,195504,10,1000000,5,-7912161.04818531,5211250.89570177
SPANISH CHURCH OF GOD,29 DIETZ RD,HYDE PARK,MA,2136,3,199907,10,0,1,-7919489.655542195,5198791.006430347
ZALTHO FOUNDATION INC,8 PINE RD,WAYLAND,MA,1778,3,199805,10,1000000,1,-7944632.721010726,5210699.451805943
IKHLAS INTERNATIONAL INC,1268 BLUE HILL AVE,MATTAPAN,MA,2126,3,199508,10,3000000,1,-7913970.6578276465,5203167.8217103
UNITY IN CHRIST DELIVERANCE CHURCH OF MASSACHUSETTS INC,45 DEARBORN ST,SPRINGFIELD,MA,1109,9,200908,10,0,1,-8076404.719208463,5178088.074422609
CHRIST THE KING PRESBYTERIAN CHURCH,PO BOX 390699,CAMBRIDGE,MA,2139,9,197404,10,1000000,1,-7915194.504309425,5216136.988995837
ALLAN KARDEC SPIRITIST SOCIETY OF MASSACHUSETTS INC,2 ELM ST,MALDEN,MA,2148,3,200408,15,0,1,-7912253.888640633,5225176.086016357
FRANKLIN BAPTIST CHURCH INC,650 PLEASANT ST,FRANKLIN,MA,2038,3,199502,10,1000000,1,-7945198.891940902,5176631.809433078
ZION ALL NATIONS MINISTRIES,PO BOX 176,LOWELL,MA,1853,3,199602,10,1000000,1,-7938679.5772820795,5258592.724514402
CATHEDRAL OF PRAISE BAPTIST CHURCH INC,40 ALBEMARLE ST,SPRINGFIELD,MA,1109,3,199512,10,1000000,1,-8076891.074063739,5177632.189239887
HOPE PENTECOSTAL CHURCH INC,176 GARDEN ST,FEEDING HILLS,MA,1030,3,199801,10,1000000,1,-8088278.61269393,5170456.451916916
IGLESIA DE DIOS DE LA PROFECIA INC,PO BOX 2259,WORCESTER,MA,1613,3,200602,10,0,1,-7992145.1041956935,5200819.861028292
MARLBOROUGH MA NEW LIFE FELLOWSHIP CHURCH OF THE NAZARENE,400 HEMENWAY ST UNIT 199,MARLBOROUGH,MA,1752,9,196307,10,1000000,5,-7960101.566131869,5215197.472696163
COMMUNITY OF KHMER BUDDHIST MONKS INC,48 TOWNSEND AVE,LOWELL,MA,1854,3,199508,10,4000000,1,-7943420.229117005,5257657.145409917
LUTHERAN CHURCH OF THE WAY,110 ROBINSON ST,RAYNHAM,MA,2767,9,194107,10,1029000,5,-7911114.64497185,5157753.851649796
NEW CARIBBEAN MISSION INTERNATIONAL INC,532 HYDE PARK AVE,ROSLINDALE,MA,2131,3,199509,10,1000000,1,-7916907.9339117175,5203351.988280872
CITY-WIDE OUTREACH-MINISTRY,PO BOX 302217,JAMAICA PLAIN,MA,2130,3,199707,15,995029149,1,-7915952.478722233,5208691.81672394
SUDBURY ANCIENT FYFE AND DRUM COMPANIE,PO BOX 93,SUDBURY,MA,1776,3,199507,16,90908062,5,-7949938.653219896,5215872.721777778
NEW HOPE PM CHURCH,20 REED RD,SANDOWN,NH,3873,9,196806,10,1000000,5,-7927031.996321399,5305894.69834371
VIETNAMESE BUDDHIST COMMUNITY OF MASS PHO HIEN BUDDIST MEDITATION,96 DEWEY ST,WORCESTER,MA,1610,3,199508,10,1000000,1,-7995058.33526975,5199906.078223571
GENERAL COUNCIL CHRISTIAN CHURCH OF NORTH AMERICA,1201 HYDE PARK AVE # 1205,HYDE PARK,MA,2136,9,198512,10,1000000,5,-7917447.054205628,5199694.303763362
OVERSEAS BURMESE CHRISTIAN FELLOWSHIP,30 GORDON ST,ALLSTON,MA,2134,3,199512,10,1029000,1,-7919299.85581039,5213954.21835102
IGLESIA MOVIMIENTO MISION CRISTIANA,59 GREENBRIER ST 2,DORCHESTER,MA,2124,3,200106,10,0,1,-7911585.526417907,5205725.409048811
GREATER LOVE IN DEVINE PURITY AND HOLINESS MINISTRY,PO BOX 90632,SPRINGFIELD,MA,1139,3,199602,10,1005029,5,-8077397.132468887,5177894.19299774
CAMBRIDGE MA BETHESDA,234 FRANKLIN ST,CAMBRIDGE,MA,2139,9,196307,10,1000000,5,-7915290.79566896,5215652.002532673
UPPER ROOM CHRISTIAN FELLOWSHIP,PO BOX 847,W WARREN,MA,1092,3,199605,10,1000000,1,-8041548.694209748,5192816.310066078
INTERNATIONAL WORSHIP CENTER OF THE AG,285 PROSPECT ST,STOUGHTON,MA,2072,9,196408,10,1002029,5,-7913875.257024036,5179558.070309357
CHURCH OF JESUS CHRIST AGAPE MINISTRIES INC,332 APPLETON ST,HOLYOKE,MA,1040,3,199610,10,1408568,1,-8083052.719198641,5191838.225394735
LORDS HARVEST CHURCH INTERNATIONAL,PO BOX 600263,NEWTONVILLE,MA,2460,3,199609,10,1007000,1,-7926840.860755709,5213962.653793029
MASTER BUILDER MINISTRIES,397 BAY ST,FALL RIVER,MA,2724,9,196408,10,0,5,-7923325.391236456,5115358.363602575
SINGLE FLOWER SANGHA INC,290A WHILEY RD,GROTON,MA,1450,3,199812,10,1000000,1,-7961396.545768263,5250296.372935375
BETHLEHEM LUTHERAN CHURCH,345 MAIN ST,STURBRIDGE,MA,1566,9,198704,10,0,1,-8024530.059137778,5177680.207716067
CHURCH OF GOD OF PROPHECY,PO BOX 2259,WORCESTER,MA,1613,9,196906,10,29120000,5,-7992145.1041956935,5200819.861028292
NEW FAITH MISSONARY BAPTIST CHURCH,PO BOX 190642,ROXBURY,MA,2119,3,199601,10,1029000,1,-7912858.242156148,5209748.1284434935
GANN ACADEMY THE NEW JEWISH HIGH SCHOOL OF GREATER BOSTON INC,333 FOREST ST,WALTHAM,MA,2452,3,199512,11,46995030,1,-7927957.84052633,5220426.562613774
KHANDAROHI BUDDHIST CENTER,34 AVON ST,SOMERVILLE,MA,2143,3,199605,10,1000000,1,-7915038.545702825,5218915.405355234
AGLOW INTERNATIONAL,12 BROOKLINE ST,LAWRENCE,MA,1841,9,197309,10,29994000,1,-7919457.261570374,5268736.454284623
MEE YUAN BUDDHIST ASSOCIATION INC,360 WARD ST,NEWTON,MA,2459,3,199602,10,1000000,1,-7924635.510323603,5211849.810385012
EVANGEL ASSEMBLY OF GOD,348 STONY HILL RD,WILBRAHAM,MA,1095,9,196408,10,1002029,5,-8067134.69993215,5181684.751360279
INTOWN ASSEMBLY OF GOD,865 FITCHBURG STATE RD,ASHBY,MA,1431,9,196408,10,1002029,5,-7992017.532059243,5257399.582365109
SPIRITUAL ASSEMBLY OF THE BAHAIS OF ARLINGTON TOWN,PO BOX 56,ARLINGTON,MA,2476,9,199505,10,1000000,1,-7925867.817086686,5223640.797715193
MINISTERIO LOS MILAGROS DE JESUS INC,516 ESSEX ST,LAWRENCE,MA,1840,3,200112,15,0,1,-7922180.692912626,5267277.526050839
ALL SAINTS EVANGELICAL LUTHERAN CHURCH,149 ROXBURY ST,BOSTON,MA,2119,9,198804,10,1000000,1,-7913594.063990288,5210597.358397341
BOSTON-WEST KOREAN PRESBYTERIAN CHURCH,657 BOSTON POST RD,WESTON,MA,2493,3,199610,10,1007000,1,-7938112.40447649,5215977.734720421
CONGREGATION SHAAREI TEFILLAH INC,35 MORSELAND AVE,NEWTON CENTRE,MA,2459,3,201312,10,0,1,-7925649.185606764,5211910.953919211
ELIOT EDUCATIONAL CENTER INCORPORATED,56 DALE ST,ROXBURY,MA,2119,3,199907,11,0,1,-7913160.697212636,5209193.610327297
LIGHTHOUSE COMMUNITY CHURCH,9 BURT ST,ATTLEBORO,MA,2703,3,199603,10,1000000,1,-7938743.8086282695,5151199.990905161
CORNERSTONE DELIVERANCE MINISTRIES INC,1195 RIVER ST,HYDE PARK,MA,2136,3,199512,10,1029000,1,-7917230.871754509,5199412.446511164
NORTH AMERICAN KNANAYA DIOCESE INC,7 MARTINO WAY,POMONA,NY,10970,3,199804,10,1003000,1,-8240092.34937511,5040546.935115828
RESERVOIR CHURCH,15 NOTRE DAME AVE,CAMBRIDGE,MA,2140,3,199808,10,1000000,1,-7918309.223661822,5219853.482147053
SPIRIT AND LIFE BIBLE CHURCH,385 COLUMBIA ROAD 3,DORCHESTER,MA,2125,3,201502,10,0,1,-7911518.400764958,5207689.81457553
EUROPEAN MISSIONS SOCIETY,214 CONCORD ST,FRAMINGHAM,MA,1702,3,200709,10,2007006,1,-7949963.143507873,5203150.819584744
NEW BEGINNINGS CHRISTIAN FELLOWSHIP INC,PO BOX 2247,PLAINVILLE,MA,2762,9,196408,10,1002029,5,-7940545.180628288,5161739.085526358
VICTORY CHURCH INCORPORATED,162 RIFLE ST,SPRINGFIELD,MA,1105,3,199705,10,1000000,1,-8077817.697505105,5175530.267938806
VIETNAMESE CHRISTIAN CTR OF THE ASSEMBLIES OF GOD,73 CANTERBURY ST,WORCESTER,MA,1603,9,196408,10,1002029,5,-7994405.446456251,5198260.588692707
GRACE CHURCH OF ALL NATIONS INC,33 ELM HILL AVE,DORCHESTER,MA,2121,3,200202,10,0,1,-7913205.781606407,5207845.768283263
CELESTIAL CHURCH OF CHRIST FAITH PARISH,PO BOX 116,NATICK,MA,1760,3,199804,10,1000000,1,-7942380.839031466,5203601.611917198
WAT LAO MIXAYARAM OF NEW ENGLAND INC,45 BERNIER ST,LOWELL,MA,1852,3,199611,10,1000000,1,-7935412.016268829,5253945.5588164395
SPIRITUAL ASSEMBLY OF THE BAHAIS OF CONCORD TOWN,89 LEE DR,CONCORD,MA,1742,9,199505,10,1000000,1,-7946432.311898891,5231824.540541435
