State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Alabama,Winston,49.01,50.99,6.53,15.24,6.72,9.85,10.81,13.72,15.88,12.65,8.61,95.75,0.68,0.3,0.38,0.0,1.12,1.77,3.16,93.71,23.73,25.64,21.25,11.25,17.89,37.01,2.23,17.73,88.0,12.0,332
Arkansas,Arkansas,47.91,52.09,7.9,16.97,7.26,10.08,12.07,12.39,14.54,11.24,7.55,71.27,25.17,0.58,0.06,0.0,0.68,2.24,3.37,68.89,19.67,19.3,25.66,12.55,22.69,40.78,2.15,13.41,94.74,5.26,46
Arkansas,Ashley,48.26,51.74,6.95,17.37,8.93,8.2,11.46,12.83,13.82,12.05,8.38,72.27,24.86,0.01,0.17,0.46,1.1,1.13,5.64,67.95,24.48,24.83,18.21,16.07,16.25,34.76,1.45,19.03,92.34,7.66,50
Arkansas,Baxter,48.7,51.3,4.91,13.08,6.46,8.27,9.51,11.27,15.56,16.25,14.69,95.02,0.13,0.5,0.4,0.04,0.87,3.05,2.44,93.32,17.68,30.49,22.32,12.27,17.08,33.32,1.98,15.77,94.22,5.78,54
Arkansas,Benton,49.71,50.29,8.34,19.2,8.61,13.2,14.34,12.4,10.69,7.82,5.4,81.95,1.53,1.2,4.0,0.66,2.89,7.78,16.82,70.17,9.12,16.27,19.87,15.93,38.31,45.93,1.03,12.29,91.29,8.71,59
Arkansas,Boone,49.25,50.75,7.63,16.25,7.35,10.64,11.17,12.93,13.45,12.03,8.54,95.87,0.14,0.68,0.74,0.0,0.28,2.3,2.57,93.76,17.05,25.33,20.49,16.2,20.69,39.72,1.9,13.93,93.18,6.82,62
Arkansas,Bradley,47.26,52.74,7.26,18.6,6.54,9.69,15.2,12.38,12.52,9.58,8.23,66.86,27.46,3.33,0.07,0.0,0.57,1.71,15.52,55.27,21.12,26.28,16.83,14.54,20.29,35.03,2.14,19.17,89.17,10.83,68
Arkansas,Calhoun,49.7,50.3,4.78,15.47,8.46,9.96,10.99,12.28,16.75,11.42,9.88,74.48,22.07,0.0,0.0,0.29,0.18,2.99,4.22,72.15,16.6,23.32,22.55,11.66,24.1,34.99,3.4,20.05,91.68,8.32,72
Arkansas,Carroll,49.76,50.24,7.16,16.14,6.76,9.94,10.27,11.93,15.0,14.27,8.53,89.28,0.84,1.21,1.38,1.0,1.71,4.58,15.22,78.23,16.73,21.74,25.87,13.68,21.77,37.25,1.39,15.26,88.49,11.51,74
Arkansas,Chicot,46.65,53.35,7.1,18.18,7.33,9.11,9.65,11.38,16.01,11.04,10.21,40.98,55.71,0.0,0.65,0.0,0.43,2.24,5.88,36.98,33.41,27.34,19.78,7.31,11.63,29.09,4.09,20.3,89.39,10.61,77
Arkansas,Clark,47.53,52.47,6.21,17.34,20.07,9.39,9.26,10.51,11.53,9.0,6.7,69.84,24.27,0.2,0.64,0.05,3.02,1.98,4.88,68.04,23.98,18.41,15.84,13.9,18.22,40.88,1.36,18.51,90.97,9.03,86
Arkansas,Clay,49.0,51.0,6.53,16.58,7.15,10.33,11.65,12.73,13.84,11.64,9.55,95.76,0.24,0.39,0.03,0.0,1.42,2.16,2.23,95.0,24.12,28.21,18.99,14.43,14.25,37.7,2.18,15.82,94.17,5.83,93
Arkansas,Cleburne,49.92,50.08,5.8,14.67,5.87,9.09,10.79,11.85,15.7,14.26,11.97,96.19,0.78,0.9,0.34,0.0,0.03,1.77,2.44,93.96,16.61,29.12,23.24,14.23,16.77,35.51,1.85,15.95,92.39,7.61,97
Arkansas,Cleveland,47.77,52.23,5.8,18.69,6.31,9.48,11.65,13.57,14.66,12.36,7.48,84.48,13.4,0.29,0.0,0.0,0.0,1.83,0.0,84.48,20.37,26.92,16.67,17.37,18.67,37.56,1.13,17.0,96.35,3.65,103
Arkansas,Columbia,47.92,52.08,7.47,15.3,16.69,10.13,10.82,10.69,12.23,9.11,7.56,60.88,36.36,0.15,0.83,0.0,0.92,0.86,2.71,59.12,25.92,23.18,17.91,9.4,17.6,35.92,2.4,22.24,92.69,7.31,107
Arkansas,Conway,49.34,50.66,6.69,17.56,7.02,10.63,11.19,13.46,14.45,10.79,8.21,85.18,10.12,0.43,0.49,0.0,0.01,3.76,4.04,81.36,23.66,22.84,18.19,13.74,21.04,39.17,3.15,14.42,94.3,5.7,109
Arkansas,Craighead,48.88,51.12,8.49,17.82,11.31,13.68,13.06,11.33,11.0,7.86,5.46,77.66,15.16,0.19,1.34,0.0,2.03,3.62,5.17,74.76,17.51,22.92,18.02,13.33,25.66,43.9,2.35,14.14,91.44,8.56,114
Arkansas,Crawford,49.14,50.86,7.6,18.42,7.88,11.53,11.94,12.85,13.35,9.62,6.82,87.71,1.56,1.93,1.65,0.03,2.98,4.15,7.99,83.73,19.5,24.49,20.15,13.59,22.13,38.31,1.91,17.33,91.6,8.4,115
Arkansas,Crittenden,47.45,52.55,9.75,19.13,9.24,11.68,11.79,12.41,12.54,8.2,5.27,42.7,48.52,0.18,0.74,0.05,0.21,7.61,2.74,41.22,25.15,23.86,15.6,13.55,21.47,39.64,3.83,14.18,91.97,8.03,119
Arkansas,Cross,48.21,51.79,8.08,17.71,6.7,10.84,12.47,12.7,13.54,11.23,6.73,73.65,17.82,0.2,0.04,0.0,0.06,8.23,2.05,72.11,19.16,25.38,17.41,16.68,21.36,40.54,2.92,12.79,92.35,7.65,124
Arkansas,Dallas,46.8,53.2,5.95,12.75,5.77,11.2,9.59,12.88,17.1,14.28,10.48,52.6,45.76,0.0,0.0,0.44,0.0,1.19,0.53,52.12,23.16,25.09,22.58,11.26,17.92,40.21,3.29,13.04,92.33,7.67,128
Arkansas,Desha,46.03,53.97,7.81,19.87,6.0,10.44,11.79,11.04,14.54,10.94,7.57,48.51,47.69,0.35,0.4,0.0,1.53,1.52,6.4,44.27,28.39,30.02,20.55,10.21,10.66,33.41,1.34,19.05,92.28,7.72,130
Arkansas,Drew,48.92,51.08,7.04,17.79,11.89,11.48,10.44,11.1,12.85,10.26,7.15,68.52,28.49,0.0,0.03,0.0,1.12,1.84,3.53,66.21,26.3,17.54,14.72,14.69,23.36,38.89,1.21,17.67,95.21,4.79,136
Arkansas,Faulkner,48.43,51.57,7.28,17.84,14.61,12.99,12.46,11.54,10.96,7.58,4.75,81.71,11.48,0.37,1.15,0.14,1.86,3.29,4.17,79.67,15.41,22.37,16.77,13.07,29.25,45.27,1.43,15.86,91.7,8.3,141
Arkansas,Franklin,49.67,50.33,6.67,17.24,8.82,10.04,11.61,12.51,14.04,11.22,7.84,93.55,0.53,1.64,0.76,0.34,0.98,2.21,3.23,91.66,25.14,25.21,18.15,17.43,13.51,36.51,2.11,18.41,94.59,5.41,144
Arkansas,Fulton,49.1,50.9,6.1,15.74,7.04,7.55,9.91,12.29,15.98,14.41,10.99,94.67,0.24,0.92,0.13,0.21,0.07,3.74,0.58,94.54,25.91,26.76,16.21,13.32,17.68,30.51,1.81,20.44,89.14,10.86,146
Arkansas,Garland,47.85,52.15,6.4,15.05,6.98,10.27,11.24,11.92,14.63,13.39,10.12,85.18,8.17,0.99,0.83,0.04,1.8,2.99,5.79,81.6,18.29,24.03,23.89,13.88,19.02,37.28,2.55,15.22,89.92,10.08,151
Arkansas,Grant,49.58,50.42,6.96,16.7,7.51,11.25,12.28,13.98,14.17,10.12,7.04,94.04,2.52,0.11,0.0,0.16,0.4,2.77,2.87,92.54,14.36,16.41,19.92,16.06,33.25,42.06,1.19,15.94,94.47,5.53,155
Arkansas,Greene,48.88,51.12,8.68,17.18,8.99,11.78,12.43,13.15,12.08,9.24,6.48,93.78,2.17,0.27,0.38,0.05,0.74,2.61,2.89,91.75,18.55,23.98,21.87,13.97,21.21,39.53,2.78,16.12,92.56,7.44,162
Arkansas,Hempstead,46.14,53.86,8.03,19.03,8.07,9.23,11.98,12.19,13.81,9.97,7.69,56.3,30.11,0.56,0.13,0.34,10.03,2.53,12.99,54.13,18.76,26.72,22.28,13.74,17.94,36.27,1.57,17.44,90.55,9.45,172
Arkansas,Hot Spring,49.58,50.42,6.3,17.75,6.94,11.61,11.62,12.37,14.02,11.75,7.64,86.94,9.56,0.27,0.17,0.0,0.77,2.3,3.39,84.49,18.4,24.77,24.0,13.14,19.7,38.49,2.4,15.67,93.06,6.94,184
Arkansas,Howard,47.9,52.1,8.18,20.14,6.73,9.35,14.34,11.7,12.51,9.91,7.15,66.16,20.54,0.44,0.89,0.13,9.3,2.56,12.83,63.58,25.18,29.36,18.27,10.73,16.39,37.67,2.47,14.48,89.63,10.37,191
Arkansas,Independence,49.23,50.77,7.75,18.01,9.09,10.05,12.03,12.43,13.92,9.83,6.89,89.83,1.82,0.28,0.82,0.0,3.23,4.02,6.69,87.91,17.4,24.78,20.79,16.4,19.04,39.47,1.77,16.28,91.45,8.55,200
Arkansas,Izard,49.31,50.69,5.27,14.74,7.59,7.8,8.54,13.3,16.36,14.57,11.83,94.86,0.0,0.89,0.0,0.0,0.18,4.06,2.23,94.04,20.85,30.43,20.04,15.29,13.16,31.09,4.09,18.41,94.37,5.63,203
Arkansas,Jackson,52.02,47.98,7.55,17.07,7.94,10.03,11.12,12.0,14.58,12.04,7.66,77.6,9.61,0.0,0.0,0.04,0.13,12.62,2.99,77.2,26.64,29.34,19.72,9.66,14.51,34.67,4.53,16.47,91.24,8.76,209
Arkansas,Jefferson,47.02,52.98,7.78,17.77,9.5,10.56,10.5,12.19,13.91,10.91,6.87,37.98,57.07,0.25,1.06,0.57,0.98,2.11,2.11,36.97,24.03,25.13,19.42,12.05,17.17,36.15,3.56,16.94,94.04,5.96,213
Arkansas,Johnson,49.1,50.9,7.84,18.69,8.63,10.57,12.17,12.6,13.31,9.82,6.37,89.01,1.46,0.18,2.27,0.16,2.04,4.88,14.04,78.9,20.74,32.01,19.55,10.99,14.42,36.74,1.31,19.23,92.45,7.55,218
Arkansas,Lafayette,49.73,50.27,6.57,12.94,9.22,8.19,10.33,12.28,16.96,13.07,10.42,59.59,35.97,0.3,0.76,0.0,1.67,1.71,2.97,58.13,27.63,30.66,18.36,9.39,13.97,34.85,2.73,19.42,92.43,7.57,222
Arkansas,Lawrence,50.1,49.9,7.09,17.25,8.97,10.71,11.45,12.35,13.51,10.67,8.01,95.15,0.93,0.28,0.07,0.01,0.25,3.32,1.6,94.19,19.51,26.28,24.82,13.45,14.38,37.09,2.63,17.27,93.43,6.57,230
Arkansas,Lee,48.39,51.61,7.44,15.54,9.12,9.35,10.06,12.6,14.05,12.56,9.31,41.73,56.87,0.18,0.08,0.0,0.35,0.79,2.74,39.71,36.65,18.83,18.37,11.46,14.49,32.51,5.61,17.05,91.75,8.25,237
Arkansas,Lincoln,42.67,57.33,9.16,17.87,6.26,8.92,8.21,13.52,13.95,13.09,9.03,78.19,18.47,0.29,0.0,0.0,1.81,1.24,3.12,76.82,22.69,19.92,30.85,11.37,15.17,35.0,0.53,15.32,93.52,6.48,244
Arkansas,Little River,47.76,52.24,6.9,16.2,7.35,9.11,13.81,12.89,13.0,12.44,8.3,74.43,19.38,1.09,0.34,0.0,1.9,2.85,3.73,72.6,20.98,21.58,19.83,16.15,21.45,37.92,3.41,14.82,94.91,5.09,251
Arkansas,Logan,49.43,50.57,7.28,16.11,7.48,10.32,11.39,13.59,14.21,11.51,8.12,89.89,1.37,0.82,1.61,0.0,0.88,5.44,3.07,88.67,17.65,30.47,22.45,12.39,15.4,38.47,2.57,15.95,93.94,6.06,258
Arkansas,Lonoke,48.62,51.38,8.12,19.28,7.59,12.77,13.29,13.24,12.29,8.24,5.17,88.27,5.46,0.49,1.0,0.22,1.16,3.41,4.61,85.48,14.41,19.73,18.71,15.81,31.2,43.47,2.16,13.55,92.76,7.24,268
Arkansas,Madison,50.9,49.1,7.84,17.15,6.12,12.26,10.67,12.82,14.3,11.58,7.25,92.59,0.01,0.71,0.77,0.63,1.42,3.88,5.85,88.42,21.61,27.67,14.57,16.05,19.99,35.98,3.16,17.04,90.95,9.05,277
Arkansas,Marion,48.41,51.59,5.33,13.8,5.3,8.23,9.12,11.9,18.53,16.79,10.98,95.86,0.63,1.04,0.58,0.0,0.07,1.82,2.38,93.77,21.19,34.46,20.2,10.93,12.83,30.11,2.02,20.97,94.15,5.85,282
Arkansas,Miller,48.38,51.62,7.42,17.97,8.02,11.7,12.23,12.93,13.31,9.95,6.48,69.83,24.92,1.34,0.3,0.1,1.62,1.89,3.37,68.09,21.69,24.1,21.39,11.24,21.27,37.14,3.01,18.03,91.1,8.9,287
Arkansas,Mississippi,48.3,51.7,8.99,18.95,10.04,10.56,12.07,11.79,13.17,8.72,5.71,59.94,35.25,0.02,0.48,0.08,1.2,3.03,4.44,57.41,24.1,23.84,19.2,9.66,23.06,39.96,3.53,14.13,92.46,7.54,294
Arkansas,Monroe,47.66,52.34,7.88,14.94,7.46,9.18,10.65,11.18,16.24,12.68,9.81,54.53,42.22,0.69,0.24,0.0,0.46,1.87,1.1,53.91,31.37,18.94,17.59,16.9,15.21,37.34,2.15,15.21,91.6,8.4,300
Arkansas,Montgomery,50.11,49.89,5.5,14.38,6.31,8.34,9.48,12.61,16.77,15.36,11.24,92.26,0.18,1.11,0.38,0.0,3.09,2.98,4.35,91.03,22.18,32.1,19.49,8.23,18.0,33.88,2.48,17.15,89.07,10.93,304
Arkansas,Nevada,50.48,49.52,6.86,16.93,8.17,8.7,10.83,14.23,14.92,11.43,7.92,61.85,35.46,0.26,0.06,0.01,0.0,2.35,0.01,61.84,24.02,22.15,34.71,9.93,9.01,34.22,2.26,20.37,92.18,7.82,307
Arkansas,Newton,49.59,50.41,5.91,15.81,6.65,8.16,9.44,12.22,15.66,16.35,9.8,93.09,0.0,1.76,0.1,0.44,0.74,3.87,0.94,93.01,19.11,24.8,25.12,15.48,15.5,30.73,1.86,19.54,95.57,4.43,311
Arkansas,Ouachita,47.11,52.89,6.2,17.66,8.16,9.67,10.05,13.08,15.54,11.38,8.25,56.28,42.72,0.0,0.04,0.0,0.12,0.83,2.38,54.83,24.86,29.2,17.42,12.53,15.83,34.22,2.81,19.48,93.8,6.2,316
Arkansas,Perry,51.32,48.68,6.04,16.71,6.65,10.36,13.01,13.2,14.48,11.64,7.91,92.71,2.59,0.14,0.06,0.0,1.63,2.87,2.97,91.79,18.74,26.85,16.88,13.02,24.04,32.78,1.93,23.0,95.07,4.93,318
Arkansas,Phillips,46.61,53.39,8.49,18.22,8.47,10.39,10.17,11.31,14.39,10.97,7.59,34.64,64.01,0.05,0.0,0.0,0.3,1.0,1.95,33.54,36.65,19.12,20.6,9.81,13.46,31.88,5.33,17.52,92.46,7.54,322
Arkansas,Pike,49.33,50.67,6.52,16.31,8.99,8.92,12.03,13.49,14.15,11.2,8.39,89.13,3.48,0.45,0.2,0.0,3.64,3.1,6.62,86.44,19.49,26.59,21.29,10.99,21.37,40.33,1.43,15.81,91.43,8.57,327
Arkansas,Poinsett,48.74,51.26,7.5,17.95,8.06,11.06,11.28,13.44,13.3,10.54,6.87,87.07,3.63,0.08,0.05,0.0,1.09,8.08,3.21,85.76,23.59,26.97,25.12,10.93,13.27,36.91,1.85,18.39,89.46,10.54,333
Arkansas,Polk,48.8,51.2,6.75,17.4,6.57,9.62,10.94,11.94,14.2,13.1,9.48,90.3,0.45,1.6,0.31,0.11,3.53,3.7,6.58,87.3,23.87,28.52,20.39,12.13,15.03,33.92,3.96,15.39,90.42,9.58,337
Arkansas,Pope,49.38,50.62,7.49,17.61,12.95,11.55,11.26,11.55,12.55,8.86,6.17,89.46,2.62,0.53,1.13,0.0,2.73,3.53,9.28,83.7,16.19,28.2,18.46,9.29,23.42,39.4,2.1,18.37,92.71,7.29,340
Arkansas,Prairie,49.26,50.74,6.99,15.06,6.12,10.55,10.2,13.03,15.03,12.12,10.9,85.87,11.6,0.12,0.17,0.0,0.5,1.74,1.8,84.48,16.62,29.17,23.74,14.32,16.15,41.04,1.69,12.21,93.36,6.64,345
Arkansas,Pulaski,47.4,52.6,8.16,16.63,8.9,13.08,12.8,12.12,13.02,9.44,5.87,54.37,37.2,0.35,2.21,0.07,2.46,3.33,6.16,51.39,17.55,21.35,18.11,12.69,29.73,43.54,2.3,14.07,92.12,7.88,350
Arkansas,Randolph,50.37,49.63,7.09,17.81,7.47,11.23,11.52,12.17,13.46,11.0,8.25,93.73,0.58,0.34,0.33,0.63,0.77,3.62,2.24,92.54,21.79,29.2,20.68,13.53,14.61,36.92,1.38,17.56,92.45,7.55,353
Arkansas,St. Francis,49.84,50.16,8.25,17.73,8.74,12.68,11.31,10.62,12.72,11.03,6.93,39.77,53.49,0.24,0.71,0.18,1.84,3.76,4.74,39.39,28.76,27.66,19.48,12.34,11.37,35.57,2.1,18.39,90.09,9.91,357
Arkansas,Saline,48.65,51.35,7.25,17.57,7.08,11.63,13.66,12.62,12.45,10.49,7.26,87.28,7.4,0.28,1.21,0.09,1.04,2.7,5.0,83.62,10.11,17.89,18.5,18.18,35.19,44.18,1.76,11.49,94.16,5.84,360
Arkansas,Scott,52.74,47.26,7.45,17.77,6.97,10.47,10.29,12.59,14.03,12.49,7.95,86.97,2.13,0.36,1.38,0.0,4.49,4.67,7.92,84.07,20.92,27.38,24.61,9.09,17.99,37.34,2.18,14.84,93.28,6.72,364
Arkansas,Searcy,49.94,50.06,5.91,14.65,7.85,8.49,9.98,12.4,15.53,14.7,10.49,90.96,0.36,3.36,0.36,0.0,0.12,4.85,2.67,90.84,26.95,34.67,16.41,12.11,9.85,34.66,1.45,18.15,94.61,5.39,372
Arkansas,Sebastian,48.84,51.16,7.73,17.83,9.44,11.66,12.18,12.62,12.89,9.5,6.14,71.95,6.17,1.06,4.57,0.02,9.88,6.35,14.49,68.99,16.86,26.55,20.4,12.14,23.35,42.66,1.93,14.2,89.18,10.82,378
Arkansas,Sevier,50.91,49.09,9.21,20.89,8.8,11.12,11.77,12.31,12.25,8.17,5.49,61.86,4.56,2.7,0.49,0.49,27.36,2.55,33.75,56.77,20.47,25.7,24.99,12.72,16.11,38.49,2.11,15.65,83.88,16.12,390
Arkansas,Sharp,49.04,50.96,5.57,16.39,5.83,9.09,10.47,12.07,14.77,15.14,10.67,93.96,0.92,0.17,0.02,0.0,0.31,4.63,2.42,92.08,21.27,34.75,20.72,13.94,9.13,31.53,1.72,18.98,94.24,5.76,394
Arkansas,Stone,49.35,50.65,5.57,14.96,6.19,8.73,9.95,10.82,16.84,14.8,12.14,94.09,0.02,0.36,0.51,0.0,0.72,4.3,1.92,92.89,26.67,25.89,25.93,8.87,12.32,30.43,2.69,19.41,92.67,7.33,399
Arkansas,Union,48.11,51.89,7.57,17.88,7.72,10.89,11.63,12.54,14.35,10.37,7.04,64.01,33.05,0.74,0.78,0.0,0.42,1.0,4.02,60.52,22.37,22.37,17.5,13.61,23.84,37.83,1.54,17.77,93.07,6.93,403
Arkansas,Van Buren,49.29,50.71,5.32,15.09,7.21,8.06,10.01,12.41,16.37,13.96,11.57,94.52,0.46,1.29,0.13,0.09,0.85,2.66,3.23,92.81,20.94,31.93,20.9,11.63,14.55,32.29,2.15,19.62,90.58,9.42,407
Arkansas,Washington,50.03,49.97,8.32,18.18,14.2,13.48,13.13,11.14,10.15,7.0,4.41,75.11,3.39,0.81,2.66,2.66,9.27,6.1,16.98,69.38,15.11,22.58,19.71,11.64,28.45,45.16,1.94,14.99,88.34,11.66,417
Arkansas,White,48.87,51.13,7.12,17.86,11.37,10.93,11.56,12.64,12.49,9.43,6.61,90.98,4.21,0.46,0.8,0.0,0.81,2.75,4.46,87.87,18.02,25.36,19.2,12.15,21.01,38.19,1.83,18.97,90.84,9.16,428
Arkansas,Woodruff,46.55,53.45,6.68,16.67,7.86,7.42,10.6,13.51,14.56,13.78,8.92,69.65,29.38,0.0,0.0,0.0,0.0,0.97,0.24,69.41,29.3,21.85,14.61,19.15,15.08,38.84,2.31,12.8,94.66,5.34,435
Arkansas,Yell,50.54,49.46,7.64,17.63,8.92,9.24,13.6,12.43,13.78,9.82,6.93,77.75,1.85,0.39,1.24,0.0,17.12,1.64,20.8,74.76,16.29,27.19,24.07,13.89,18.26,40.27,1.45,16.26,92.8,7.2,438
Arizona,Apache,48.92,51.08,7.94,20.84,8.74,12.04,10.68,11.29,12.96,9.38,6.14,21.84,0.61,73.87,0.37,0.08,0.79,2.44,6.36,17.95,32.93,24.03,15.86,10.05,16.27,24.7,2.71,28.3,73.85,26.15,761
Arizona,Cochise,48.05,51.95,7.51,16.83,7.25,9.6,10.34,10.75,14.08,13.49,10.15,82.72,3.38,1.04,1.9,0.28,2.3,8.38,35.94,54.98,17.29,23.86,20.17,13.98,24.32,33.85,2.41,15.76,92.17,7.83,763
Arizona,Coconino,49.16,50.84,6.47,18.3,17.55,12.34,10.88,10.29,11.57,8.17,4.43,63.27,1.36,25.99,1.93,0.12,2.96,4.36,14.34,53.96,14.66,16.09,18.42,13.52,27.37,42.86,3.33,16.44,88.94,11.06,771
Arizona,Gila,49.13,50.87,6.65,14.04,6.74,8.75,8.62,10.38,15.94,16.92,11.96,74.2,0.6,16.06,0.84,0.06,3.28,4.95,18.87,62.17,19.46,25.82,18.36,14.88,21.08,32.5,2.32,15.61,89.89,10.11,787
Arizona,Graham,49.33,50.67,9.28,22.09,9.94,12.32,11.37,9.77,10.39,8.59,6.25,78.23,0.88,13.1,0.69,0.05,1.39,5.65,31.55,52.71,17.5,19.64,21.75,16.7,23.46,34.81,2.57,16.41,92.62,7.38,0
Arizona,Greenlee,53.25,46.75,8.97,20.57,11.71,7.32,17.4,9.67,11.52,6.95,5.88,87.72,1.86,3.75,0.4,0.0,1.43,4.84,47.31,46.12,9.77,18.49,29.17,16.13,25.94,41.0,0.8,15.83,96.96,3.04,1
Arizona,La Paz,50.9,49.1,4.98,11.97,4.64,8.55,8.19,8.95,12.69,19.13,20.9,74.0,0.92,14.66,0.82,0.02,4.08,5.49,27.74,57.12,29.01,25.25,20.03,11.94,13.41,26.05,2.7,14.27,86.67,13.33,3
Arizona,Maricopa,49.31,50.69,7.62,17.73,9.53,12.88,12.97,12.53,11.55,8.83,6.35,73.86,5.62,1.9,4.27,0.22,7.06,7.08,31.18,54.57,11.29,18.02,17.86,14.58,37.6,44.92,2.21,12.34,89.09,10.91,9
Arizona,Mohave,49.92,50.08,5.4,12.76,6.13,8.93,8.9,10.85,16.38,17.54,13.12,88.1,0.83,2.03,1.2,0.23,3.07,4.53,16.46,77.03,17.45,25.57,21.48,14.19,21.16,32.01,2.56,16.62,90.59,9.41,15
Arizona,Navajo,49.14,50.86,8.2,20.31,8.17,10.2,10.42,11.02,13.35,11.23,7.09,47.81,0.84,44.39,0.48,0.15,2.87,3.46,10.81,42.08,24.5,25.13,18.42,13.18,18.31,29.04,3.58,20.54,86.55,13.45,17
Arizona,Pima,48.45,51.55,6.68,16.08,11.45,11.1,11.22,10.98,12.52,11.37,8.59,73.67,3.34,3.54,2.93,0.16,8.5,7.86,37.62,51.27,16.18,21.27,18.31,14.05,28.79,40.56,2.79,13.92,91.08,8.92,21
Arizona,Pinal,49.19,50.81,7.19,18.04,7.55,10.66,12.11,10.94,11.97,12.94,8.6,77.8,4.01,4.71,1.67,0.2,4.7,6.91,29.48,57.86,11.95,19.77,21.24,16.27,30.56,36.0,2.66,14.57,91.24,8.76,26
Arizona,Santa Cruz,47.76,52.24,8.21,20.81,8.01,10.4,10.99,11.3,12.27,10.43,7.6,78.17,0.76,0.61,0.41,0.0,9.34,10.71,83.55,14.86,20.11,29.13,18.78,12.62,19.13,35.65,2.91,14.41,88.31,11.69,32
Arizona,Yavapai,48.69,51.31,4.85,12.73,6.13,8.02,8.82,10.57,17.27,18.99,12.62,89.41,0.66,1.29,1.02,0.06,3.46,4.11,14.67,80.21,14.9,22.8,21.32,14.75,24.46,33.76,2.06,14.98,90.29,9.71,35
Arizona,Yuma,50.06,49.94,8.45,19.18,10.26,11.89,10.53,10.14,9.95,9.72,9.87,69.83,1.77,1.43,1.18,0.05,14.82,10.93,65.23,29.95,18.69,24.84,21.04,14.62,20.28,36.03,3.32,13.43,87.42,12.58,42
California,Alameda,49.18,50.82,7.01,14.91,8.67,15.02,15.14,13.35,12.16,8.18,5.57,37.94,10.27,0.66,31.35,0.82,11.1,7.87,22.24,30.58,7.99,10.05,10.5,10.8,59.21,49.16,2.36,12.82,95.74,4.26,457
California,Alpine,53.41,46.59,6.64,15.19,3.02,9.15,15.1,5.52,16.31,24.68,4.4,57.2,0.86,31.06,0.52,0.35,0.43,9.58,15.79,51.34,9.15,18.72,17.26,12.51,39.34,29.16,3.71,16.22,92.41,7.59,461
California,Amador,49.7,50.3,5.59,11.87,5.21,9.0,10.71,11.97,16.9,17.57,11.18,88.68,0.17,0.5,0.88,0.08,2.42,7.27,12.14,81.17,10.88,16.27,19.49,15.42,37.8,35.34,2.22,16.23,94.88,5.12,472
California,Butte,49.26,50.74,6.73,15.34,14.24,11.35,11.05,10.61,12.69,10.65,7.33,80.02,1.7,1.16,4.82,0.32,5.02,6.96,16.86,71.18,16.41,19.92,16.88,13.32,31.72,39.86,3.15,16.93,93.96,6.04,486
California,Calaveras,49.7,50.3,4.78,12.89,5.66,8.22,9.56,12.23,18.55,16.83,11.28,87.58,0.86,1.14,1.89,0.03,2.11,6.39,12.37,80.44,11.27,20.3,17.4,16.11,34.62,33.56,1.9,18.76,94.66,5.34,489
California,Colusa,51.1,48.9,8.66,20.46,8.98,11.56,12.36,11.34,12.2,8.12,6.33,79.35,1.35,1.12,0.84,0.15,6.41,10.77,60.03,34.78,13.3,20.6,21.99,17.06,26.79,41.99,1.9,12.55,91.5,8.5,497
California,Contra Costa,48.86,51.14,6.86,17.12,8.07,11.52,13.51,14.07,13.19,9.23,6.43,53.05,8.52,0.45,17.48,0.5,10.86,9.15,25.79,42.61,7.0,10.59,11.85,11.91,58.18,45.32,2.52,12.51,95.0,5.0,503
California,Del Norte,48.36,51.64,7.85,17.67,5.64,9.3,12.21,12.21,15.68,12.11,7.34,72.18,1.09,7.62,3.24,0.11,7.44,8.33,15.9,65.78,18.17,24.6,16.8,14.49,25.72,33.11,2.18,19.74,94.51,5.49,511
California,El Dorado,49.7,50.3,5.62,15.56,6.81,9.02,11.34,13.38,17.0,13.16,8.11,86.62,0.75,0.69,4.77,0.25,2.42,4.49,12.96,77.37,8.87,13.01,14.12,12.04,51.58,40.63,2.01,14.9,95.68,4.32,522
California,Fresno,49.56,50.44,9.37,20.83,10.15,13.46,12.53,11.11,10.43,7.18,4.94,60.43,4.6,1.15,10.71,0.15,14.43,8.53,53.38,28.68,17.35,21.25,17.66,13.17,29.93,39.08,3.64,14.97,92.2,7.8,527
California,Glenn,51.0,49.0,8.32,20.16,8.61,11.42,11.73,11.32,12.07,9.26,7.11,80.51,0.53,2.16,3.15,0.04,10.53,3.08,42.21,51.13,17.75,21.32,21.63,16.56,22.68,38.63,2.25,14.28,90.82,9.18,537
California,Humboldt,49.49,50.51,6.59,14.52,12.25,11.92,12.77,10.82,13.33,11.36,6.44,78.85,1.09,4.52,2.89,0.38,4.4,7.87,11.91,73.48,17.5,22.16,17.43,12.74,27.82,41.24,3.69,16.17,92.25,7.75,551
