State,County,# of Ranked Counties,Length of Life Rank,Quality of Life Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Texas,Brewster,243,90,11,23,93,59,12,2262
Texas,Briscoe,243,109,146,168,212,161,37,2269
Texas,Brooks,243,233,231,149,211,239,229,2279
Texas,Brown,243,159,123,182,20,79,39,2296
Texas,Burleson,243,59,137,223,113,89,169,2304
Texas,Burnet,243,43,28,109,50,30,111,2312
Texas,Caldwell,243,98,154,165,163,135,199,2320
Texas,Calhoun,243,78,52,120,156,143,170,2327
Texas,Callahan,243,74,217,175,98,32,122,2331
Texas,Cameron,243,22,220,65,199,234,242,2359
Texas,Camp,243,166,86,128,97,142,107,2373
Texas,Carson,243,48,5,16,29,6,8,2377
Texas,Cass,243,213,169,242,87,168,231,2382
Texas,Castro,243,87,105,68,217,94,108,2386
Texas,Chambers,243,50,61,55,186,70,236,2395
Texas,Cherokee,243,187,168,236,107,179,204,2400
Texas,Childress,243,175,194,116,72,112,40,2405
Texas,Clay,243,145,10,183,81,29,134,2409
Texas,Cochran,243,237,183,83,219,213,31,2413
Texas,Coke,243,109,49,119,47,88,35,2418
Texas,Coleman,243,236,189,132,233,114,75,2423
Texas,Collin,243,1,1,1,1,3,213,2429
Texas,Collingsworth,243,109,88,131,243,192,24,2434
Texas,Colorado,243,154,119,49,167,83,72,2441
Texas,Comal,243,13,18,20,13,9,180,2449
Texas,Comanche,243,162,65,66,207,99,131,2455
Texas,Concho,243,109,144,31,100,208,83,2458
Texas,Cooke,243,102,34,82,104,58,66,2463
Texas,Coryell,243,42,147,170,59,55,101,2469
Texas,Cottle,243,109,223,143,194,194,2,2473
Texas,Crane,243,141,60,7,235,85,119,2478
Texas,Crockett,243,232,149,46,229,93,45,2483
Texas,Crosby,243,208,187,98,159,197,62,2487
Texas,Culberson,243,109,238,166,242,222,43,2491
Texas,Dallam,243,151,66,122,225,54,58,2498
Texas,Dallas,243,36,93,36,40,123,171,2507
Texas,Dawson,243,196,236,160,202,226,57,2512
Texas,Deaf Smith,243,71,92,25,188,124,42,2515
Texas,Delta,243,228,130,171,67,68,160,2524
Texas,Denton,243,4,6,6,11,4,145,2532
Texas,DeWitt,243,143,151,140,124,128,98,2538
Texas,Dickens,243,109,235,118,181,209,7,2542
Texas,Dimmit,243,79,227,71,126,203,110,2548
Texas,Donley,243,109,156,95,149,119,26,2551
Texas,Duval,243,242,215,107,206,232,123,2556
Texas,Eastland,243,193,173,164,150,87,67,2562
Texas,Ector,243,190,142,157,137,122,132,2568
Texas,Edwards,243,109,50,37,105,151,60,2574
Texas,Ellis,243,31,15,103,49,18,189,2579
Texas,El Paso,243,21,164,24,140,148,235,2588
Texas,Erath,243,32,55,108,37,37,176,2597
Texas,Falls,243,61,234,196,208,189,203,2601
Texas,Fannin,243,163,109,179,132,48,115,2621
Texas,Fayette,243,51,54,62,38,34,139,2624
Texas,Fisher,243,109,191,54,176,66,69,2628
Texas,Floyd,243,161,209,78,215,191,59,2630
Texas,Foard,243,109,141,154,240,133,48,2002
Texas,Fort Bend,243,2,4,2,8,8,177,2009
Texas,Franklin,243,100,23,102,78,44,223,2016
Texas,Freestone,243,206,161,206,175,158,125,2022
Texas,Frio,243,142,224,106,164,219,116,2028
Texas,Gaines,243,16,82,190,241,118,33,2032
Texas,Galveston,243,57,63,137,48,78,147,2059
Texas,Garza,243,6,200,91,200,163,9,2060
Texas,Gillespie,243,17,42,17,5,20,94,2066
Texas,Glasscock,243,NR,NR,NR,NR,NR,NR,2072
Texas,Goliad,243,81,53,75,52,105,49,2079
Texas,Gonzales,243,64,177,141,169,169,179,2086
Texas,Gray,243,203,129,186,146,126,29,2088
Texas,Grayson,243,152,73,189,110,41,175,2094
Texas,Gregg,243,180,155,162,28,131,227,2101
Texas,Grimes,243,155,213,230,120,176,193,2108
Texas,Guadalupe,243,20,43,21,41,19,196,2116
Texas,Hale,243,68,174,110,152,172,81,2120
Texas,Hall,243,109,243,209,223,221,87,2125
Texas,Hamilton,243,238,99,135,108,90,15,2128
Texas,Hansford,243,55,118,96,83,92,30,2132
Texas,Hardeman,243,221,46,219,84,165,38,2137
Texas,Hardin,243,182,145,203,66,97,224,2142
Texas,Harris,243,30,69,15,61,160,241,2149
Texas,Harrison,243,189,134,229,71,174,197,2157
Texas,Hartley,243,109,7,60,118,11,23,2160
Texas,Haskell,243,76,193,205,114,201,70,2163
Texas,Hays,243,7,25,26,26,13,153,2166
Texas,Hemphill,243,104,20,38,70,26,1,2171
Texas,Henderson,243,222,152,228,88,170,206,2178
Texas,Hidalgo,243,12,199,56,210,235,243,2188
Texas,Hill,243,164,113,184,148,82,210,2201
Texas,Hockley,243,165,184,130,90,111,71,2208
Texas,Hood,243,91,30,86,14,47,216,2213
Texas,Hopkins,243,157,125,185,80,76,205,2221
Texas,Houston,243,192,226,227,157,147,239,2228
Texas,Howard,243,218,172,192,177,153,88,2231
Texas,Hudspeth,243,109,242,222,236,238,117,2241
Texas,Hunt,243,147,148,212,125,103,226,2246
Texas,Hutchinson,243,191,153,156,102,130,21,2249
Texas,Irion,243,NR,NR,NR,NR,NR,NR,2255
Texas,Jack,243,211,135,198,192,136,141,2256
Texas,Jackson,243,158,40,117,162,71,95,2264
Texas,Jasper,243,225,198,240,57,230,161,2271
Texas,Jeff Davis,243,109,36,18,214,159,27,2275
Texas,Jefferson,243,177,178,207,55,223,230,2285
Texas,Jim Hogg,243,83,192,41,232,233,106,2288
Texas,Jim Wells,243,198,219,64,142,229,195,2294
Texas,Johnson,243,72,47,167,69,51,233,2299
Texas,Jones,243,93,94,176,170,190,86,2301
Texas,Karnes,243,67,139,67,101,175,84,2307
Texas,Kaufman,243,70,87,159,46,40,217,2314
Texas,Kendall,243,10,3,11,2,5,143,2319
Texas,Kenedy,243,NR,NR,NR,NR,NR,NR,2330
Texas,Kent,243,NR,NR,NR,NR,NR,NR,2335
Texas,Kerr,243,105,59,35,6,53,109,2337
Texas,Kimble,243,243,100,101,34,138,51,2339
Texas,King,243,NR,NR,NR,NR,NR,NR,2342
Texas,Kinney,243,109,176,48,91,187,13,2347
Texas,Kleberg,243,204,117,33,112,216,165,2358
Texas,Knox,243,224,106,92,193,102,74,2364
Texas,Lamar,243,219,179,225,54,144,183,2371
Texas,Lamb,243,169,201,148,161,164,73,2376
Texas,Lampasas,243,46,33,80,147,42,138,2381
Texas,La Salle,243,99,205,43,76,198,148,2388
Texas,Lavaca,243,23,38,187,73,33,157,2392
Texas,Lee,243,85,128,150,79,67,162,2398
Texas,Leon,243,96,110,202,178,188,130,2402
Texas,Liberty,243,210,185,220,197,202,184,2404
Texas,Limestone,243,216,225,235,129,167,207,2408
Texas,Lipscomb,243,109,21,81,185,25,34,2412
Texas,Live Oak,243,41,104,100,127,140,68,2416
Texas,Llano,243,140,80,104,31,98,113,2421
Texas,Loving,243,NR,NR,NR,NR,NR,NR,2424
Texas,Lubbock,243,139,115,51,12,108,137,2428
Texas,Lynn,243,92,208,114,89,113,85,2438
Texas,McCulloch,243,186,157,105,109,195,135,2452
Texas,McLennan,243,69,163,144,18,104,214,2477
Texas,McMullen,243,NR,NR,NR,NR,NR,NR,2494
Texas,Madison,243,168,81,169,131,182,126,2526
Texas,Marion,243,239,222,241,136,225,151,2547
Texas,Martin,243,241,76,53,111,38,149,2564
Texas,Mason,243,109,16,39,64,27,63,2570
Texas,Matagorda,243,173,167,193,155,215,215,2637
Texas,Maverick,243,37,221,87,239,241,194,2649
Texas,Medina,243,54,51,44,116,80,164,2652
Texas,Menard,243,109,67,29,184,204,4,2655
Texas,Midland,243,52,29,50,25,16,146,2657
Texas,Milam,243,181,131,224,179,206,182,2659
Texas,Mills,243,88,158,134,138,106,16,2663
Texas,Mitchell,243,174,196,69,222,152,17,2666
Texas,Montague,243,217,116,195,160,57,93,2669
Texas,Montgomery,243,18,8,13,35,28,238,2682
Texas,Moore,243,95,126,94,213,64,46,2683
Texas,Morris,243,214,203,147,154,199,121,2688
Texas,Motley,243,109,111,127,230,125,22,2692
Texas,Nacogdoches,243,108,133,214,86,155,198,2701
Texas,Navarro,243,185,180,201,94,132,201,2706
Texas,Newton,243,200,228,234,65,231,104,2711
Texas,Nolan,243,209,124,152,119,121,25,2714
Texas,Nueces,243,80,103,47,30,185,158,2194
Texas,Ochiltree,243,15,56,57,221,72,77,2204
Texas,Oldham,243,109,44,84,53,56,6,2210
Texas,Orange,243,212,181,238,77,157,218,2214
Texas,Palo Pinto,243,156,136,221,145,120,178,2220
Texas,Panola,243,178,171,208,135,134,144,2227
Texas,Parker,243,25,13,52,36,14,202,2229
Texas,Parmer,243,170,122,121,205,69,36,2235
Texas,Pecos,243,34,170,145,203,181,76,2239
Texas,Polk,243,188,140,232,45,220,190,2243
Texas,Potter,243,220,211,173,60,180,78,2247
Texas,Presidio,243,11,240,217,231,236,11,2261
Texas,Rains,243,94,62,138,180,95,188,2268
Texas,Randall,243,35,17,12,9,12,100,2274
Texas,Reagan,243,109,143,28,133,17,28,2280
Texas,Real,243,109,112,139,74,200,5,2283
Texas,Red River,243,240,216,243,103,193,212,2295
Texas,Reeves,243,75,121,93,227,156,90,2308
Texas,Refugio,243,77,138,30,165,171,82,2334
Texas,Roberts,243,NR,NR,NR,NR,NR,NR,2348
Texas,Robertson,243,197,190,204,195,173,97,2353
Texas,Rockwall,243,9,9,9,7,1,128,2355
Texas,Runnels,243,146,75,58,63,96,102,2361
Texas,Rusk,243,97,107,200,153,115,228,2367
Texas,Sabine,243,227,188,211,95,228,221,2370
Texas,San Augustine,243,226,233,237,85,224,222,2380
Texas,San Jacinto,243,195,210,231,218,205,225,2387
Texas,San Patricio,243,149,150,126,62,207,127,2415
Texas,San Saba,243,33,91,197,216,150,20,2435
Texas,Schleicher,243,109,39,5,172,61,41,2437
Texas,Scurry,243,49,165,155,151,101,18,2443
Texas,Shackelford,243,109,159,99,68,7,150,2445
Texas,Shelby,243,202,206,215,183,212,174,2448
Texas,Sherman,243,109,22,34,187,21,3,2453
Texas,Smith,243,66,70,89,17,60,219,2465
Texas,Somervell,243,86,79,74,21,91,173,2470
Texas,Starr,243,44,241,213,238,243,156,2474
Texas,Stephens,243,171,197,218,196,166,52,2480
Texas,Sterling,243,NR,NR,NR,NR,NR,NR,2481
Texas,Stonewall,243,109,96,42,139,39,54,2486
Texas,Sutton,243,109,26,8,117,107,32,2490
Texas,Swisher,243,199,229,115,209,210,47,2495
Texas,Tarrant,243,26,98,14,33,45,220,2500
Texas,Taylor,243,172,90,79,15,52,96,2508
Texas,Terrell,243,NR,NR,NR,NR,NR,NR,2518
Texas,Terry,243,207,230,216,224,214,79,2522
Texas,Throckmorton,243,109,89,163,115,141,89,2525
Texas,Titus,243,65,120,151,144,183,154,2531
Texas,Tom Green,243,63,78,70,23,49,91,2536
Texas,Travis,243,5,14,4,4,15,209,2543
Texas,Trinity,243,230,175,194,166,196,191,2553
Texas,Tyler,243,223,166,239,182,227,185,2560
Texas,Upshur,243,215,102,161,123,116,133,2566
Texas,Upton,243,153,162,59,128,109,53,2572
Texas,Uvalde,243,103,127,85,143,184,50,2576
Texas,Val Verde,243,40,84,45,174,186,118,2582
Texas,Van Zandt,243,150,85,153,121,74,120,2586
Texas,Victoria,243,84,77,113,32,117,152,2595
Texas,Walker,243,29,132,158,106,178,234,2603
Texas,Waller,243,24,95,133,191,110,208,2606
Texas,Ward,243,231,186,129,237,77,61,2610
Texas,Washington,243,45,83,123,27,50,163,2613
Texas,Webb,243,14,214,90,220,211,237,2616
Texas,Wharton,243,89,195,125,168,137,155,2618
Texas,Wheeler,243,201,71,88,190,35,65,2623
Texas,Wichita,243,183,160,172,19,75,55,2632
Texas,Wilbarger,243,179,207,210,158,154,80,2634
Texas,Willacy,243,106,232,180,189,242,211,2639
Texas,Williamson,243,3,2,3,3,2,168,2640
Texas,Wilson,243,38,31,40,39,23,103,2641
Texas,Winkler,243,234,182,124,228,127,56,2642
Texas,Wise,243,107,32,177,122,31,192,2643
Texas,Wood,243,176,58,188,56,146,187,2644
Texas,Yoakum,243,47,37,27,201,86,64,2645
Texas,Young,243,194,27,178,130,81,92,2646
Texas,Zapata,243,53,237,146,234,237,114,2650
Texas,Zavala,243,167,239,136,204,240,167,2651
Utah,Beaver,28,19,18,11,23,17,2,2653
Utah,Box Elder,28,11,13,10,9,7,22,2658
Utah,Cache,28,4,8,5,5,6,21,2661
Utah,Carbon,28,25,27,23,11,19,16,2665
Utah,Daggett,28,NR,NR,NR,NR,NR,NR,2668
Utah,Davis,28,5,3,3,3,2,17,2671
Utah,Duchesne,28,26,20,25,25,24,13,2672
Utah,Emery,28,23,16,19,16,20,15,2673
Utah,Garfield,28,27,19,16,27,25,9,2674
Utah,Grand,28,22,11,14,4,22,3,2675
Utah,Iron,28,13,24,15,18,14,14,2676
Utah,Juab,28,20,9,17,22,16,18,2677
Utah,Kane,28,7,10,9,14,13,10,2678
Utah,Millard,28,14,12,18,21,21,7,2680
Utah,Morgan,28,3,1,4,2,1,28,2681
Utah,Piute,28,16,23,26,24,27,1,2685
Utah,Rich,28,16,6,24,13,8,5,2687
Utah,Salt Lake,28,10,14,13,8,10,26,2690
Utah,San Juan,28,28,28,28,28,28,24,2694
Utah,Sanpete,28,9,21,8,19,15,4,2697
Utah,Sevier,28,21,22,21,10,18,6,2702
Utah,Summit,28,1,5,2,1,4,19,2703
Utah,Tooele,28,12,17,22,20,9,8,2707
Utah,Uintah,28,24,25,27,26,23,11,2539
Utah,Utah,28,6,4,1,7,3,23,2555
Utah,Wasatch,28,2,2,6,12,5,25,2567
Utah,Washington,28,8,7,7,17,11,20,2577
Utah,Wayne,28,16,26,12,15,26,12,2580
Utah,Weber,28,15,15,20,6,12,27,2587
Vermont,Addison,14,1,3,2,3,2,2,2590
Vermont,Bennington,14,11,13,9,10,12,1,2591
Vermont,Caledonia,14,10,8,12,9,11,3,2596
Vermont,Chittenden,14,2,2,1,1,1,4,2599
Vermont,Essex,14,14,10,13,14,13,7,2604
Vermont,Franklin,14,7,5,11,12,6,11,2607
Vermont,Grand Isle,14,8,1,5,5,7,13,2609
Vermont,Lamoille,14,3,6,8,7,8,5,2611
Vermont,Orange,14,5,11,7,11,5,9,2612
Vermont,Orleans,14,9,14,14,13,14,8,2614
Vermont,Rutland,14,12,9,10,8,9,14,2615
Vermont,Washington,14,4,4,3,2,3,6,2617
Vermont,Windham,14,13,12,6,4,10,12,2620
Vermont,Windsor,14,6,7,4,6,4,10,2625
Virginia,Accomack,133,79,106,106,119,114,7,2719
Virginia,Albemarle,133,5,13,7,5,10,5,2728
Virginia,Alleghany,133,87,84,97,127,85,20,2733
Virginia,Amelia,133,92,60,113,124,82,103,2741
Virginia,Amherst,133,49,62,56,103,62,53,2746
Virginia,Appomattox,133,61,81,93,110,70,59,2749
Virginia,Arlington,133,1,3,3,10,2,2,2753
Virginia,Augusta,133,18,20,48,33,34,37,2758
Virginia,Bath,133,70,63,66,131,30,6,2763
Virginia,Bedford County,133,37,26,45,55,29,106,2769
Virginia,Bland,133,46,58,44,44,61,55,2772
Virginia,Botetourt,133,19,17,21,20,13,45,2776
Virginia,Brunswick,133,116,117,128,106,127,132,2777
Virginia,Buchanan,133,118,121,131,133,133,116,2784
Virginia,Buckingham,133,58,103,126,129,116,124,2785
Virginia,Campbell,133,38,59,82,89,54,78,2788
Virginia,Caroline,133,57,55,84,104,66,57,2793
Virginia,Carroll,133,48,75,86,73,86,38,2797
Virginia,Charles City,133,123,112,116,102,93,11,2806
Virginia,Charlotte,133,115,118,110,130,115,120,2810
Virginia,Chesterfield,133,29,18,16,17,22,27,2816
Virginia,Clarke,133,42,21,12,79,27,100,2819
Virginia,Craig,133,70,39,73,53,63,18,2820
Virginia,Culpeper,133,47,42,61,84,46,121,2824
Virginia,Cumberland,133,77,104,120,114,88,83,2827
Virginia,Dickenson,133,124,115,118,120,130,126,2832
Virginia,Dinwiddie,133,62,89,100,105,76,109,2838
Virginia,Essex,133,119,124,89,48,100,51,2842
Virginia,Fairfax County,133,3,4,1,14,5,3,2849
Virginia,Fauquier,133,23,9,19,77,11,81,2853
Virginia,Floyd,133,60,61,55,92,50,97,2856
Virginia,Fluvanna,133,35,19,28,27,15,64,2858
Virginia,Franklin County,133,63,72,96,51,65,77,2862
Virginia,Frederick,133,24,24,39,75,24,31,2868
Virginia,Giles,133,100,77,60,81,57,36,2873
Virginia,Gloucester,133,59,45,50,25,35,62,2887
Virginia,Goochland,133,26,15,13,4,20,73,2892
Virginia,Grayson,133,56,79,112,97,91,43,2896
Virginia,Greene,133,20,40,41,90,33,16,2899
Virginia,Greensville,133,99,131,130,67,118,79,2902
Virginia,Halifax,133,105,96,114,83,104,94,2904
Virginia,Hanover,133,21,12,20,12,7,75,2909
Virginia,Henrico,133,31,31,25,13,26,15,2915
Virginia,Henry,133,103,114,102,109,96,127,2918
Virginia,Highland,133,70,68,63,132,59,1,2920
Virginia,Isle of Wight,133,27,47,85,35,39,125,2925
Virginia,James City,133,11,11,11,8,12,44,2930
Virginia,King and Queen,133,114,100,115,86,49,91,2936
Virginia,King George,133,52,28,29,107,19,118,2938
Virginia,King William,133,50,41,71,37,25,96,2943
Virginia,Lancaster,133,102,90,49,23,94,22,2948
Virginia,Lee,133,111,120,121,128,128,119,2950
Virginia,Loudoun,133,2,2,2,18,4,9,2952
Virginia,Louisa,133,64,54,76,76,52,58,2953
Virginia,Lunenburg,133,108,132,122,122,108,123,2954
Virginia,Madison,133,90,53,90,65,44,30,2955
Virginia,Mathews,133,51,51,31,16,41,12,2962
Virginia,Mecklenburg,133,121,108,105,63,110,130,2964
Virginia,Middlesex,133,80,64,59,32,75,46,2965
Virginia,Montgomery,133,12,35,17,26,28,114,2966
Virginia,Nelson,133,66,48,53,56,78,101,2968
Virginia,New Kent,133,41,22,30,24,23,92,2971
Virginia,Northampton,133,101,94,101,46,123,47,2982
Virginia,Northumberland,133,30,88,40,36,107,49,2983
Virginia,Nottoway,133,89,116,129,116,106,93,2984
Virginia,Orange,133,65,44,67,69,55,68,2985
Virginia,Page,133,53,82,111,125,95,29,2986
Virginia,Patrick,133,98,93,95,111,103,80,2987
Virginia,Pittsylvania,133,97,80,98,82,89,131,2988
Virginia,Powhatan,133,25,14,43,31,14,90,2989
Virginia,Prince Edward,133,83,99,88,100,97,33,2990
Virginia,Prince George,133,17,37,54,54,42,129,2991
Virginia,Prince William,133,6,16,9,91,21,133,2992
Virginia,Pulaski,133,94,70,92,74,79,111,2993
Virginia,Rappahannock,133,70,25,35,78,48,14,2994
Virginia,Richmond County,133,104,109,78,39,72,35,2995
Virginia,Roanoke County,133,36,29,24,7,16,76,2996
Virginia,Rockbridge,133,34,67,51,57,53,24,2997
Virginia,Rockingham,133,14,30,47,117,31,13,2998
Virginia,Russell,133,120,105,117,126,111,108,2999
Virginia,Scott,133,93,83,91,61,92,128,2585
Virginia,Shenandoah,133,32,50,52,101,47,32,2594
Virginia,Smyth,133,122,98,108,85,105,50,2600
Virginia,Southampton,133,55,87,107,115,58,48,2608
Virginia,Spotsylvania,133,40,27,34,98,32,69,2619
Virginia,Stafford,133,10,10,10,87,17,40,2629
Virginia,Surry,133,78,91,58,28,90,42,2636
Virginia,Sussex,133,112,123,119,121,124,74,2647
Virginia,Tazewell,133,126,101,127,118,122,71,2656
Virginia,Warren,133,96,43,69,95,56,21,2662
Virginia,Washington,133,86,85,75,62,74,86,2667
Virginia,Westmoreland,133,84,92,74,113,99,60,2684
Virginia,Wise,133,125,122,123,94,125,102,2695
Virginia,Wythe,133,82,71,99,88,81,52,2699
Virginia,York,133,7,7,8,3,8,34,2709
Virginia,Alexandria,133,4,8,6,60,6,72,2712
Virginia,Bristol,133,106,86,77,99,113,63,2716
Virginia,Buena Vista,133,88,95,64,58,87,82,2720
Virginia,Charlottesville,133,15,34,18,2,43,8,2722
Virginia,Chesapeake,133,33,38,37,29,38,87,2724
Virginia,Colonial Heights,133,109,76,83,42,69,112,2727
Virginia,Covington,133,132,125,57,43,101,70,2729
Virginia,Danville,133,127,127,72,40,131,105,2732
Virginia,Emporia,133,70,129,109,68,129,115,2736
Virginia,Fairfax City,133,43,6,5,15,3,89,2737
Virginia,Falls Church,133,8,1,4,1,1,66,2740
Virginia,Franklin City,133,129,119,125,47,112,95,2744
Virginia,Fredericksburg,133,54,52,42,80,84,65,2745
Virginia,Galax,133,131,133,124,70,119,25,2747
Virginia,Hampton,133,85,73,62,45,80,17,2751
Virginia,Harrisonburg,133,9,66,22,64,73,56,2755
Virginia,Hopewell,133,128,130,133,123,126,110,2756
Virginia,Lexington,133,107,46,23,9,71,4,2760
Virginia,Lynchburg,133,76,69,65,41,77,10,2762
Virginia,Manassas,133,28,32,26,96,51,107,2765
Virginia,Manassas Park,133,70,49,14,112,37,98,2768
Virginia,Martinsville,133,130,126,70,93,120,67,2771
Virginia,Newport News,133,69,74,80,59,83,84,2775
Virginia,Norfolk,133,95,97,94,72,98,23,2778
Virginia,Norton,133,113,107,87,71,121,113,2780
Virginia,Petersburg,133,133,128,132,108,132,122,2782
Virginia,Poquoson,133,22,5,36,11,9,39,2791
Virginia,Portsmouth,133,110,113,103,50,117,99,2795
Virginia,Radford,133,39,110,68,38,67,85,2799
Virginia,Richmond City,133,91,111,79,49,109,117,2802
Virginia,Roanoke City,133,117,102,104,66,102,88,2805
Virginia,Salem,133,68,36,38,6,40,41,2809
Virginia,Staunton,133,81,57,15,19,36,54,2812
Virginia,Suffolk,133,44,56,46,52,45,104,2815
Virginia,Virginia Beach,133,16,33,33,34,18,19,2826
Virginia,Waynesboro,133,67,78,81,30,68,61,2831
Virginia,Williamsburg,133,13,23,32,21,64,28,2835
Virginia,Winchester,133,45,65,27,22,60,26,2837
Washington,Adams,39,11,39,24,31,36,32,2840
Washington,Asotin,39,30,26,29,4,14,9,2845
Washington,Benton,39,12,17,14,23,17,39,2847
Washington,Chelan,39,7,14,17,15,20,17,2852
Washington,Clallam,39,31,18,20,7,29,7,2861
Washington,Clark,39,10,9,11,16,11,15,2865
Washington,Columbia,39,20,35,27,37,13,2,2869
Washington,Cowlitz,39,35,30,33,21,26,33,2871
Washington,Douglas,39,2,20,21,35,24,20,2877
Washington,Ferry,39,39,38,38,28,39,12,2880
Washington,Franklin,39,5,22,16,38,32,36,2884
Washington,Garfield,39,20,15,30,8,9,6,2886
Washington,Grant,39,27,28,26,33,34,35,2889
Washington,Grays Harbor,39,38,34,34,32,30,8,2894
Washington,Island,39,16,2,10,20,4,24,2898
Washington,Jefferson,39,25,4,3,2,25,4,2905
Washington,King,39,4,3,1,1,1,27,2913
Washington,Kitsap,39,13,10,8,5,5,1,2927
Washington,Kittitas,39,14,8,9,18,12,18,2932
Washington,Klickitat,39,28,29,15,29,21,21,2935
Washington,Lewis,39,32,23,31,24,22,19,2940
Washington,Lincoln,39,29,11,23,34,10,5,2942
Washington,Mason,39,24,24,36,27,33,10,2946
Washington,Okanogan,39,34,37,35,36,35,28,2947
Washington,Pacific,39,37,33,37,30,28,13,2949
Washington,Pend Oreille,39,36,32,39,22,37,25,2951
Washington,Pierce,39,19,19,13,17,16,37,2956
Washington,San Juan,39,1,1,2,9,3,3,2957
Washington,Skagit,39,15,12,18,14,19,22,2958
Washington,Skamania,39,23,21,22,25,23,16,2959
Washington,Snohomish,39,8,6,4,19,2,31,2960
Washington,Spokane,39,26,27,19,3,15,34,2961
Washington,Stevens,39,18,31,32,26,31,26,2963
Washington,Thurston,39,9,7,6,10,8,30,2967
Washington,Wahkiakum,39,20,25,28,13,27,11,2969
Washington,Walla Walla,39,17,16,7,6,18,14,2970
Washington,Whatcom,39,6,13,5,12,6,29,2972
Washington,Whitman,39,3,5,12,11,7,23,2973
Washington,Yakima,39,33,36,25,39,38,38,2974
West Virginia,Barbour,55,24,22,35,31,42,16,2975
West Virginia,Berkeley,55,23,5,30,14,4,41,2976
West Virginia,Boone,55,50,53,46,51,45,55,2977
West Virginia,Braxton,55,33,38,34,36,47,21,2978
West Virginia,Brooke,55,15,7,13,27,5,48,2979
West Virginia,Cabell,55,53,34,25,4,25,31,2980
West Virginia,Calhoun,55,25,44,24,46,52,17,2981
West Virginia,Clay,55,48,45,51,38,54,22,3000
West Virginia,Doddridge,55,8,21,12,17,20,9,3002
West Virginia,Fayette,55,40,42,47,41,40,36,3006
West Virginia,Gilmer,55,5,9,18,48,33,14,3008
West Virginia,Grant,55,4,40,37,37,28,4,3011
West Virginia,Greenbrier,55,26,23,9,20,22,10,3013
West Virginia,Hampshire,55,36,30,43,49,23,18,3016
West Virginia,Hancock,55,29,26,15,21,10,30,3017
West Virginia,Hardy,55,20,15,28,44,27,11,3019
West Virginia,Harrison,55,32,17,8,5,6,32,3021
West Virginia,Jackson,55,18,13,29,12,15,26,3023
West Virginia,Jefferson,55,3,2,2,9,1,45,3026
West Virginia,Kanawha,55,42,29,21,6,19,40,3027
West Virginia,Lewis,55,43,39,45,23,36,12,3029
West Virginia,Lincoln,55,51,50,53,45,46,54,3031
West Virginia,Logan,55,54,51,52,53,48,51,3034
West Virginia,McDowell,55,55,55,55,54,55,49,3037
West Virginia,Marion,55,17,36,11,16,11,27,3039
West Virginia,Marshall,55,13,16,38,24,17,52,3041
West Virginia,Mason,55,45,37,48,29,26,43,3042
West Virginia,Mercer,55,46,46,23,33,39,44,3044
West Virginia,Mineral,55,11,10,7,8,12,5,3046
West Virginia,Mingo,55,52,54,54,55,53,50,3048
West Virginia,Monongalia,55,1,3,1,2,2,39,3050
West Virginia,Monroe,55,12,8,16,47,21,6,3052
West Virginia,Morgan,55,34,12,10,34,9,47,3054
West Virginia,Nicholas,55,35,35,33,28,44,35,3057
West Virginia,Ohio,55,28,4,4,1,7,33,3059
West Virginia,Pendleton,55,21,25,32,43,18,1,3061
West Virginia,Pleasants,55,2,6,6,26,13,38,3064
West Virginia,Pocahontas,55,41,11,14,35,32,3,3066
West Virginia,Preston,55,9,31,17,25,14,24,3068
West Virginia,Putnam,55,10,1,3,3,3,34,3070
West Virginia,Raleigh,55,49,32,31,13,30,13,3073
West Virginia,Randolph,55,16,27,27,19,35,15,3075
West Virginia,Ritchie,55,14,20,42,50,34,29,3077
West Virginia,Roane,55,47,49,49,39,50,20,3079
West Virginia,Summers,55,38,43,40,40,41,19,3080
West Virginia,Taylor,55,6,33,36,10,16,8,3082
West Virginia,Tucker,55,19,19,5,22,24,2,3084
West Virginia,Tyler,55,27,24,19,15,31,42,3085
West Virginia,Upshur,55,7,14,20,11,29,23,3087
West Virginia,Wayne,55,39,47,41,30,43,53,3089
West Virginia,Webster,55,37,48,50,42,51,7,3091
West Virginia,Wetzel,55,31,28,44,18,38,37,3093
West Virginia,Wirt,55,22,41,26,32,37,25,3095
West Virginia,Wood,55,30,18,22,7,8,28,3097
West Virginia,Wyoming,55,44,52,39,52,49,46,3099
Wisconsin,Adams,72,70,69,69,68,69,42,3101
Wisconsin,Ashland,72,65,53,41,5,66,1,3104
Wisconsin,Barron,72,44,28,45,28,41,14,3106
Wisconsin,Bayfield,72,47,10,20,27,51,3,3108
Wisconsin,Brown,72,20,37,26,17,24,30,3111
Wisconsin,Buffalo,72,14,44,22,53,38,25,3113
Wisconsin,Burnett,72,67,13,57,71,62,27,3115
Wisconsin,Calumet,72,6,7,6,22,6,39,3116
Wisconsin,Chippewa,72,25,19,21,26,31,19,3117
Wisconsin,Clark,72,51,47,62,72,64,5,3119
Wisconsin,Columbia,72,35,14,49,52,17,67,3120
Wisconsin,Crawford,72,50,48,29,61,52,28,3122
Wisconsin,Dane,72,5,6,2,4,3,55,3124
Wisconsin,Dodge,72,41,46,38,30,25,62,3126
Wisconsin,Door,72,2,12,8,16,20,15,3131
